Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Fill in the blank: ______ refers to ""a hyperparameter tuning method that exhaustively tries all possible combinations of specified parameter values"".",a fully connected layer,oversampling (in ML),missing data imputation,grid search,D,grid search refers to: a hyperparameter tuning method that exhaustively tries all possible combinations of specified parameter values,ML – Machine Learning,ML Basics
"Which term matches this description: ""a boosting algorithm that combines multiple weak classifiers, giving more weight to previously misclassified examples""?",a classification problem,pruning (in decision trees),multi-class classification,AdaBoost,D,"The description matches AdaBoost: a boosting algorithm that combines multiple weak classifiers, giving more weight to previously misclassified examples",ML – Machine Learning,Classification
"Fill in the blank: ______ refers to ""a method of comparing two versions of a model or system to determine which performs better in a real-world setting"".",standardisation (in ML),A/B testing (in ML),boosting,XGBoost,B,A/B testing (in ML) refers to: a method of comparing two versions of a model or system to determine which performs better in a real-world setting,ML – Machine Learning,ML Basics
What is cross-validation?,a technique that explains individual predictions of any classifier by approximating it locally with an interpretable model,"the process of adjusting the range of independent variables in a dataset, often required before applying certain algorithms",a technique for assessing how well a model generalises by partitioning data into multiple training and testing subsets,a regularisation technique that adds the squared value of coefficients as a penalty to prevent overly large weights,C,cross-validation is: a technique for assessing how well a model generalises by partitioning data into multiple training and testing subsets,ML – Machine Learning,ML Basics
A classifier has 106 true positives and 32 false positives. What is its precision (rounded to 2 decimal places)?,0.77,0.47,0.62,0.92,A,Precision = TP / (TP + FP) = 106 / (106 + 32) = 0.77.,ML – Machine Learning,Model Evaluation
Which statement correctly describes deep learning?,a regularisation technique that halts training once model performance on a validation set stops improving,a subset of machine learning that uses neural networks with many layers to model complex patterns in data,the portion of data used to evaluate the performance of a trained machine learning model on unseen examples,a method of comparing two versions of a model or system to determine which performs better in a real-world setting,B,"By definition, deep learning is: a subset of machine learning that uses neural networks with many layers to model complex patterns in data",ML – Machine Learning,ML Basics
"A classifier has precision 0.59 and recall 0.52 (from 92 TP, 65 FP, 84 FN). What is its F1 score (rounded to 2 decimal places)?",0.45,0.70,0.55,0.85,C,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.59×0.52)/(0.59+0.52) = 0.55.,ML – Machine Learning,Model Evaluation
A classifier has 61 true positives and 97 false negatives. What is its recall (rounded to 2 decimal places)?,0.39,0.19,0.49,0.29,A,Recall = TP / (TP + FN) = 61 / (61 + 97) = 0.39.,ML – Machine Learning,Model Evaluation
"A classifier has 6 true positives, 200 true negatives, 47 false positives, and 91 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.30,0.60,0.45,0.70,B,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (6+200)/(6+200+47+91) = 0.60.,ML – Machine Learning,Model Evaluation
A classifier has 48 true positives and 95 false positives. What is its precision (rounded to 2 decimal places)?,0.14,0.04,0.49,0.34,D,Precision = TP / (TP + FP) = 48 / (48 + 95) = 0.34.,ML – Machine Learning,Model Evaluation
Which statement correctly describes linear regression?,a statistical method used to model the relationship between a dependent variable and one or more independent variables using a straight line,"a machine learning approach where a model is trained on labelled data, learning to map inputs to known outputs","an open-source machine learning framework developed by Google, widely used for building deep learning models",the process of selecting the optimal configuration settings for a machine learning model to maximise performance,A,"By definition, linear regression is: a statistical method used to model the relationship between a dependent variable and one or more independent variables using a straight line",ML – Machine Learning,Regression
Which statement correctly describes feature scaling?,"the process of adjusting the range of independent variables in a dataset, often required before applying certain algorithms",the process of integrating a trained machine learning model into a production environment for real-world use,a subset of data used during training to tune model hyperparameters and prevent overfitting,a technique used to fill in missing values in a dataset using estimated or calculated values,A,"By definition, feature scaling is: the process of adjusting the range of independent variables in a dataset, often required before applying certain algorithms",ML – Machine Learning,ML Basics
"Fill in the blank: ______ refers to ""a regularisation technique that halts training once model performance on a validation set stops improving"".",the MNIST dataset,early stopping,outlier detection,a testing dataset,B,early stopping refers to: a regularisation technique that halts training once model performance on a validation set stops improving,ML – Machine Learning,ML Basics
"Fill in the blank: ______ refers to ""a situation in regression analysis where two or more independent variables are highly correlated with each other"".",a pooling layer,batch normalisation,multicollinearity,k-nearest neighbours (KNN),C,multicollinearity refers to: a situation in regression analysis where two or more independent variables are highly correlated with each other,ML – Machine Learning,Regression
A classifier has 33 true positives and 52 false positives. What is its precision (rounded to 2 decimal places)?,0.39,0.54,0.29,0.59,A,Precision = TP / (TP + FP) = 33 / (33 + 52) = 0.39.,ML – Machine Learning,Model Evaluation
A classifier has 24 true positives and 10 false negatives. What is its recall (rounded to 2 decimal places)?,1.00,0.71,0.91,0.41,B,Recall = TP / (TP + FN) = 24 / (24 + 10) = 0.71.,ML – Machine Learning,Model Evaluation
A classifier has 18 true positives and 100 false negatives. What is its recall (rounded to 2 decimal places)?,0.45,0.15,0.35,0.00,B,Recall = TP / (TP + FN) = 18 / (18 + 100) = 0.15.,ML – Machine Learning,Model Evaluation
"A classifier has 29 true positives, 177 true negatives, 34 false positives, and 50 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.56,1.00,0.51,0.71,D,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (29+177)/(29+177+34+50) = 0.71.,ML – Machine Learning,Model Evaluation
A classifier has 110 true positives and 20 false positives. What is its precision (rounded to 2 decimal places)?,0.95,0.75,0.65,0.85,D,Precision = TP / (TP + FP) = 110 / (110 + 20) = 0.85.,ML – Machine Learning,Model Evaluation
What is a loss function (in ML)?,a situation in classification problems where one class significantly outnumbers other classes in the training data,a technique used to fill in missing values in a dataset using estimated or calculated values,a mathematical function that quantifies the difference between a model's predictions and the actual target values,a hyperparameter tuning method that exhaustively tries all possible combinations of specified parameter values,C,a loss function (in ML) is: a mathematical function that quantifies the difference between a model's predictions and the actual target values,ML – Machine Learning,ML Basics
A classifier has 65 true positives and 31 false positives. What is its precision (rounded to 2 decimal places)?,0.68,0.53,0.48,0.83,A,Precision = TP / (TP + FP) = 65 / (65 + 31) = 0.68.,ML – Machine Learning,Model Evaluation
What is a benchmark dataset (in ML)?,a subset of data used during training to tune model hyperparameters and prevent overfitting,"a standard, publicly available dataset used to compare the performance of different machine learning models","a classic, small dataset in machine learning containing measurements of iris flowers, often used to teach classification",a machine learning approach that uses a small amount of labelled data combined with a larger amount of unlabelled data,B,"a benchmark dataset (in ML) is: a standard, publicly available dataset used to compare the performance of different machine learning models",ML – Machine Learning,ML Basics
"Fill in the blank: ______ refers to ""a layer of nodes between the input and output layers of a neural network, used to learn intermediate representations"".",a hidden layer (in a neural network),the ImageNet dataset,a Hidden Markov Model (HMM),Machine Learning (ML),A,"a hidden layer (in a neural network) refers to: a layer of nodes between the input and output layers of a neural network, used to learn intermediate representations",ML – Machine Learning,ML Basics
"Fill in the blank: ______ refers to ""a large visual database used for training and benchmarking image classification and object detection models"".",the ImageNet dataset,L2 regularisation (Ridge),a convolutional layer,a benchmark dataset (in ML),A,the ImageNet dataset refers to: a large visual database used for training and benchmarking image classification and object detection models,ML – Machine Learning,ML Basics
A classifier has 180 true positives and 3 false positives. What is its precision (rounded to 2 decimal places)?,0.98,0.83,0.68,0.78,A,Precision = TP / (TP + FP) = 180 / (180 + 3) = 0.98.,ML – Machine Learning,Model Evaluation
Which statement correctly describes entropy (in decision trees)?,a supervised learning algorithm that finds the optimal boundary (hyperplane) to separate data into classes,"a measure used to evaluate the quality of a split in a decision tree, based on the impurity of resulting subsets",a decision boundary in a support vector machine that separates data points of different classes in high-dimensional space,a measure of impurity or disorder used to determine the best splits when building a decision tree,D,"By definition, entropy (in decision trees) is: a measure of impurity or disorder used to determine the best splits when building a decision tree",ML – Machine Learning,Classification
"A classifier has precision 0.65 and recall 0.32 (from 20 TP, 11 FP, 42 FN). What is its F1 score (rounded to 2 decimal places)?",0.23,0.43,0.53,0.73,B,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.65×0.32)/(0.65+0.32) = 0.43.,ML – Machine Learning,Model Evaluation
What is hierarchical clustering?,a density-based clustering algorithm that groups points closely packed together and marks outliers as noise,a dimensionality reduction technique that transforms data into a smaller set of uncorrelated variables called principal components,a clustering method that builds a tree of clusters by either merging or splitting groups iteratively,a dimensionality reduction technique often used for visualising high-dimensional data in two or three dimensions,C,hierarchical clustering is: a clustering method that builds a tree of clusters by either merging or splitting groups iteratively,ML – Machine Learning,Unsupervised Learning
A classifier has 119 true positives and 95 false negatives. What is its recall (rounded to 2 decimal places)?,0.46,0.56,0.36,0.86,B,Recall = TP / (TP + FN) = 119 / (119 + 95) = 0.56.,ML – Machine Learning,Model Evaluation
"A classifier has 190 true positives, 65 true negatives, 45 false positives, and 29 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.78,0.68,0.48,0.98,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (190+65)/(190+65+45+29) = 0.78.,ML – Machine Learning,Model Evaluation
"Fill in the blank: ______ refers to ""a form of regression analysis in which the relationship between the independent and dependent variable is modelled as an nth degree polynomial"".",a Gini index (in decision trees),pruning (in decision trees),polynomial regression,image classification,C,polynomial regression refers to: a form of regression analysis in which the relationship between the independent and dependent variable is modelled as an nth degree polynomial,ML – Machine Learning,Regression
What is polynomial regression?,a machine learning technique used in recommendation systems that makes predictions based on user behaviour patterns,a form of regression analysis in which the relationship between the independent and dependent variable is modelled as an nth degree polynomial,a regularisation technique that adds the squared value of coefficients as a penalty to prevent overly large weights,a metric that combines precision and recall into a single value using their harmonic mean,B,polynomial regression is: a form of regression analysis in which the relationship between the independent and dependent variable is modelled as an nth degree polynomial,ML – Machine Learning,Regression
A classifier has 104 true positives and 72 false negatives. What is its recall (rounded to 2 decimal places)?,0.59,0.69,0.39,0.89,A,Recall = TP / (TP + FN) = 104 / (104 + 72) = 0.59.,ML – Machine Learning,Model Evaluation
"A classifier has 134 true positives, 37 true negatives, 72 false positives, and 17 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.66,0.46,0.86,0.51,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (134+37)/(134+37+72+17) = 0.66.,ML – Machine Learning,Model Evaluation
What is speech-to-text conversion?,a machine learning task that identifies and locates specific objects within an image,a machine learning task that assigns a label to an image based on its visual content,a machine learning application that transcribes spoken language into written text,a machine learning task that involves predicting future values based on previously observed sequential data,C,speech-to-text conversion is: a machine learning application that transcribes spoken language into written text,ML – Machine Learning,ML Applications
What is binary classification?,"a statistical method used for binary classification, predicting the probability of an outcome belonging to a particular class",a classification task involving more than two possible output classes,"a metric used to decide which feature to split on at each step, based on the reduction in entropy","a classification task involving exactly two possible output classes, such as spam or not spam",D,"binary classification is: a classification task involving exactly two possible output classes, such as spam or not spam",ML – Machine Learning,Classification
"Which term matches this description: ""the process of selecting, transforming, and creating input variables to improve a machine learning model's performance""?",data leakage,a Markov chain,the MNIST dataset,feature engineering,D,"The description matches feature engineering: the process of selecting, transforming, and creating input variables to improve a machine learning model's performance",ML – Machine Learning,ML Basics
A classifier has 16 true positives and 55 false negatives. What is its recall (rounded to 2 decimal places)?,0.13,0.23,0.00,0.38,B,Recall = TP / (TP + FN) = 16 / (16 + 55) = 0.23.,ML – Machine Learning,Model Evaluation
"Fill in the blank: ______ refers to ""a regression technique that combines both L1 and L2 regularisation penalties"".",bootstrapping (in statistics/ML),data cleaning,multicollinearity,elastic net regression,D,elastic net regression refers to: a regression technique that combines both L1 and L2 regularisation penalties,ML – Machine Learning,Regression
Which statement correctly describes the Iris dataset?,"a classic, small dataset in machine learning containing measurements of iris flowers, often used to teach classification",the process of choosing the most relevant variables from a dataset to use in model training,"a boosting technique that builds models sequentially, each minimising the errors of the combined previous models","a widely used benchmark dataset of handwritten digit images, commonly used to test image classification models",A,"By definition, the Iris dataset is: a classic, small dataset in machine learning containing measurements of iris flowers, often used to teach classification",ML – Machine Learning,ML Basics
A classifier has 13 true positives and 60 false positives. What is its precision (rounded to 2 decimal places)?,0.38,0.08,0.00,0.18,D,Precision = TP / (TP + FP) = 13 / (13 + 60) = 0.18.,ML – Machine Learning,Model Evaluation
"Which term matches this description: ""a cross-validation technique where data is divided into k subsets, with each subset used once as a test set""?",learning rate (in ML),SHAP (SHapley Additive exPlanations),k-fold cross-validation,class imbalance,C,"The description matches k-fold cross-validation: a cross-validation technique where data is divided into k subsets, with each subset used once as a test set",ML – Machine Learning,ML Basics
What is a training dataset?,the portion of data used to teach a machine learning model to recognise patterns,"a layer of nodes between the input and output layers of a neural network, used to learn intermediate representations",a technique that explains individual predictions of any classifier by approximating it locally with an interpretable model,a phenomenon where a deployed model's performance degrades over time due to changes in the underlying data patterns,A,a training dataset is: the portion of data used to teach a machine learning model to recognise patterns,ML – Machine Learning,ML Basics
Which statement correctly describes regularisation?,a technique used to address class imbalance by reducing the number of examples in the majority class,a technique used to prevent overfitting by adding a penalty term to a model's loss function,"a variation of gradient descent that updates model parameters using one training example at a time, rather than the full dataset",the process of choosing the most relevant variables from a dataset to use in model training,B,"By definition, regularisation is: a technique used to prevent overfitting by adding a penalty term to a model's loss function",ML – Machine Learning,ML Basics
"Which term matches this description: ""a mathematical model describing a sequence of events where the probability of each event depends only on the state attained in the previous event""?",a Markov chain,A/B testing (in ML),boosting,a data pipeline,A,The description matches a Markov chain: a mathematical model describing a sequence of events where the probability of each event depends only on the state attained in the previous event,ML – Machine Learning,ML Basics
"A classifier has precision 0.70 and recall 0.87 (from 137 TP, 60 FP, 20 FN). What is its F1 score (rounded to 2 decimal places)?",0.67,0.77,1.00,0.97,B,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.70×0.87)/(0.70+0.87) = 0.77.,ML – Machine Learning,Model Evaluation
"A classifier has precision 0.78 and recall 0.69 (from 196 TP, 55 FP, 90 FN). What is its F1 score (rounded to 2 decimal places)?",0.58,0.63,0.73,0.53,C,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.78×0.69)/(0.78+0.69) = 0.73.,ML – Machine Learning,Model Evaluation
What is a testing dataset?,the process of selecting the optimal configuration settings for a machine learning model to maximise performance,a subset of data used during training to tune model hyperparameters and prevent overfitting,the portion of data used to teach a machine learning model to recognise patterns,the portion of data used to evaluate the performance of a trained machine learning model on unseen examples,D,a testing dataset is: the portion of data used to evaluate the performance of a trained machine learning model on unseen examples,ML – Machine Learning,ML Basics
"A classifier has 79 true positives, 121 true negatives, 19 false positives, and 43 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.56,0.76,1.00,0.66,B,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (79+121)/(79+121+19+43) = 0.76.,ML – Machine Learning,Model Evaluation
"Which term matches this description: ""a modelling error where a model is too simple to capture the underlying pattern in the data""?",underfitting,deep learning,batch size (in ML),Machine Learning (ML),A,The description matches underfitting: a modelling error where a model is too simple to capture the underlying pattern in the data,ML – Machine Learning,ML Basics
What is early stopping?,the number of training examples used in one iteration of model parameter updates,"a standard, publicly available dataset used to compare the performance of different machine learning models",a regularisation technique that halts training once model performance on a validation set stops improving,a subset of data used during training to tune model hyperparameters and prevent overfitting,C,early stopping is: a regularisation technique that halts training once model performance on a validation set stops improving,ML – Machine Learning,ML Basics
A classifier has 6 true positives and 6 false positives. What is its precision (rounded to 2 decimal places)?,0.30,0.35,0.50,0.70,C,Precision = TP / (TP + FP) = 6 / (6 + 6) = 0.50.,ML – Machine Learning,Model Evaluation
"A classifier has precision 0.66 and recall 0.74 (from 57 TP, 30 FP, 20 FN). What is its F1 score (rounded to 2 decimal places)?",0.80,1.00,0.70,0.85,C,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.66×0.74)/(0.66+0.74) = 0.70.,ML – Machine Learning,Model Evaluation
A classifier has 52 true positives and 29 false positives. What is its precision (rounded to 2 decimal places)?,0.64,0.34,0.79,0.84,A,Precision = TP / (TP + FP) = 52 / (52 + 29) = 0.64.,ML – Machine Learning,Model Evaluation
A classifier has 88 true positives and 65 false negatives. What is its recall (rounded to 2 decimal places)?,0.58,0.38,0.28,0.68,A,Recall = TP / (TP + FN) = 88 / (88 + 65) = 0.58.,ML – Machine Learning,Model Evaluation
"Fill in the blank: ______ refers to ""a machine learning application that predicts user preferences and suggests relevant items, such as movies or products"".",time series forecasting,speech-to-text conversion,a recommender system,content-based recommendation,C,"a recommender system refers to: a machine learning application that predicts user preferences and suggests relevant items, such as movies or products",ML – Machine Learning,ML Applications
What is silhouette score?,a metric used to evaluate the quality of clustering by measuring how similar an object is to its own cluster compared to other clusters,a machine learning technique used to identify data points that deviate significantly from the norm,a popular clustering algorithm that partitions data into k clusters based on distance from cluster centroids,a technique used to determine the optimal number of clusters in k-means clustering by plotting variance explained against cluster count,A,silhouette score is: a metric used to evaluate the quality of clustering by measuring how similar an object is to its own cluster compared to other clusters,ML – Machine Learning,Unsupervised Learning
What is model accuracy?,a metric that measures the proportion of correct predictions made by a classification model,a metric that combines precision and recall into a single value using their harmonic mean,a metric that summarises the overall performance of a classification model based on its ROC curve,a metric that measures the proportion of true positive predictions among all positive predictions made by a model,A,model accuracy is: a metric that measures the proportion of correct predictions made by a classification model,ML – Machine Learning,Model Evaluation
"A classifier has precision 0.63 and recall 0.91 (from 84 TP, 49 FP, 8 FN). What is its F1 score (rounded to 2 decimal places)?",0.75,0.60,0.45,0.85,A,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.63×0.91)/(0.63+0.91) = 0.75.,ML – Machine Learning,Model Evaluation
A classifier has 62 true positives and 89 false negatives. What is its recall (rounded to 2 decimal places)?,0.41,0.31,0.11,0.26,A,Recall = TP / (TP + FN) = 62 / (62 + 89) = 0.41.,ML – Machine Learning,Model Evaluation
What is a hyperplane (in ML)?,"a metric used to decide which feature to split on at each step, based on the reduction in entropy",a classification task involving more than two possible output classes,"a statistical method used for binary classification, predicting the probability of an outcome belonging to a particular class",a decision boundary in a support vector machine that separates data points of different classes in high-dimensional space,D,a hyperplane (in ML) is: a decision boundary in a support vector machine that separates data points of different classes in high-dimensional space,ML – Machine Learning,Classification
A classifier has 192 true positives and 31 false positives. What is its precision (rounded to 2 decimal places)?,0.71,0.76,0.86,0.96,C,Precision = TP / (TP + FP) = 192 / (192 + 31) = 0.86.,ML – Machine Learning,Model Evaluation
"Which term matches this description: ""a measure of impurity or disorder used to determine the best splits when building a decision tree""?",Naive Bayes classifier,entropy (in decision trees),binary classification,a support vector machine (SVM),B,The description matches entropy (in decision trees): a measure of impurity or disorder used to determine the best splits when building a decision tree,ML – Machine Learning,Classification
"A classifier has precision 0.69 and recall 0.43 (from 34 TP, 15 FP, 45 FN). What is its F1 score (rounded to 2 decimal places)?",0.33,0.68,0.53,0.73,C,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.69×0.43)/(0.69+0.43) = 0.53.,ML – Machine Learning,Model Evaluation
"Which term matches this description: ""a layer in a neural network that applies filters to detect patterns such as edges or textures, commonly used in image processing""?",early stopping,a convolutional layer,cross-validation,LIME (Local Interpretable Model-agnostic Explanations),B,"The description matches a convolutional layer: a layer in a neural network that applies filters to detect patterns such as edges or textures, commonly used in image processing",ML – Machine Learning,ML Basics
What is standardisation (in ML)?,an optimisation algorithm used to minimise a model's error by iteratively adjusting parameters in the direction of steepest descent,a situation in classification problems where one class significantly outnumbers other classes in the training data,the process of transforming data to have a mean of zero and a standard deviation of one,an ensemble technique that trains multiple models on different random subsets of data and averages their predictions,C,standardisation (in ML) is: the process of transforming data to have a mean of zero and a standard deviation of one,ML – Machine Learning,ML Basics
A classifier has 198 true positives and 81 false positives. What is its precision (rounded to 2 decimal places)?,0.71,0.61,0.86,1.00,A,Precision = TP / (TP + FP) = 198 / (198 + 81) = 0.71.,ML – Machine Learning,Model Evaluation
"Which term matches this description: ""a machine learning application that transcribes spoken language into written text""?",a recommender system,speech-to-text conversion,sentiment classification,time series forecasting,B,The description matches speech-to-text conversion: a machine learning application that transcribes spoken language into written text,ML – Machine Learning,ML Applications
"A classifier has 172 true positives, 57 true negatives, 30 false positives, and 91 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.65,0.50,0.35,0.45,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (172+57)/(172+57+30+91) = 0.65.,ML – Machine Learning,Model Evaluation
"A classifier has 26 true positives, 75 true negatives, 74 false positives, and 27 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.50,0.30,0.20,0.65,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (26+75)/(26+75+74+27) = 0.50.,ML – Machine Learning,Model Evaluation
"A classifier has precision 0.99 and recall 0.79 (from 185 TP, 1 FP, 50 FN). What is its F1 score (rounded to 2 decimal places)?",0.73,0.88,0.68,0.98,B,F1 = 2×(Precision×Recall)/(Precision+Recall) = 2×(0.99×0.79)/(0.99+0.79) = 0.88.,ML – Machine Learning,Model Evaluation
"A classifier has 55 true positives, 107 true negatives, 2 false positives, and 71 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.69,0.84,0.49,0.99,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (55+107)/(55+107+2+71) = 0.69.,ML – Machine Learning,Model Evaluation
"A classifier has 143 true positives, 177 true negatives, 46 false positives, and 7 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.86,0.76,1.00,0.56,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (143+177)/(143+177+46+7) = 0.86.,ML – Machine Learning,Model Evaluation
"A classifier has 63 true positives, 57 true negatives, 63 false positives, and 60 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.49,0.39,0.64,0.69,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (63+57)/(63+57+63+60) = 0.49.,ML – Machine Learning,Model Evaluation
What is a decision boundary?,one complete pass through the entire training dataset during the model training process,"a popular and efficient implementation of gradient boosting, widely used in machine learning competitions",the line or surface that separates different predicted classes in a classification model's feature space,"the process of scaling numerical data to a common range, often between 0 and 1, to improve model performance",C,a decision boundary is: the line or surface that separates different predicted classes in a classification model's feature space,ML – Machine Learning,ML Basics
"A classifier has 38 true positives, 77 true negatives, 90 false positives, and 58 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.44,0.59,0.54,0.34,A,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (38+77)/(38+77+90+58) = 0.44.,ML – Machine Learning,Model Evaluation
A classifier has 68 true positives and 30 false positives. What is its precision (rounded to 2 decimal places)?,0.39,0.69,0.54,0.59,B,Precision = TP / (TP + FP) = 68 / (68 + 30) = 0.69.,ML – Machine Learning,Model Evaluation
"Fill in the blank: ______ refers to ""machine learning models used by financial institutions to assess the creditworthiness of loan applicants"".",sentiment classification,time series forecasting,demand forecasting,credit scoring models,D,credit scoring models refers to: machine learning models used by financial institutions to assess the creditworthiness of loan applicants,ML – Machine Learning,ML Applications
A classifier has 100 true positives and 35 false positives. What is its precision (rounded to 2 decimal places)?,0.64,0.89,0.74,0.94,C,Precision = TP / (TP + FP) = 100 / (100 + 35) = 0.74.,ML – Machine Learning,Model Evaluation
What is NumPy?,"an open-source web application that allows users to create documents containing live code, equations, and visualisations","an open-source machine learning framework developed by Google, widely used for building deep learning models","a fundamental Python library used for numerical computing, providing support for arrays and matrices","a high-level neural network API that runs on top of frameworks like TensorFlow, designed for ease of use",C,"NumPy is: a fundamental Python library used for numerical computing, providing support for arrays and matrices",ML – Machine Learning,ML Tools
What is k-means clustering?,a metric used to evaluate the quality of clustering by measuring how similar an object is to its own cluster compared to other clusters,a dimensionality reduction technique often used for visualising high-dimensional data in two or three dimensions,a density-based clustering algorithm that groups points closely packed together and marks outliers as noise,a popular clustering algorithm that partitions data into k clusters based on distance from cluster centroids,D,k-means clustering is: a popular clustering algorithm that partitions data into k clusters based on distance from cluster centroids,ML – Machine Learning,Unsupervised Learning
"A classifier has 198 true positives, 30 true negatives, 91 false positives, and 62 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.40,0.60,0.70,0.90,B,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (198+30)/(198+30+91+62) = 0.60.,ML – Machine Learning,Model Evaluation
"Which term matches this description: ""a metric that summarises the overall performance of a classification model based on its ROC curve""?",mean absolute error (MAE),R-squared (coefficient of determination),AUC (Area Under the Curve),recall (in ML),C,The description matches AUC (Area Under the Curve): a metric that summarises the overall performance of a classification model based on its ROC curve,ML – Machine Learning,Model Evaluation
A classifier has 87 true positives and 24 false negatives. What is its recall (rounded to 2 decimal places)?,0.48,0.78,0.58,0.93,B,Recall = TP / (TP + FN) = 87 / (87 + 24) = 0.78.,ML – Machine Learning,Model Evaluation
A classifier has 31 true positives and 83 false positives. What is its precision (rounded to 2 decimal places)?,0.12,0.47,0.27,0.17,C,Precision = TP / (TP + FP) = 31 / (31 + 83) = 0.27.,ML – Machine Learning,Model Evaluation
"Which term matches this description: ""the balance between a model's error due to overly simplistic assumptions (bias) and its sensitivity to small fluctuations in data (variance)""?",a decision boundary,a benchmark dataset (in ML),bias-variance tradeoff,a neural network (in ML context),C,The description matches bias-variance tradeoff: the balance between a model's error due to overly simplistic assumptions (bias) and its sensitivity to small fluctuations in data (variance),ML – Machine Learning,ML Basics
"A classifier has 186 true positives, 64 true negatives, 54 false positives, and 97 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.77,0.47,0.62,0.92,C,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (186+64)/(186+64+54+97) = 0.62.,ML – Machine Learning,Model Evaluation
"A classifier has 69 true positives, 96 true negatives, 86 false positives, and 55 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.74,0.54,0.69,0.84,B,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (69+96)/(69+96+86+55) = 0.54.,ML – Machine Learning,Model Evaluation
"Fill in the blank: ______ refers to ""a measure of impurity or disorder used to determine the best splits when building a decision tree"".",information gain (in decision trees),entropy (in decision trees),a kernel trick (in SVM),a hyperplane (in ML),B,entropy (in decision trees) refers to: a measure of impurity or disorder used to determine the best splits when building a decision tree,ML – Machine Learning,Classification
A classifier has 163 true positives and 54 false negatives. What is its recall (rounded to 2 decimal places)?,0.75,0.65,1.00,0.95,A,Recall = TP / (TP + FN) = 163 / (163 + 54) = 0.75.,ML – Machine Learning,Model Evaluation
Which statement correctly describes churn prediction?,"a machine learning task that categorises text based on the emotional tone it conveys, such as positive or negative",machine learning models used by financial institutions to assess the creditworthiness of loan applicants,a machine learning application that predicts which customers are likely to stop using a product or service,a machine learning task that involves predicting future values based on previously observed sequential data,C,"By definition, churn prediction is: a machine learning application that predicts which customers are likely to stop using a product or service",ML – Machine Learning,ML Applications
Which statement correctly describes bootstrapping (in statistics/ML)?,a resampling technique that involves repeatedly drawing samples with replacement from a dataset to estimate a statistic,"a problem in machine learning where information from outside the training dataset is used to create the model, leading to overly optimistic results",the process of integrating a trained machine learning model into a production environment for real-world use,a machine learning approach that uses a small amount of labelled data combined with a larger amount of unlabelled data,A,"By definition, bootstrapping (in statistics/ML) is: a resampling technique that involves repeatedly drawing samples with replacement from a dataset to estimate a statistic",ML – Machine Learning,ML Basics
"A classifier has 95 true positives, 41 true negatives, 70 false positives, and 75 false negatives. What is its accuracy (rounded to 2 decimal places)?",0.38,0.48,0.78,0.28,B,Accuracy = (TP+TN)/(TP+TN+FP+FN) = (95+41)/(95+41+70+75) = 0.48.,ML – Machine Learning,Model Evaluation
What is a baseline model?,a simple model used as a reference point to compare the performance of more complex machine learning models,"a widely used benchmark dataset of handwritten digit images, commonly used to test image classification models",a hyperparameter that controls the size of the steps taken when updating model parameters during training,"a classic, small dataset in machine learning containing measurements of iris flowers, often used to teach classification",A,a baseline model is: a simple model used as a reference point to compare the performance of more complex machine learning models,ML – Machine Learning,ML Basics
