Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Fill in the blank: ______ refers to ""the process by which a liquid changes into a gas at its surface, below boiling point"".",the law of conservation of energy,evaporation,sublimation,acceleration,B,"evaporation refers to: the process by which a liquid changes into a gas at its surface, below boiling point",Science,Physics
"Which term matches this description: ""a type of electromagnetic radiation with wavelengths shorter than visible light, which can cause sunburn""?",ultraviolet (UV) radiation,a thermometer,radioactivity,a voltmeter,A,"The description matches ultraviolet (UV) radiation: a type of electromagnetic radiation with wavelengths shorter than visible light, which can cause sunburn",Science,Physics
What is chromatography?,a substance that donates hydrogen ions and has a pH less than 7,a process used to separate components of a liquid mixture based on differences in boiling points,a technique used to separate the components of a mixture based on their movement through a medium,"a chemical reaction that releases energy, usually as heat",C,chromatography is: a technique used to separate the components of a mixture based on their movement through a medium,Science,Chemistry
Which statement correctly describes the electromagnetic spectrum?,the distance between successive crests of a wave,"the full range of electromagnetic radiation, from radio waves to gamma rays",an instrument used to view objects too small to be seen with the naked eye,an instrument used to measure and record the intensity of earthquakes,B,"By definition, the electromagnetic spectrum is: the full range of electromagnetic radiation, from radio waves to gamma rays",Science,Physics
What is the common name for the chemical compound with formula H2SO4?,Hydrochloric acid,Sulfuric acid,Copper sulfate,Calcium carbonate,B,H2SO4 is the chemical formula for Sulfuric acid.,Science,Compounds
Which statement correctly describes the lungs?,a muscular organ that pumps blood throughout the body via the circulatory system,a nerve cell that transmits electrical and chemical signals in the nervous system,"organs used for breathing, where oxygen is taken in and carbon dioxide is expelled",the network of nerves and the brain and spinal cord that controls body functions and responses,C,"By definition, the lungs is: organs used for breathing, where oxygen is taken in and carbon dioxide is expelled",Science,Human Body
"Which term matches this description: ""a physical quantity that has magnitude only, with no direction, such as speed or mass""?",a scalar quantity,half-life,the law of conservation of energy,a voltmeter,A,"The description matches a scalar quantity: a physical quantity that has magnitude only, with no direction, such as speed or mass",Science,Physics
"Which term matches this description: ""the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen""?",a species,diffusion,photosynthesis,vertebrates,C,"The description matches photosynthesis: the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen",Science,Biology
"Fill in the blank: ______ refers to ""a unit of heredity made of DNA that determines specific traits passed from parents to offspring"".",natural selection,diffusion,a consumer in an ecosystem,a gene,D,a gene refers to: a unit of heredity made of DNA that determines specific traits passed from parents to offspring,Science,Biology
Which statement correctly describes ultraviolet (UV) radiation?,the temperature at which a liquid turns into a solid,"a type of electromagnetic radiation with wavelengths shorter than visible light, which can cause sunburn",the bouncing back of light when it hits a surface,a force that attracts two bodies with mass toward each other,B,"By definition, ultraviolet (UV) radiation is: a type of electromagnetic radiation with wavelengths shorter than visible light, which can cause sunburn",Science,Physics
Which statement correctly describes filtration?,a chemical bond formed through the electrostatic attraction between oppositely charged ions,a tabular arrangement of chemical elements organised by atomic number and properties,a process used to separate solid particles from a liquid or gas using a filter,a chemical reaction involving the loss of electrons by a substance,C,"By definition, filtration is: a process used to separate solid particles from a liquid or gas using a filter",Science,Chemistry
Which statement correctly describes the law of conservation of energy?,a force that opposes the relative motion of two surfaces in contact,the temperature at which a solid turns into a liquid,"the principle stating that energy cannot be created or destroyed, only transformed from one form to another",a simple machine consisting of a rigid bar that pivots around a fixed point to amplify force,C,"By definition, the law of conservation of energy is: the principle stating that energy cannot be created or destroyed, only transformed from one form to another",Science,Physics
"Which term matches this description: ""the natural process of recycling organic matter into a nutrient-rich soil conditioner""?",acid rain,fossil fuels,the carbon cycle,composting,D,The description matches composting: the natural process of recycling organic matter into a nutrient-rich soil conditioner,Science,Environment
Which element has atomic number 40?,Boron,Silver,Xenon,Zirconium,D,The element with atomic number 40 is Zirconium.,Science,Periodic Table
"Fill in the blank: ______ refers to ""an organ that breaks down food using acid and enzymes as part of digestion"".",the human respiratory system,the eye's retina,proteins,the stomach,D,the stomach refers to: an organ that breaks down food using acid and enzymes as part of digestion,Science,Human Body
Which element has the chemical symbol 'La'?,Lanthanum,Titanium,Yttrium,Uranium,A,The element with symbol La is Lanthanum.,Science,Periodic Table
What is the atomic number of Iodine?,53,56,52,58,A,Iodine has the atomic number 53.,Science,Periodic Table
"Which term matches this description: ""the body's defence system against infections and diseases""?",the immune system,the skin,blood pressure,the liver,A,The description matches the immune system: the body's defence system against infections and diseases,Science,Human Body
"Which term matches this description: ""the rate at which work is done or energy is transferred""?",the law of conservation of energy,sublimation,power in physics,potential energy,C,The description matches power in physics: the rate at which work is done or energy is transferred,Science,Physics
Which element has atomic number 31?,Gallium,Strontium,Cerium,Germanium,A,The element with atomic number 31 is Gallium.,Science,Periodic Table
"Which term matches this description: ""the formation of a solid from a solution during a chemical reaction""?",precipitation in chemistry,a mixture in chemistry,a solvent,an isotope,A,The description matches precipitation in chemistry: the formation of a solid from a solution during a chemical reaction,Science,Chemistry
What is friction?,the transfer of energy that occurs when a force moves an object over a distance,"a material that resists the flow of electric current, such as rubber",a force that opposes the relative motion of two surfaces in contact,"the principle stating that energy cannot be created or destroyed, only transformed from one form to another",C,friction is: a force that opposes the relative motion of two surfaces in contact,Science,Physics
"Which term matches this description: ""the bending of light as it passes from one medium to another with a different density""?",Ohm's Law,condensation,light refraction,potential energy,C,The description matches light refraction: the bending of light as it passes from one medium to another with a different density,Science,Physics
Which element has atomic number 25?,Nickel,Antimony,Manganese,Rubidium,C,The element with atomic number 25 is Manganese.,Science,Periodic Table
Which element has the chemical symbol 'Nb'?,Bismuth,Iodine,Mercury,Niobium,D,The element with symbol Nb is Niobium.,Science,Periodic Table
What is the atomic number of Selenium?,35,29,34,31,C,Selenium has the atomic number 34.,Science,Periodic Table
Which statement correctly describes crystallization?,a substance formed when two or more elements chemically combine in fixed proportions,a substance that accepts hydrogen ions and has a pH greater than 7,a reddish-brown compound formed when iron reacts with oxygen and moisture over time,a process by which a solid forms from a solution as it cools or evaporates,D,"By definition, crystallization is: a process by which a solid forms from a solution as it cools or evaporates",Science,Chemistry
Which element has atomic number 79?,Gold,Caesium,Neon,Gallium,A,The element with atomic number 79 is Gold.,Science,Periodic Table
What is a compound?,the principle stating that mass is neither created nor destroyed in a chemical reaction,a substance formed when two or more elements chemically combine in fixed proportions,a chemical reaction involving the loss of electrons by a substance,the formation of a solid from a solution during a chemical reaction,B,a compound is: a substance formed when two or more elements chemically combine in fixed proportions,Science,Chemistry
Which statement correctly describes biodiversity?,the natural process of recycling organic matter into a nutrient-rich soil conditioner,the variety of life in a particular habitat or ecosystem,"the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff","the large-scale removal of forests, often for agriculture or urban development",B,"By definition, biodiversity is: the variety of life in a particular habitat or ecosystem",Science,Environment
What is the common name for the chemical compound with formula CH3COOH?,Hydrogen peroxide,Acetic acid (vinegar),Zinc oxide,Sodium chloride (table salt),B,CH3COOH is the chemical formula for Acetic acid (vinegar).,Science,Compounds
"Which term matches this description: ""an instrument used to measure atmospheric pressure""?",a telescope,resistance in an electrical circuit,a barometer,pressure,C,The description matches a barometer: an instrument used to measure atmospheric pressure,Science,Physics
Which statement correctly describes velocity?,"the principle stating that energy cannot be created or destroyed, only transformed from one form to another","the rate of change of an object's position with respect to time, in a specified direction",the force applied per unit area,"the flow of electric charge, usually carried by electrons through a conductor",B,"By definition, velocity is: the rate of change of an object's position with respect to time, in a specified direction",Science,Physics
"Fill in the blank: ______ refers to ""the molecule that carries genetic instructions for the development and functioning of living organisms"".",the nucleus of a cell,camouflage,an ecosystem,DNA (Deoxyribonucleic Acid),D,DNA (Deoxyribonucleic Acid) refers to: the molecule that carries genetic instructions for the development and functioning of living organisms,Science,Biology
"Which term matches this description: ""the contamination of air by harmful substances such as smoke, dust, and gases""?",air pollution,acid rain,deforestation,global warming,A,"The description matches air pollution: the contamination of air by harmful substances such as smoke, dust, and gases",Science,Environment
What is the atomic number of Silver?,50,47,49,45,B,Silver has the atomic number 47.,Science,Periodic Table
Which element has atomic number 43?,Uranium,Palladium,Technetium,Potassium,C,The element with atomic number 43 is Technetium.,Science,Periodic Table
Which statement correctly describes a covalent bond?,a chemical bond formed when two atoms share one or more pairs of electrons,a substance formed when two or more elements chemically combine in fixed proportions,a substance that donates hydrogen ions and has a pH less than 7,a combination of two or more substances that are not chemically bonded together,A,"By definition, a covalent bond is: a chemical bond formed when two atoms share one or more pairs of electrons",Science,Chemistry
"Fill in the blank: ______ refers to ""a simple machine consisting of a rigid bar that pivots around a fixed point to amplify force"".",melting point,electric current,a generator,a lever,D,a lever refers to: a simple machine consisting of a rigid bar that pivots around a fixed point to amplify force,Science,Physics
Which statement correctly describes power in physics?,a simple machine consisting of a wheel and rope used to lift heavy loads,the rate at which work is done or energy is transferred,"a type of electromagnetic radiation with wavelengths longer than visible light, often felt as heat","a material that resists the flow of electric current, such as rubber",B,"By definition, power in physics is: the rate at which work is done or energy is transferred",Science,Physics
"Which term matches this description: ""the bouncing back of light when it hits a surface""?",a circuit,nuclear fission,light reflection,a seismograph,C,The description matches light reflection: the bouncing back of light when it hits a surface,Science,Physics
Which element has atomic number 80?,Manganese,Cadmium,Mercury,Iodine,C,The element with atomic number 80 is Mercury.,Science,Periodic Table
What is the chemical symbol for Cobalt?,Y,Ge,Co,Hg,C,The chemical symbol for Cobalt is Co.,Science,Periodic Table
What is the chemical symbol for Iodine?,Rb,Ti,Ni,I,D,The chemical symbol for Iodine is I.,Science,Periodic Table
"Fill in the blank: ______ refers to ""body tissues capable of contracting to produce movement"".",vitamins,the human skeleton,the human nervous system,muscles,D,muscles refers to: body tissues capable of contracting to produce movement,Science,Human Body
"Fill in the blank: ______ refers to ""the transfer of energy that occurs when a force moves an object over a distance"".",work in physics,the electromagnetic spectrum,static electricity,condensation,A,work in physics refers to: the transfer of energy that occurs when a force moves an object over a distance,Science,Physics
Which element has the chemical symbol 'Au'?,Caesium,Gold,Lithium,Nitrogen,B,The element with symbol Au is Gold.,Science,Periodic Table
Which statement correctly describes a wavelength?,the distance between successive crests of a wave,an instrument used to view objects too small to be seen with the naked eye,a simple machine consisting of a rigid bar that pivots around a fixed point to amplify force,"the principle stating that energy cannot be created or destroyed, only transformed from one form to another",A,"By definition, a wavelength is: the distance between successive crests of a wave",Science,Physics
What is the chemical formula for Ozone?,H2O,KOH,O3,ZnO,C,The chemical formula for Ozone is O3.,Science,Compounds
"Fill in the blank: ______ refers to ""atoms of the same element with the same number of protons but a different number of neutrons"".",a solution in chemistry,a solute,an isotope,a catalyst,C,an isotope refers to: atoms of the same element with the same number of protons but a different number of neutrons,Science,Chemistry
"Fill in the blank: ______ refers to ""the spontaneous emission of radiation from unstable atomic nuclei"".",a hygrometer,radioactivity,the law of conservation of energy,gravity,B,radioactivity refers to: the spontaneous emission of radiation from unstable atomic nuclei,Science,Physics
What is the chemical symbol for Krypton?,Kr,Ga,O,Co,A,The chemical symbol for Krypton is Kr.,Science,Periodic Table
Which element has atomic number 39?,Lanthanum,Technetium,Yttrium,Radon,C,The element with atomic number 39 is Yttrium.,Science,Periodic Table
What is vitamins?,an organ that produces insulin and digestive enzymes,"organs that filter waste products from the blood and regulate fluid balance, producing urine",organic compounds that the body needs in small amounts for normal growth and health,a diagram representing the recommended proportions of different food groups for a healthy diet,C,vitamins is: organic compounds that the body needs in small amounts for normal growth and health,Science,Human Body
What is conservation of natural resources?,the responsible use and protection of natural resources to prevent depletion,the natural process of recycling organic matter into a nutrient-rich soil conditioner,"the large-scale removal of forests, often for agriculture or urban development","the process by which carbon moves between the atmosphere, oceans, soil, and living organisms",A,conservation of natural resources is: the responsible use and protection of natural resources to prevent depletion,Science,Environment
Which element has atomic number 5?,Argon,Boron,Iodine,Chromium,B,The element with atomic number 5 is Boron.,Science,Periodic Table
"Fill in the blank: ______ refers to ""the energy stored in an object due to its position or state"".",potential energy,a generator,a thermometer,ultraviolet (UV) radiation,A,potential energy refers to: the energy stored in an object due to its position or state,Science,Physics
What is the chemical symbol for Bismuth?,C,O,Bi,Sn,C,The chemical symbol for Bismuth is Bi.,Science,Periodic Table
What is the atomic number of Arsenic?,36,38,34,33,D,Arsenic has the atomic number 33.,Science,Periodic Table
What is the chemical symbol for Caesium?,Mn,K,Ra,Cs,D,The chemical symbol for Caesium is Cs.,Science,Periodic Table
"Fill in the blank: ______ refers to ""a material that allows electric current to flow through it easily, such as copper"".",Ohm's Law,the electromagnetic spectrum,a conductor,gravity,C,"a conductor refers to: a material that allows electric current to flow through it easily, such as copper",Science,Physics
"Fill in the blank: ______ refers to ""the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen"".",photosynthesis,camouflage,a virus,an ecosystem,A,"photosynthesis refers to: the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen",Science,Biology
"Fill in the blank: ______ refers to ""a scale from 0 to 14 used to measure how acidic or basic a substance is"".",oxidation,the pH scale,a covalent bond,an element,B,the pH scale refers to: a scale from 0 to 14 used to measure how acidic or basic a substance is,Science,Chemistry
What is the atomic number of Mercury?,81,80,78,75,B,Mercury has the atomic number 80.,Science,Periodic Table
"Fill in the blank: ______ refers to ""a chemical reaction that releases energy, usually as heat"".",a compound,a solution in chemistry,an exothermic reaction,a base (alkali),C,"an exothermic reaction refers to: a chemical reaction that releases energy, usually as heat",Science,Chemistry
What is renewable energy?,"energy derived from sources that are naturally replenished, such as solar, wind, and hydro power",precipitation with high acidity caused by pollutants such as sulfur dioxide and nitrogen oxides,"the continuous movement of water through evaporation, condensation, precipitation, and collection","the contamination of air by harmful substances such as smoke, dust, and gases",A,"renewable energy is: energy derived from sources that are naturally replenished, such as solar, wind, and hydro power",Science,Environment
Which statement correctly describes migration in animals?,"the seasonal movement of animals from one region to another, often for breeding or feeding",animals that possess a backbone or spinal column,animals that feed exclusively on plants,"the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen",A,"By definition, migration in animals is: the seasonal movement of animals from one region to another, often for breeding or feeding",Science,Biology
"Which term matches this description: ""a property that opposes the flow of electric current, measured in ohms""?",a motor,nuclear fission,a microscope,resistance in an electrical circuit,D,"The description matches resistance in an electrical circuit: a property that opposes the flow of electric current, measured in ohms",Science,Physics
Which statement correctly describes red blood cells?,blood cells responsible for carrying oxygen from the lungs to the rest of the body,the internal framework of bones that supports the body and protects internal organs,the force exerted by circulating blood against the walls of blood vessels,"organs used for breathing, where oxygen is taken in and carbon dioxide is expelled",A,"By definition, red blood cells is: blood cells responsible for carrying oxygen from the lungs to the rest of the body",Science,Human Body
Which statement correctly describes fossil fuels?,"energy derived from sources that are naturally replenished, such as solar, wind, and hydro power","the continuous movement of water through evaporation, condensation, precipitation, and collection",the variety of life in a particular habitat or ecosystem,"non-renewable energy sources formed from the remains of ancient organisms, such as coal, oil, and natural gas",D,"By definition, fossil fuels is: non-renewable energy sources formed from the remains of ancient organisms, such as coal, oil, and natural gas",Science,Environment
"Which term matches this description: ""an electrical circuit in which components are connected across common points, providing multiple current paths""?",light refraction,the law of conservation of energy,Newton's Second Law of Motion,a parallel circuit,D,"The description matches a parallel circuit: an electrical circuit in which components are connected across common points, providing multiple current paths",Science,Physics
"Fill in the blank: ______ refers to ""the group of organs that break down food into nutrients the body can absorb and use"".",the human digestive system,proteins,the lungs,white blood cells,A,the human digestive system refers to: the group of organs that break down food into nutrients the body can absorb and use,Science,Human Body
"Fill in the blank: ______ refers to ""the scientific theory that species evolve over generations through natural selection"".",vaccination,Charles Darwin's theory of evolution,Alexander Fleming,Louis Pasteur's germ theory,B,Charles Darwin's theory of evolution refers to: the scientific theory that species evolve over generations through natural selection,Science,Discoveries
"Which term matches this description: ""a technique used to separate the components of a mixture based on their movement through a medium""?",filtration,a catalyst,chromatography,rust,C,The description matches chromatography: a technique used to separate the components of a mixture based on their movement through a medium,Science,Chemistry
Which statement correctly describes photosynthesis's raw materials?,"a close, long-term biological interaction between two different species","carbon dioxide and water, which plants absorb to produce glucose and oxygen using sunlight","oxygen, which is released into the atmosphere as a result of photosynthesis",a microscopic infectious agent that can only replicate inside the living cells of a host organism,B,"By definition, photosynthesis's raw materials is: carbon dioxide and water, which plants absorb to produce glucose and oxygen using sunlight",Science,Biology
Which element has atomic number 94?,Plutonium,Gallium,Iron,Lanthanum,A,The element with atomic number 94 is Plutonium.,Science,Periodic Table
Which element has the chemical symbol 'Se'?,Selenium,Caesium,Tellurium,Barium,A,The element with symbol Se is Selenium.,Science,Periodic Table
Which element has atomic number 41?,Niobium,Caesium,Molybdenum,Antimony,A,The element with atomic number 41 is Niobium.,Science,Periodic Table
What is the common name for the chemical compound with formula C2H5OH?,Water,Ethanol,Zinc oxide,Glucose,B,C2H5OH is the chemical formula for Ethanol.,Science,Compounds
What is the chemical formula for Sulfur dioxide?,CO2,NaCl,CaO,SO2,D,The chemical formula for Sulfur dioxide is SO2.,Science,Compounds
"Which term matches this description: ""an enzyme that helps break down starches into sugars during digestion""?",the digestive enzyme amylase,the stomach,the skin,muscles,A,The description matches the digestive enzyme amylase: an enzyme that helps break down starches into sugars during digestion,Science,Human Body
"Fill in the blank: ______ refers to ""an adaptation that allows an organism to blend into its surroundings to avoid predators"".",camouflage,germination,photosynthesis,photosynthesis's raw materials,A,camouflage refers to: an adaptation that allows an organism to blend into its surroundings to avoid predators,Science,Biology
"Which term matches this description: ""atoms of the same element with the same number of protons but a different number of neutrons""?",an acid,a base (alkali),a compound,an isotope,D,The description matches an isotope: atoms of the same element with the same number of protons but a different number of neutrons,Science,Chemistry
What is photosynthesis?,animals that feed exclusively on other animals,"a hard external skeleton that supports and protects the body of an animal, such as in insects","the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen",an adaptation that allows an organism to blend into its surroundings to avoid predators,C,"photosynthesis is: the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen",Science,Biology
"Which term matches this description: ""the time required for half the atoms in a radioactive sample to decay""?",static electricity,evaporation,half-life,a lever,C,The description matches half-life: the time required for half the atoms in a radioactive sample to decay,Science,Physics
Which statement correctly describes gravity?,a device that converts electrical energy into mechanical energy,a force that attracts two bodies with mass toward each other,an instrument used to view objects too small to be seen with the naked eye,the time required for half the atoms in a radioactive sample to decay,B,"By definition, gravity is: a force that attracts two bodies with mass toward each other",Science,Physics
What is the chemical formula for Carbon dioxide?,AgNO3,ZnO,H2SO4,CO2,D,The chemical formula for Carbon dioxide is CO2.,Science,Compounds
Which element has the chemical symbol 'Pt'?,Tin,Platinum,Cerium,Beryllium,B,The element with symbol Pt is Platinum.,Science,Periodic Table
What is biodiversity?,"the large-scale removal of forests, often for agriculture or urban development",the variety of life in a particular habitat or ecosystem,"energy derived from sources that are naturally replenished, such as solar, wind, and hydro power",the responsible use and protection of natural resources to prevent depletion,B,biodiversity is: the variety of life in a particular habitat or ecosystem,Science,Environment
Which statement correctly describes an insulator?,"the flow of electric charge, usually carried by electrons through a conductor",an instrument used to measure electric current,"a material that resists the flow of electric current, such as rubber",an instrument used to measure atmospheric pressure,C,"By definition, an insulator is: a material that resists the flow of electric current, such as rubber",Science,Physics
What is frequency in physics?,the temperature at which a liquid turns into a solid,"the number of wave cycles that occur per unit of time, measured in hertz",the law stating that an object remains at rest or in uniform motion unless acted upon by an external force,a simple machine consisting of a rigid bar that pivots around a fixed point to amplify force,B,"frequency in physics is: the number of wave cycles that occur per unit of time, measured in hertz",Science,Physics
Which statement correctly describes chromatography?,"a mixture of two or more metals, or a metal and another element, combined to enhance properties",a chemical bond formed through the electrostatic attraction between oppositely charged ions,the substance that gets dissolved in a solution,a technique used to separate the components of a mixture based on their movement through a medium,D,"By definition, chromatography is: a technique used to separate the components of a mixture based on their movement through a medium",Science,Chemistry
Which statement correctly describes a food chain?,the natural environment in which an organism lives,a community of living organisms interacting with each other and their physical environment,a state of reduced activity that certain animals enter during winter to conserve energy,a linear sequence showing how energy and nutrients pass from one organism to another,D,"By definition, a food chain is: a linear sequence showing how energy and nutrients pass from one organism to another",Science,Biology
Which statement correctly describes acceleration?,an instrument used to measure humidity in the air,a device that converts electrical energy into mechanical energy,the rate of change of velocity of an object over time,"the process by which a liquid changes into a gas at its surface, below boiling point",C,"By definition, acceleration is: the rate of change of velocity of an object over time",Science,Physics
Which element has atomic number 83?,Potassium,Bismuth,Nitrogen,Silicon,B,The element with atomic number 83 is Bismuth.,Science,Periodic Table
"Fill in the blank: ______ refers to ""a tabular arrangement of chemical elements organised by atomic number and properties"".",rust,an element,a mixture in chemistry,the periodic table,D,the periodic table refers to: a tabular arrangement of chemical elements organised by atomic number and properties,Science,Chemistry
What is the chemical symbol for Rhodium?,Rh,Sr,Al,W,A,The chemical symbol for Rhodium is Rh.,Science,Periodic Table
"Which term matches this description: ""the temperature at which a liquid turns into a gas""?",nuclear fission,boiling point,an inclined plane,ultraviolet (UV) radiation,B,The description matches boiling point: the temperature at which a liquid turns into a gas,Science,Physics
"Which term matches this description: ""the rate of change of velocity of an object over time""?",Ohm's Law,static electricity,acceleration,light reflection,C,The description matches acceleration: the rate of change of velocity of an object over time,Science,Physics
What is the atomic number of Helium?,8.0,2,-4.0,5,B,Helium has the atomic number 2.,Science,Periodic Table
"Which term matches this description: ""a muscular organ that pumps blood throughout the body via the circulatory system""?",proteins,the human heart,the human brain,the human skeleton,B,The description matches the human heart: a muscular organ that pumps blood throughout the body via the circulatory system,Science,Human Body
"Which term matches this description: ""energy derived from sources that are naturally replenished, such as solar, wind, and hydro power""?",renewable energy,composting,the carbon cycle,the greenhouse effect,A,"The description matches renewable energy: energy derived from sources that are naturally replenished, such as solar, wind, and hydro power",Science,Environment
Which element has atomic number 88?,Tin,Palladium,Oxygen,Radium,D,The element with atomic number 88 is Radium.,Science,Periodic Table
Which statement correctly describes condensation?,an instrument used to measure humidity in the air,"an electrical circuit in which components are connected end-to-end, so current flows through one path",a closed path through which electric current flows,the process by which a gas changes into a liquid,D,"By definition, condensation is: the process by which a gas changes into a liquid",Science,Physics
What is the atomic number of Caesium?,55,56,54,53,A,Caesium has the atomic number 55.,Science,Periodic Table
What is the chemical symbol for Magnesium?,He,Rn,Mg,Bi,C,The chemical symbol for Magnesium is Mg.,Science,Periodic Table
"Which term matches this description: ""the process by which organisms with favourable traits are more likely to survive and reproduce""?",natural selection,a decomposer,a food chain,a producer in an ecosystem,A,The description matches natural selection: the process by which organisms with favourable traits are more likely to survive and reproduce,Science,Biology
What is ozone layer depletion?,"the process by which certain gases trap heat in Earth's atmosphere, warming the planet","the continuous movement of water through evaporation, condensation, precipitation, and collection","the contamination of air by harmful substances such as smoke, dust, and gases","the thinning of the ozone layer in the stratosphere, often linked to chemicals like CFCs",D,"ozone layer depletion is: the thinning of the ozone layer in the stratosphere, often linked to chemicals like CFCs",Science,Environment
"Fill in the blank: ______ refers to ""the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff"".",air pollution,water pollution,composting,fossil fuels,B,"water pollution refers to: the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",Science,Environment
What is a producer in an ecosystem?,a linear sequence showing how energy and nutrients pass from one organism to another,a state of reduced activity that certain animals enter during winter to conserve energy,"an organism, usually a plant, that produces its own food through photosynthesis",the natural environment in which an organism lives,C,"a producer in an ecosystem is: an organism, usually a plant, that produces its own food through photosynthesis",Science,Biology
"Which term matches this description: ""blood cells that are part of the immune system, helping to fight infection""?",the kidneys,the liver,the human brain,white blood cells,D,"The description matches white blood cells: blood cells that are part of the immune system, helping to fight infection",Science,Human Body
What is the chemical symbol for Platinum?,Bi,Ti,Y,Pt,D,The chemical symbol for Platinum is Pt.,Science,Periodic Table
What is velocity?,"an electrical circuit in which components are connected across common points, providing multiple current paths",the process by which a gas changes into a liquid,"vibrations that travel through a medium such as air, allowing us to hear","the rate of change of an object's position with respect to time, in a specified direction",D,"velocity is: the rate of change of an object's position with respect to time, in a specified direction",Science,Physics
What is camouflage?,the movement of particles from a region of higher concentration to a region of lower concentration,an adaptation that allows an organism to blend into its surroundings to avoid predators,a unit of heredity made of DNA that determines specific traits passed from parents to offspring,"oxygen, which is released into the atmosphere as a result of photosynthesis",B,camouflage is: an adaptation that allows an organism to blend into its surroundings to avoid predators,Science,Biology
Which statement correctly describes hibernation?,the organelle that contains the cell's genetic material (DNA) and controls its activities,"the seasonal movement of animals from one region to another, often for breeding or feeding",a state of reduced activity that certain animals enter during winter to conserve energy,"oxygen, which is released into the atmosphere as a result of photosynthesis",C,"By definition, hibernation is: a state of reduced activity that certain animals enter during winter to conserve energy",Science,Biology
Which element has atomic number 33?,Neon,Strontium,Tin,Arsenic,D,The element with atomic number 33 is Arsenic.,Science,Periodic Table
What is the atomic number of Xenon?,52,51,53,54,D,Xenon has the atomic number 54.,Science,Periodic Table
What is the chemical symbol for Fluorine?,F,Rh,Rn,Mn,A,The chemical symbol for Fluorine is F.,Science,Periodic Table
Which statement correctly describes omnivores?,cell organelles often called the 'powerhouse of the cell' because they generate most of the cell's energy (ATP),"the seasonal movement of animals from one region to another, often for breeding or feeding",a unit of heredity made of DNA that determines specific traits passed from parents to offspring,animals that eat both plants and other animals,D,"By definition, omnivores is: animals that eat both plants and other animals",Science,Biology
"Fill in the blank: ______ refers to ""the temperature at which a solid turns into a liquid"".",a scalar quantity,a motor,a telescope,melting point,D,melting point refers to: the temperature at which a solid turns into a liquid,Science,Physics
"Fill in the blank: ______ refers to ""the buildup of electric charge on the surface of an object"".",a microscope,a telescope,static electricity,a circuit,C,static electricity refers to: the buildup of electric charge on the surface of an object,Science,Physics
"Fill in the blank: ______ refers to ""the process by which a seed develops into a new plant"".",respiration,germination,adaptation,a gene,B,germination refers to: the process by which a seed develops into a new plant,Science,Biology
What is the atomic number of Sulfur?,16,19,15,11,A,Sulfur has the atomic number 16.,Science,Periodic Table
What is the chemical symbol for Indium?,Se,H,In,Au,C,The chemical symbol for Indium is In.,Science,Periodic Table
Which statement correctly describes respiration?,the natural environment in which an organism lives,the process by which a seed develops into a new plant,"the process by which living organisms convert oxygen and glucose into energy, releasing carbon dioxide and water",a unit of heredity made of DNA that determines specific traits passed from parents to offspring,C,"By definition, respiration is: the process by which living organisms convert oxygen and glucose into energy, releasing carbon dioxide and water",Science,Biology
"Fill in the blank: ______ refers to ""a substance formed when two or more elements chemically combine in fixed proportions"".",a solution in chemistry,a compound,a covalent bond,a mixture in chemistry,B,a compound refers to: a substance formed when two or more elements chemically combine in fixed proportions,Science,Chemistry
Which statement correctly describes conservation of natural resources?,"non-renewable energy sources formed from the remains of ancient organisms, such as coal, oil, and natural gas",the responsible use and protection of natural resources to prevent depletion,the natural process of recycling organic matter into a nutrient-rich soil conditioner,"the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",B,"By definition, conservation of natural resources is: the responsible use and protection of natural resources to prevent depletion",Science,Environment
"Which term matches this description: ""organic compounds that the body needs in small amounts for normal growth and health""?",the human brain,proteins,vitamins,the pancreas,C,The description matches vitamins: organic compounds that the body needs in small amounts for normal growth and health,Science,Human Body
What is the pH scale?,a scale from 0 to 14 used to measure how acidic or basic a substance is,the substance that dissolves a solute to form a solution,"a chemical reaction that absorbs energy, usually as heat, from its surroundings",a process used to separate solid particles from a liquid or gas using a filter,A,the pH scale is: a scale from 0 to 14 used to measure how acidic or basic a substance is,Science,Chemistry
Which statement correctly describes Newton's Third Law of Motion?,the energy stored in an object due to its position or state,a force that attracts two bodies with mass toward each other,"the flow of electric charge, usually carried by electrons through a conductor","the law stating that for every action, there is an equal and opposite reaction",D,"By definition, Newton's Third Law of Motion is: the law stating that for every action, there is an equal and opposite reaction",Science,Physics
Which statement correctly describes chlorophyll?,animals that eat both plants and other animals,the green pigment in plants that absorbs sunlight for photosynthesis,"a close, long-term biological interaction between two different species","animals that do not possess a backbone, such as insects and worms",B,"By definition, chlorophyll is: the green pigment in plants that absorbs sunlight for photosynthesis",Science,Biology
