Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
What is a database?,"a tool that automates the process of installing, upgrading, and managing software packages, such as npm or pip","software that is available for use at no cost, but not necessarily open-source",an organised collection of structured data stored electronically for easy access and management,a small piece of code released to fix bugs or security vulnerabilities in existing software,C,a database is: an organised collection of structured data stored electronically for easy access and management,Software,Software Basics
Which programming language was created by Niklaus Wirth?,COBOL,Scala,Pascal,Objective-C,C,Pascal was created by Niklaus Wirth.,Software,Programming Languages
"Which term matches this description: ""a linear data structure that follows the Last-In-First-Out (LIFO) principle""?",a flowchart,a stack (data structure),SQL (Structured Query Language),an exception in programming,B,The description matches a stack (data structure): a linear data structure that follows the Last-In-First-Out (LIFO) principle,Software,Programming
What does the keyboard shortcut 'Ctrl+Home' typically do?,Open File Explorer (Windows),Paste copied content (macOS),Apply bold formatting to selected text,Move cursor to the beginning of a document,D,'Ctrl+Home' is used to move cursor to the beginning of a document.,Software,Keyboard Shortcuts
What is pair programming?,a type of performance testing that evaluates how a system behaves under expected user loads,a software development technique where two programmers work together at one workstation,any individual or group with an interest in or affected by a software project's outcome,the process of determining the needs and expectations of stakeholders for a new software system,B,pair programming is: a software development technique where two programmers work together at one workstation,Software,Software Development
What is spyware?,designing software so it can be used effectively by people with a wide range of abilities and disabilities,"a fraudulent attempt to obtain sensitive information by disguising as a trustworthy entity, often via email",software that secretly monitors and collects user information without their knowledge,malicious software that encrypts a victim's files and demands payment for their release,C,spyware is: software that secretly monitors and collects user information without their knowledge,Software,Software Basics
"Fill in the blank: ______ refers to ""a searching algorithm that finds the position of a target value within a sorted array by repeatedly dividing the search interval in half"".",an array,Java,binary search,pseudocode,C,binary search refers to: a searching algorithm that finds the position of a target value within a sorted array by repeatedly dividing the search interval in half,Software,Programming
What is a changelog entry's purpose?,"a prioritised list of features, changes, and fixes for a product, maintained in Agile development",a set of conditions and inputs used to determine whether a software feature works as intended,"to inform users and developers of what has changed, been fixed, or been added in a new software version",the process of reverting software to a previous stable version after a failed update or deployment,C,"a changelog entry's purpose is: to inform users and developers of what has changed, been fixed, or been added in a new software version",Software,Software Development
"Which term matches this description: ""a legal agreement that governs the use and distribution of software""?",cross-platform software,a software vendor,normalization in databases,a software license,D,The description matches a software license: a legal agreement that governs the use and distribution of software,Software,Software Basics
"Which term matches this description: ""an automated message sent from one application to another when a specific event occurs""?",a webhook,a Gantt chart,a microservices architecture,unit testing,A,The description matches a webhook: an automated message sent from one application to another when a specific event occurs,Software,Software Development
"Which term matches this description: ""testing conducted to determine whether a system meets business requirements and is ready for delivery""?",a code review,acceptance testing,a software requirement specification (SRS),an ORM (Object-Relational Mapping) tool,B,The description matches acceptance testing: testing conducted to determine whether a system meets business requirements and is ready for delivery,Software,Software Development
"Which term matches this description: ""the process of organising data to reduce redundancy and improve data integrity""?",a computer virus,normalization in databases,npm (Node Package Manager),cross-platform software,B,The description matches normalization in databases: the process of organising data to reduce redundancy and improve data integrity,Software,Software Basics
"Fill in the blank: ______ refers to ""a hierarchical data structure in which each node has at most two children, referred to as left and right"".",a runtime error,a binary tree,recursion in programming,encapsulation in OOP,B,"a binary tree refers to: a hierarchical data structure in which each node has at most two children, referred to as left and right",Software,Programming
"Fill in the blank: ______ refers to ""a storage location where a project's files and their revision history are kept"".",continuous testing,a repository (in version control),GitHub,the Singleton design pattern,B,a repository (in version control) refers to: a storage location where a project's files and their revision history are kept,Software,Software Development
Which statement correctly describes an add-on?,software that secretly monitors and collects user information without their knowledge,"a piece of software that extends the capabilities of a larger software application, similar to a plugin",a unique identifier for each record in a database table,"software designed to help users perform specific tasks, such as word processors or web browsers",B,"By definition, an add-on is: a piece of software that extends the capabilities of a larger software application, similar to a plugin",Software,Software Basics
"Fill in the blank: ______ refers to ""a small piece of code released to fix bugs or security vulnerabilities in existing software"".",a software update patch,application software,an add-on,encryption,A,a software update patch refers to: a small piece of code released to fix bugs or security vulnerabilities in existing software,Software,Software Basics
"Which term matches this description: ""a reusable block of code designed to perform a specific task""?",a function in programming,a runtime error,a binary tree,Java,A,The description matches a function in programming: a reusable block of code designed to perform a specific task,Software,Programming
"Which term matches this description: ""a prioritised list of features, changes, and fixes for a product, maintained in Agile development""?",a commit (in Git),a monolithic architecture,a product backlog,a patch,C,"The description matches a product backlog: a prioritised list of features, changes, and fixes for a product, maintained in Agile development",Software,Software Development
"Fill in the blank: ______ refers to ""a widely used operating system developed by Microsoft"".",iOS,an operating system (OS),a file system,Windows,D,Windows refers to: a widely used operating system developed by Microsoft,Software,Operating Systems
"Which term matches this description: ""a document that describes the intended purpose and functional requirements of a software system""?",a test case,a software requirement specification (SRS),a code review,a microservices architecture,B,The description matches a software requirement specification (SRS): a document that describes the intended purpose and functional requirements of a software system,Software,Software Development
What is macOS?,the ability of an operating system to execute multiple tasks or processes concurrently,the operating system developed by Apple for its Macintosh computers,software that allows an operating system to communicate with and control a hardware device,the core component of an operating system that manages system resources and communication between hardware and software,B,macOS is: the operating system developed by Apple for its Macintosh computers,Software,Operating Systems
Which statement correctly describes a kernel?,the core component of an operating system that manages system resources and communication between hardware and software,"an open-source operating system kernel, the basis for many free operating system distributions",the mobile operating system developed by Apple for its iPhone and iPad devices,the operating system developed by Apple for its Macintosh computers,A,"By definition, a kernel is: the core component of an operating system that manages system resources and communication between hardware and software",Software,Operating Systems
"Fill in the blank: ______ refers to ""the process of distributing network or application traffic across multiple servers to ensure reliability"".",spyware,load balancing,a EULA (End User License Agreement),an add-on,B,load balancing refers to: the process of distributing network or application traffic across multiple servers to ensure reliability,Software,Software Basics
"Which term matches this description: ""a lightweight virtualisation method that packages applications with their dependencies into isolated containers""?",Oracle Database,npm (Node Package Manager),containerisation,accessibility in software design,C,The description matches containerisation: a lightweight virtualisation method that packages applications with their dependencies into isolated containers,Software,Software Basics
What does the keyboard shortcut 'Windows+E' typically do?,Print the current document,Open File Explorer (Windows),Create a new document or window,Apply underline formatting to selected text,B,'Windows+E' is used to open file explorer (windows).,Software,Keyboard Shortcuts
In approximately which year was the programming language C# created?,2000,2003,2005,1988,A,C# was created in approximately 2000.,Software,Programming Languages
What is a software license?,software that monitors and controls incoming and outgoing network traffic based on security rules,"the process of adapting software for a specific region or language, including translations and cultural adjustments",a legal agreement that governs the use and distribution of software,a computing model in which client devices request services or resources from centralised servers,C,a software license is: a legal agreement that governs the use and distribution of software,Software,Software Basics
Which keyboard shortcut is typically used to 'save the current file'?,Ctrl+S,Windows+L,Cmd+Q,Windows+E,A,'Ctrl+S' is used to save the current file.,Software,Keyboard Shortcuts
Which statement correctly describes software?,"software distributed on a trial basis, often requiring payment for continued or full use","software designed to manage computer hardware and provide a platform for application software, such as an operating system",an organised collection of structured data stored electronically for easy access and management,a collection of instructions and programs used to operate computers and execute specific tasks,D,"By definition, software is: a collection of instructions and programs used to operate computers and execute specific tasks",Software,Software Basics
What is JavaScript?,the ability of different objects to respond to the same function call in different ways,"a data structure that stores a collection of elements, typically of the same type, in a contiguous block of memory","the process of converting data structures or objects into a format that can be stored or transmitted, such as JSON",a programming language commonly used to create interactive effects within web browsers,D,JavaScript is: a programming language commonly used to create interactive effects within web browsers,Software,Programming
"Fill in the blank: ______ refers to ""the amount of time a system or service remains operational and available without interruption"".",uptime,a content delivery network (CDN),cross-platform software,a checksum,A,uptime refers to: the amount of time a system or service remains operational and available without interruption,Software,Software Basics
What is proprietary software?,"a package manager for JavaScript, used to install and manage software libraries and dependencies",a type of malware that attaches itself to legitimate programs and replicates when the program is executed,an organised collection of structured data stored electronically for easy access and management,"software owned by an individual or company, with restricted rights to use, modify, or distribute it",D,"proprietary software is: software owned by an individual or company, with restricted rights to use, modify, or distribute it",Software,Software Basics
Who is credited with creating the programming language Go (Golang)?,Apple Inc. (led by Chris Lattner),Microsoft (led by Anders Hejlsberg),"Robert Griesemer, Rob Pike, and Ken Thompson at Google",Yukihiro Matsumoto,C,"Go (Golang) is credited to Robert Griesemer, Rob Pike, and Ken Thompson at Google.",Software,Programming Languages
"Fill in the blank: ______ refers to ""a type of malware that self-replicates and spreads across networks without needing to attach to a host program"".",a worm (malware),a foreign key in a database,a configuration file,system software,A,a worm (malware) refers to: a type of malware that self-replicates and spreads across networks without needing to attach to a host program,Software,Software Basics
"Fill in the blank: ______ refers to ""older software that is still in use but may not be actively supported or updated"".",spyware,cloud computing,a relational database,legacy software,D,legacy software refers to: older software that is still in use but may not be actively supported or updated,Software,Software Basics
Which programming language was created by Rasmus Lerdorf?,Kotlin,Rust,Dart,PHP,D,PHP was created by Rasmus Lerdorf.,Software,Programming Languages
What is caching in software?,the process of storing frequently accessed data temporarily for faster future retrieval,a design approach ensuring software interfaces adapt appropriately to different screen sizes and devices,a value set outside a program that can affect how running processes behave on a computer,a computing model in which client devices request services or resources from centralised servers,A,caching in software is: the process of storing frequently accessed data temporarily for faster future retrieval,Software,Software Basics
"Which term matches this description: ""a software development practice where code changes are automatically deployed to production after passing tests""?",continuous deployment (CD),continuous integration (CI),merging (in Git),version control,A,The description matches continuous deployment (CD): a software development practice where code changes are automatically deployed to production after passing tests,Software,Software Development
"Fill in the blank: ______ refers to ""a prioritised list of features, changes, and fixes for a product, maintained in Agile development"".",a product backlog,the term 'stakeholder' in software projects,the Software Development Life Cycle (SDLC),stress testing,A,"a product backlog refers to: a prioritised list of features, changes, and fixes for a product, maintained in Agile development",Software,Software Development
"Fill in the blank: ______ refers to ""the practice of embedding data directly into source code rather than obtaining it from an external source or configuration"".",a linked list,hard-coding,SQL (Structured Query Language),encapsulation in OOP,B,hard-coding refers to: the practice of embedding data directly into source code rather than obtaining it from an external source or configuration,Software,Programming
"Fill in the blank: ______ refers to ""the process of converting source code into a standalone, executable software artefact"".",software testing,technical debt,Visual Studio Code,a build in software development,D,"a build in software development refers to: the process of converting source code into a standalone, executable software artefact",Software,Software Development
What does the keyboard shortcut 'Windows+L' typically do?,Lock the computer (Windows),Reopen the last closed tab in a web browser,Apply underline formatting to selected text,Copy selected content (macOS),A,'Windows+L' is used to lock the computer (windows).,Software,Keyboard Shortcuts
Which keyboard shortcut is typically used to 'show the desktop by minimising all windows'?,Ctrl+Z,Ctrl+Home,Cmd+V,Windows+D,D,'Windows+D' is used to show the desktop by minimising all windows.,Software,Keyboard Shortcuts
In approximately which year was the programming language R created?,1998,1993,1996,1990,B,R was created in approximately 1993.,Software,Programming Languages
"Which term matches this description: ""software used to access and view websites on the internet, such as Chrome or Firefox""?",Python,C++,a web browser,the term 'stakeholder' in software projects,C,"The description matches a web browser: software used to access and view websites on the internet, such as Chrome or Firefox",Software,Application Software
"Which term matches this description: ""a tool used to log, track, and manage software bugs throughout the development process""?",a product owner,a code repository's README file,a defect tracking system,software documentation,C,"The description matches a defect tracking system: a tool used to log, track, and manage software bugs throughout the development process",Software,Software Development
"Fill in the blank: ______ refers to ""the process of determining the needs and expectations of stakeholders for a new software system"".",requirements gathering,refactoring,the Singleton design pattern,technical debt,A,requirements gathering refers to: the process of determining the needs and expectations of stakeholders for a new software system,Software,Software Development
Which file extension is typically used for a web page file written in HyperText Markup Language?,.txt,.csv,.bat,.html,D,Files that are a web page file written in HyperText Markup Language typically use the extension '.html'.,Software,File Formats
"Fill in the blank: ______ refers to ""a programming paradigm based on the concept of objects, which contain data and methods"".",polymorphism in OOP,an object in OOP,a loop in programming,object-oriented programming (OOP),D,"object-oriented programming (OOP) refers to: a programming paradigm based on the concept of objects, which contain data and methods",Software,Programming
"Fill in the blank: ______ refers to ""the practice of diverging from the main line of development to work independently without affecting it"".",Git,branching (in Git),a changelog entry's purpose,the Waterfall model,B,branching (in Git) refers to: the practice of diverging from the main line of development to work independently without affecting it,Software,Software Development
"Fill in the blank: ______ refers to ""designing software so it can be used effectively by people with a wide range of abilities and disabilities"".",MongoDB,a package manager,client-server architecture,accessibility in software design,D,accessibility in software design refers to: designing software so it can be used effectively by people with a wide range of abilities and disabilities,Software,Software Basics
What is the Software Development Life Cycle (SDLC)?,a document that describes the intended purpose and functional requirements of a software system,an isolated testing environment that allows code to run without affecting the production system,"a structured process used to plan, create, test, and deploy software",an early sample or model of a software product built to test a concept or process,C,"the Software Development Life Cycle (SDLC) is: a structured process used to plan, create, test, and deploy software",Software,Software Development
"Which term matches this description: ""a high-level, general-purpose programming language known for its readability and wide use in data science and web development""?",recursion in programming,a programming language,Python,object-oriented programming (OOP),C,"The description matches Python: a high-level, general-purpose programming language known for its readability and wide use in data science and web development",Software,Programming
"Which term matches this description: ""software that allows developers to interact with a database using object-oriented code instead of writing raw SQL""?",GitHub,continuous integration (CI),regression testing,an ORM (Object-Relational Mapping) tool,D,The description matches an ORM (Object-Relational Mapping) tool: software that allows developers to interact with a database using object-oriented code instead of writing raw SQL,Software,Software Development
Which file extension is typically used for a file that records events or messages generated by software?,.log,.pptx,.txt,.apk,A,Files that are a file that records events or messages generated by software typically use the extension '.log'.,Software,File Formats
Which statement correctly describes a primary key in a database?,a type of malware that attaches itself to legitimate programs and replicates when the program is executed,a unique identifier for each record in a database table,the process of distributing network or application traffic across multiple servers to ensure reliability,"a popular platform used to develop, ship, and run applications inside containers",B,"By definition, a primary key in a database is: a unique identifier for each record in a database table",Software,Software Basics
Which statement correctly describes a virtual machine (VM)?,software that monitors and controls incoming and outgoing network traffic based on security rules,"a software-based emulation of a physical computer, allowing multiple operating systems to run on one machine",a popular open-source relational database management system,a collection of instructions and programs used to operate computers and execute specific tasks,B,"By definition, a virtual machine (VM) is: a software-based emulation of a physical computer, allowing multiple operating systems to run on one machine",Software,Software Basics
What is continuous integration (CI)?,the systematic examination of source code by peers to identify bugs and improve quality,"a structured process used to plan, create, test, and deploy software","a software development practice where developers frequently merge code changes into a shared repository, testing automatically",a type of testing that evaluates a system's stability under extreme or unfavourable conditions,C,"continuous integration (CI) is: a software development practice where developers frequently merge code changes into a shared repository, testing automatically",Software,Software Development
"Fill in the blank: ______ refers to ""a line of text in source code ignored by the compiler or interpreter, used to explain the code to human readers"".",a comment in code,binary search,an object in OOP,polymorphism in OOP,A,"a comment in code refers to: a line of text in source code ignored by the compiler or interpreter, used to explain the code to human readers",Software,Programming
Which file extension is typically used for a common digital video file format?,.pptx,.gif,.exe,.mp4,D,Files that are a common digital video file format typically use the extension '.mp4'.,Software,File Formats
"Which term matches this description: ""a software architecture style where an application is built as a collection of small, independent services""?",a fork (in version control),GitHub,a microservices architecture,a rollback (in deployment),C,"The description matches a microservices architecture: a software architecture style where an application is built as a collection of small, independent services",Software,Software Development
"Fill in the blank: ______ refers to ""a design pattern that restricts a class to having only one instance and provides a global point of access to it"".",the Singleton design pattern,a beta version of software,branching (in Git),smoke testing,A,the Singleton design pattern refers to: a design pattern that restricts a class to having only one instance and provides a global point of access to it,Software,Software Development
"Which term matches this description: ""a step-by-step procedure or set of rules for solving a problem or performing a computation""?",object-oriented programming (OOP),an interpreter,an algorithm,a binary tree,C,The description matches an algorithm: a step-by-step procedure or set of rules for solving a problem or performing a computation,Software,Programming
Which statement correctly describes a sprint (in Scrum)?,"a software development approach emphasising iterative progress, collaboration, and flexibility to change","a fixed, short period of time during which a specific set of work must be completed and reviewed",a type of performance testing that evaluates how a system behaves under expected user loads,"a software architecture style where an application is built as a collection of small, independent services",B,"By definition, a sprint (in Scrum) is: a fixed, short period of time during which a specific set of work must be completed and reviewed",Software,Software Development
Which programming language was created by Brendan Eich?,JavaScript,C++,Pascal,Ruby,A,JavaScript was created by Brendan Eich.,Software,Programming Languages
"Fill in the blank: ______ refers to ""a method used by an operating system to organise and store files on a storage device"".",a file system,Linux,Windows,macOS,A,a file system refers to: a method used by an operating system to organise and store files on a storage device,Software,Operating Systems
"Fill in the blank: ______ refers to ""software designed to run on multiple operating systems or platforms without modification"".",cross-platform software,a package manager,pip,a virtual machine (VM),A,cross-platform software refers to: software designed to run on multiple operating systems or platforms without modification,Software,Software Basics
Which statement correctly describes Docker?,"software designed to help users perform specific tasks, such as word processors or web browsers",software that creates and manages virtual machines by allocating physical resources among them,"a tool that automates the process of installing, upgrading, and managing software packages, such as npm or pip","a popular platform used to develop, ship, and run applications inside containers",D,"By definition, Docker is: a popular platform used to develop, ship, and run applications inside containers",Software,Software Basics
What is object-oriented programming (OOP)?,"a programming paradigm based on the concept of objects, which contain data and methods",a step-by-step procedure or set of rules for solving a problem or performing a computation,a program that translates source code written in a high-level programming language into machine code,"an event that disrupts the normal flow of a program's execution, often handled using try-catch blocks",A,"object-oriented programming (OOP) is: a programming paradigm based on the concept of objects, which contain data and methods",Software,Programming
Who is credited with creating the programming language Haskell?,James Gosling,Bjarne Stroustrup,Microsoft (led by Anders Hejlsberg),a committee of researchers,D,Haskell is credited to a committee of researchers.,Software,Programming Languages
What is load balancing?,designing software so it can be easily adapted to different languages and regions without engineering changes,a type of software embedded directly into hardware devices to control their basic functions,the process of distributing network or application traffic across multiple servers to ensure reliability,a distributed network of servers that delivers web content to users based on their geographic location,C,load balancing is: the process of distributing network or application traffic across multiple servers to ensure reliability,Software,Software Basics
What is an add-on?,"a popular NoSQL database that stores data in flexible, JSON-like documents",a network architecture in which each computer can act as both a client and a server,software that creates and manages virtual machines by allocating physical resources among them,"a piece of software that extends the capabilities of a larger software application, similar to a plugin",D,"an add-on is: a piece of software that extends the capabilities of a larger software application, similar to a plugin",Software,Software Basics
Which keyboard shortcut is typically used to 'select all content'?,Ctrl+A,Ctrl+N,Ctrl+Home,Cmd+Space,A,'Ctrl+A' is used to select all content.,Software,Keyboard Shortcuts
"Which term matches this description: ""a value in a program that does not change during execution""?",a constant in programming,a syntax error,recursion in programming,an array,A,The description matches a constant in programming: a value in a program that does not change during execution,Software,Programming
What is beta testing?,the process of identifying and fixing errors or bugs in software code,a web-based platform for hosting and collaborating on Git repositories,the phase of software testing where a nearly finished product is released to a limited external audience for feedback,a document that typically explains what a software project does and how to use it,C,beta testing is: the phase of software testing where a nearly finished product is released to a limited external audience for feedback,Software,Software Development
Which file extension is typically used for an image file supporting transparency (Portable Network Graphics)?,.mp3,.cpp,.png,.gif,C,Files that are an image file supporting transparency (Portable Network Graphics) typically use the extension '.png'.,Software,File Formats
Which keyboard shortcut is typically used to 'close the currently active window (windows)'?,Ctrl+I,Ctrl+A,Ctrl+T,Alt+F4,D,'Alt+F4' is used to close the currently active window (windows).,Software,Keyboard Shortcuts
Which statement correctly describes a microservices architecture?,"a software architecture style where an application is built as a collection of small, independent services","to inform users and developers of what has changed, been fixed, or been added in a new software version",an automated message sent from one application to another when a specific event occurs,a document that typically explains what a software project does and how to use it,A,"By definition, a microservices architecture is: a software architecture style where an application is built as a collection of small, independent services",Software,Software Development
What is a Gantt chart?,an automated message sent from one application to another when a specific event occurs,"an early, internal version of software, often unstable, used for initial testing before beta release",a visual project management tool that shows a project schedule with tasks plotted against time,a software architecture style where all components of an application are combined into a single unit,C,a Gantt chart is: a visual project management tool that shows a project schedule with tasks plotted against time,Software,Software Development
Which statement correctly describes encryption?,designing software so it can be easily adapted to different languages and regions without engineering changes,"a fraudulent attempt to obtain sensitive information by disguising as a trustworthy entity, often via email",a type of malware that self-replicates and spreads across networks without needing to attach to a host program,the process of converting data into a coded format to prevent unauthorised access,D,"By definition, encryption is: the process of converting data into a coded format to prevent unauthorised access",Software,Software Basics
"Which term matches this description: ""a data structure that stores a collection of elements, typically of the same type, in a contiguous block of memory""?",binary search,a sorting algorithm,an interpreter,an array,D,"The description matches an array: a data structure that stores a collection of elements, typically of the same type, in a contiguous block of memory",Software,Programming
What is a defect tracking system?,a software development practice where code changes are automatically deployed to production after passing tests,an error or flaw in a program that causes it to behave unexpectedly,an isolated testing environment that allows code to run without affecting the production system,"a tool used to log, track, and manage software bugs throughout the development process",D,"a defect tracking system is: a tool used to log, track, and manage software bugs throughout the development process",Software,Software Development
What type of file typically has the extension '.xlsx'?,a common digital video file format,a JavaScript source code file,a Microsoft Excel spreadsheet,a Microsoft Word document,C,A file with the extension '.xlsx' is typically a Microsoft Excel spreadsheet.,Software,File Formats
"Fill in the blank: ______ refers to ""a network architecture in which each computer can act as both a client and a server"".",ransomware,IaaS (Infrastructure as a Service),Oracle Database,a peer-to-peer (P2P) network,D,a peer-to-peer (P2P) network refers to: a network architecture in which each computer can act as both a client and a server,Software,Software Basics
What is IaaS (Infrastructure as a Service)?,the process of storing frequently accessed data temporarily for faster future retrieval,a cloud computing model that provides virtualised computing resources over the internet,a network architecture in which each computer can act as both a client and a server,a value set outside a program that can affect how running processes behave on a computer,B,IaaS (Infrastructure as a Service) is: a cloud computing model that provides virtualised computing resources over the internet,Software,Software Basics
Which statement correctly describes black-box testing?,"a linear, sequential approach to software development, where each phase must be completed before the next begins",a popular project management and issue-tracking tool used widely in Agile software development,testing conducted to determine whether a system meets business requirements and is ready for delivery,a software testing method that examines functionality without looking at internal code structure,D,"By definition, black-box testing is: a software testing method that examines functionality without looking at internal code structure",Software,Software Development
Which statement correctly describes SaaS (Software as a Service)?,a legal agreement that governs the use and distribution of software,a software distribution model in which applications are hosted by a provider and made available to users over the internet,malware disguised as legitimate software to trick users into installing it,the process of organising data to reduce redundancy and improve data integrity,B,"By definition, SaaS (Software as a Service) is: a software distribution model in which applications are hosted by a provider and made available to users over the internet",Software,Software Basics
"Which term matches this description: ""malicious software designed to damage, disrupt, or gain unauthorised access to computer systems""?",a NoSQL database,malware,a firewall (software),MongoDB,B,"The description matches malware: malicious software designed to damage, disrupt, or gain unauthorised access to computer systems",Software,Software Basics
Which file extension is typically used for a compressed audio file?,.mp4,.mp3,.py,.log,B,Files that are a compressed audio file typically use the extension '.mp3'.,Software,File Formats
Which programming language was created by a committee led by Grace Hopper's influence?,Python,JavaScript,Go (Golang),COBOL,D,COBOL was created by a committee led by Grace Hopper's influence.,Software,Programming Languages
What is a sandbox environment?,"a testing environment that closely mirrors the production environment, used for final pre-release checks",software that allows developers to interact with a database using object-oriented code instead of writing raw SQL,a document that describes the intended purpose and functional requirements of a software system,an isolated testing environment that allows code to run without affecting the production system,D,a sandbox environment is: an isolated testing environment that allows code to run without affecting the production system,Software,Software Development
Which statement correctly describes client-server architecture?,a small piece of code released to fix bugs or security vulnerabilities in existing software,"software distributed on a trial basis, often requiring payment for continued or full use",a collection of instructions and programs used to operate computers and execute specific tasks,a computing model in which client devices request services or resources from centralised servers,D,"By definition, client-server architecture is: a computing model in which client devices request services or resources from centralised servers",Software,Software Basics
"Fill in the blank: ______ refers to ""any individual or group with an interest in or affected by a software project's outcome"".",the term 'stakeholder' in software projects,an alpha version of software,a beta version of software,the Waterfall model,A,the term 'stakeholder' in software projects refers to: any individual or group with an interest in or affected by a software project's outcome,Software,Software Development
"Which term matches this description: ""the ability of different objects to respond to the same function call in different ways""?",polymorphism in OOP,a variable in programming,a runtime error,a stack (data structure),A,The description matches polymorphism in OOP: the ability of different objects to respond to the same function call in different ways,Software,Programming
"Which term matches this description: ""an error caused by incorrect use of a programming language's grammar rules""?",a stack (data structure),a syntax error,a programming language,polymorphism in OOP,B,The description matches a syntax error: an error caused by incorrect use of a programming language's grammar rules,Software,Programming
"Fill in the blank: ______ refers to ""a software development approach emphasising iterative progress, collaboration, and flexibility to change"".",load testing,an alpha version of software,regression testing,Agile methodology,D,"Agile methodology refers to: a software development approach emphasising iterative progress, collaboration, and flexibility to change",Software,Software Development
Which statement correctly describes system software?,a package manager used to install and manage software packages written in Python,"software designed to manage computer hardware and provide a platform for application software, such as an operating system",a type of malware that attaches itself to legitimate programs and replicates when the program is executed,"software that is available for use at no cost, but not necessarily open-source",B,"By definition, system software is: software designed to manage computer hardware and provide a platform for application software, such as an operating system",Software,Software Basics
"Fill in the blank: ______ refers to ""a program that executes source code directly, translating and running it line by line without producing a separate executable file"".",an interpreter,a stack (data structure),Big O notation,a loop in programming,A,"an interpreter refers to: a program that executes source code directly, translating and running it line by line without producing a separate executable file",Software,Programming
Which statement correctly describes an alpha version of software?,a basic visual guide used to represent the skeletal framework of a software interface before development,"a personal copy of another user's repository, allowing independent development without affecting the original",the systematic examination of source code by peers to identify bugs and improve quality,"an early, internal version of software, often unstable, used for initial testing before beta release",D,"By definition, an alpha version of software is: an early, internal version of software, often unstable, used for initial testing before beta release",Software,Software Development
"Which term matches this description: ""a programming language commonly used to create interactive effects within web browsers""?",a runtime error,hard-coding,data serialization,JavaScript,D,The description matches JavaScript: a programming language commonly used to create interactive effects within web browsers,Software,Programming
What is a product backlog?,"a prioritised list of features, changes, and fixes for a product, maintained in Agile development",a set of rules that allows different software applications to communicate with each other,an automated message sent from one application to another when a specific event occurs,a facilitator responsible for ensuring a Scrum team follows Agile practices and removing obstacles,A,"a product backlog is: a prioritised list of features, changes, and fixes for a product, maintained in Agile development",Software,Software Development
Which keyboard shortcut is typically used to 'move cursor to the end of a document'?,Ctrl+End,Alt+F4,Ctrl+A,Ctrl+Shift+T,A,'Ctrl+End' is used to move cursor to the end of a document.,Software,Keyboard Shortcuts
Which statement correctly describes a EULA (End User License Agreement)?,"a legal contract between a software provider and the user, outlining terms of use","a tool that automates the process of installing, upgrading, and managing software packages, such as npm or pip",a design approach ensuring software interfaces adapt appropriately to different screen sizes and devices,a file used to set parameters and initial settings for a computer program,A,"By definition, a EULA (End User License Agreement) is: a legal contract between a software provider and the user, outlining terms of use",Software,Software Basics
"Which term matches this description: ""an early, internal version of software, often unstable, used for initial testing before beta release""?",a software requirement specification (SRS),an alpha version of software,scrum,a bug in software,B,"The description matches an alpha version of software: an early, internal version of software, often unstable, used for initial testing before beta release",Software,Software Development
"Fill in the blank: ______ refers to ""the bundling of data and methods that operate on that data within a single unit, restricting direct access to some components"".",encapsulation in OOP,a runtime error,Big O notation,recursion in programming,A,"encapsulation in OOP refers to: the bundling of data and methods that operate on that data within a single unit, restricting direct access to some components",Software,Programming
Which keyboard shortcut is typically used to 'lock the computer (windows)'?,Cmd+Tab,Ctrl+C,Alt+F4,Windows+L,D,'Windows+L' is used to lock the computer (windows).,Software,Keyboard Shortcuts
What is scrum?,"written material that explains how software works, including its functionality, usage, and architecture",testing conducted to determine whether a system meets business requirements and is ready for delivery,"an Agile framework for managing software development work, organised into sprints","a preliminary test to check whether the basic functions of software work, before more detailed testing",C,"scrum is: an Agile framework for managing software development work, organised into sprints",Software,Software Development
"Which term matches this description: ""older software that is still in use but may not be actively supported or updated""?",legacy software,client-server architecture,a primary key in a database,cloud computing,A,The description matches legacy software: older software that is still in use but may not be actively supported or updated,Software,Software Basics
What is continuous testing?,the practice of executing automated tests as part of the software delivery pipeline to get immediate feedback,testing conducted to determine whether a system meets business requirements and is ready for delivery,a pre-release version of software made available to a limited group of users for testing purposes,"a software development practice where developers frequently merge code changes into a shared repository, testing automatically",A,continuous testing is: the practice of executing automated tests as part of the software delivery pipeline to get immediate feedback,Software,Software Development
