Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
Which statement correctly describes closures (in JavaScript)?,a mechanism where an event triggered on a nested element propagates up through its parent elements,a feature where an inner function retains access to variables from its outer function's scope even after the outer function has finished executing,a feature that allows embedding expressions within strings using backticks and ${} syntax,"a concise syntax for writing functions in JavaScript, introduced in ES6",B,"By definition, closures (in JavaScript) is: a feature where an inner function retains access to variables from its outer function's scope even after the outer function has finished executing",Web Development,JavaScript
Which statement correctly describes database sharding?,"the structure that defines how data is organised within a database, including tables, fields, and relationships","a sequence of database operations treated as a single unit, ensuring all operations succeed or none do","a technique that splits a large database into smaller, more manageable pieces distributed across multiple servers",the process of copying data from one database server to another to improve availability and reliability,C,"By definition, database sharding is: a technique that splits a large database into smaller, more manageable pieces distributed across multiple servers",Web Development,Databases
"Which term matches this description: ""a way of storing information about a user's interaction with a website across multiple requests""?",a reverse proxy,a session (in web development),Nginx,Ruby on Rails,B,The description matches a session (in web development): a way of storing information about a user's interaction with a website across multiple requests,Web Development,Backend
"Fill in the blank: ______ refers to ""the practice of improving a website to increase its visibility in search engine results"".",a call-to-action (CTA),a CDN (Content Delivery Network),SEO (Search Engine Optimisation),DNS (Domain Name System),C,SEO (Search Engine Optimisation) refers to: the practice of improving a website to increase its visibility in search engine results,Web Development,General Web Development
What does HTTP status code 200 mean?,Created — the request has succeeded and a new resource has been created,Found — the requested resource has been temporarily moved to a different URL,Moved Permanently — the requested resource has been permanently moved to a new URL,OK — the request has succeeded,D,HTTP 200: OK — the request has succeeded.,Web Development,HTTP Status Codes
What is the purpose of the HTML tag <select>?,creating a multi-line text input field,creating an ordered (numbered) list,"defining headings, with <h1> being the most important and <h6> the least",creating a dropdown list of options,D,The <select> tag is used for creating a dropdown list of options.,Web Development,HTML Tags
"Which term matches this description: ""a browser security feature that controls how resources can be requested from a different domain than the one serving the page""?",CORS (Cross-Origin Resource Sharing),HTTP/2,cross-site request forgery (CSRF),HTTP headers,A,The description matches CORS (Cross-Origin Resource Sharing): a browser security feature that controls how resources can be requested from a different domain than the one serving the page,Web Development,Backend
Which statement correctly describes web page latency?,"the delay between a user's request and the server's response, affecting how fast a page loads","a distributed network of servers that delivers web content to users based on their geographic location, improving speed",the practice of automatically releasing code changes to a live website after passing automated tests,"a website that generates content in real time, often based on user interaction or database queries",A,"By definition, web page latency is: the delay between a user's request and the server's response, affecting how fast a page loads",Web Development,General Web Development
Which statement correctly describes Open Graph tags?,the standard markup language used to create and structure content on web pages,a generic inline HTML container element used to style small portions of text or content,meta tags that control how a web page's content appears when shared on social media platforms,"often saved as favicon.ico in the root directory, though it can also be linked via a <link> tag",C,"By definition, Open Graph tags is: meta tags that control how a web page's content appears when shared on social media platforms",Web Development,HTML
"Which term matches this description: ""a way to opt into a restricted variant of JavaScript that catches common coding mistakes and prevents unsafe actions""?",a JavaScript array method,hoisting (in JavaScript),strict mode (in JavaScript),the 'this' keyword (in JavaScript),C,The description matches strict mode (in JavaScript): a way to opt into a restricted variant of JavaScript that catches common coding mistakes and prevents unsafe actions,Web Development,JavaScript
What does HTTP status code 400 mean?,Bad Request — the server could not understand the request due to invalid syntax,Request Timeout — the server timed out waiting for the request,Gateway Timeout — the server did not receive a timely response from an upstream server,Not Found — the requested resource could not be found on the server,A,HTTP 400: Bad Request — the server could not understand the request due to invalid syntax.,Web Development,HTTP Status Codes
"Which term matches this description: ""a technique used to gradually change the style of an element over time, without requiring JavaScript""?",web font loading,an ID selector (in CSS),a CSS animation,the :focus pseudo-class,C,"The description matches a CSS animation: a technique used to gradually change the style of an element over time, without requiring JavaScript",Web Development,CSS
What is a breadcrumb (in web navigation)?,the practice of storing copies of files or data temporarily to reduce load times and server requests,"the delay between a user's request and the server's response, affecting how fast a page loads",a secondary navigation aid that shows a user's location within a website's hierarchy,"a set of built-in tools in web browsers used to inspect, debug, and test web page code",C,a breadcrumb (in web navigation) is: a secondary navigation aid that shows a user's location within a website's hierarchy,Web Development,General Web Development
Which statement correctly describes the map() array method?,a behaviour where variable and function declarations are moved to the top of their scope before code execution,a web storage feature that allows data to be saved in a browser with no expiration time,a JavaScript array method that creates a new array containing only elements that pass a specified test,a JavaScript array method that creates a new array by applying a function to each element of an existing array,D,"By definition, the map() array method is: a JavaScript array method that creates a new array by applying a function to each element of an existing array",Web Development,JavaScript
Which statement correctly describes the :focus pseudo-class?,"a CSS selector that targets elements with a specific class attribute, denoted by a period","a CSS selector that applies styles to an element when it has received focus, such as an input field being clicked",a popular CSS file that makes built-in browser styling more consistent across different browsers,a CSS selector that applies styles to an element when a user's mouse pointer is over it,B,"By definition, the :focus pseudo-class is: a CSS selector that applies styles to an element when it has received focus, such as an input field being clicked",Web Development,CSS
What is the purpose of the HTML tag <article>?,"linking an external resource, such as a CSS stylesheet, to a document",creating an input field for user data entry,"defining independent, self-contained content","defining footer content for a page or section, such as copyright information",C,"The <article> tag is used for defining independent, self-contained content.",Web Development,HTML Tags
Which statement correctly describes the User-Agent HTTP header?,"a header sent by a client that identifies the browser, operating system, or device making the request",a technique used to control the number of requests a client can make to an API within a given time period,"a header that indicates the media type of the resource being sent, such as text/html or application/json","an HTTP method used to send data to a server, often to create a new resource",A,"By definition, the User-Agent HTTP header is: a header sent by a client that identifies the browser, operating system, or device making the request",Web Development,Backend
"Fill in the blank: ______ refers to ""software that allows users to create, manage, and modify website content without specialised technical knowledge"".",caching (in web development),a call-to-action (CTA),a Content Management System (CMS),web performance optimisation,C,"a Content Management System (CMS) refers to: software that allows users to create, manage, and modify website content without specialised technical knowledge",Web Development,General Web Development
"Fill in the blank: ______ refers to ""a popular JavaScript library developed by Meta for building user interfaces using reusable components"".",Angular,React,a hamburger menu,a key prop (in React lists),B,React refers to: a popular JavaScript library developed by Meta for building user interfaces using reusable components,Web Development,Frontend
Which statement correctly describes the useState hook (in React)?,a standard library used to handle routing in React applications,"a navigation icon consisting of three horizontal lines, commonly used to toggle a menu on mobile websites",a React hook that allows functional components to manage local state,a web application that dynamically updates content on a single page without requiring full page reloads,C,"By definition, the useState hook (in React) is: a React hook that allows functional components to manage local state",Web Development,Frontend
Which statement correctly describes a sticky header (in web design)?,"a technique used to gradually change the style of an element over time, without requiring JavaScript",a navigation bar that remains fixed at the top of the screen as a user scrolls down a page,"a CSS selector that applies styles to an element when it has received focus, such as an input field being clicked",a design approach that begins with designing for the smallest screen size before scaling up to larger screens,B,"By definition, a sticky header (in web design) is: a navigation bar that remains fixed at the top of the screen as a user scrolls down a page",Web Development,CSS
What is a schema (in databases)?,"the structure that defines how data is organised within a database, including tables, fields, and relationships",a technique that allows developers to interact with a database using objects instead of writing raw SQL queries,the process of copying data from one database server to another to improve availability and reliability,"a unique identifier for each record in a database table, ensuring no duplicate entries",A,"a schema (in databases) is: the structure that defines how data is organised within a database, including tables, fields, and relationships",Web Development,Databases
Which statement correctly describes server-side rendering (SSR)?,a major revision of the HTTP protocol that improves performance through features like multiplexing and header compression,an HTTP status code indicating an internal server error occurred while processing the request,a technique where a web page's content is generated on the server before being sent to the client's browser,"a web application framework written in Ruby, known for its convention-over-configuration philosophy",C,"By definition, server-side rendering (SSR) is: a technique where a web page's content is generated on the server before being sent to the client's browser",Web Development,Backend
Which statement correctly describes alt text (in HTML images)?,"typically small, such as 16x16 or 32x32 pixels, designed to display clearly at small sizes",an HTML element that contains the visible content of a web page,"descriptive text provided for an image, used by screen readers and displayed if the image fails to load","the practice of using HTML markup that conveys the meaning of content, improving accessibility and SEO",C,"By definition, alt text (in HTML images) is: descriptive text provided for an image, used by screen readers and displayed if the image fails to load",Web Development,HTML
What is a JavaScript array method?,"a browser tool used by developers to view logged messages, errors, and test code interactively",a lightweight data-interchange format that is easy for humans to read and machines to parse,a feature that allows embedding expressions within strings using backticks and ${} syntax,"built-in functions used to manipulate arrays, such as map(), filter(), and reduce()",D,"a JavaScript array method is: built-in functions used to manipulate arrays, such as map(), filter(), and reduce()",Web Development,JavaScript
What is WebSockets?,a security vulnerability that tricks a user into performing unwanted actions on a web application in which they're authenticated,"a communication protocol that provides full-duplex communication channels over a single, long-lived connection",a major revision of the HTTP protocol that improves performance through features like multiplexing and header compression,"a device or program, such as a web browser, that requests resources or services from a server",B,"WebSockets is: a communication protocol that provides full-duplex communication channels over a single, long-lived connection",Web Development,Backend
What is the purpose of the HTML tag <script>?,"defining headings, with <h1> being the most important and <h6> the least",creating a hyperlink to another page or resource,defining a label for a form input element,embedding or referencing executable JavaScript code,D,The <script> tag is used for embedding or referencing executable JavaScript code.,Web Development,HTML Tags
Which statement correctly describes component-based architecture?,"a software design approach where a user interface is built from small, independent, reusable pieces","a lightweight in-memory representation of the real DOM, used by frameworks like React to optimise updates",the technique of managing navigation between different views or pages without a full page reload,"the practice of building the visual, user-facing parts of a website or web application",A,"By definition, component-based architecture is: a software design approach where a user interface is built from small, independent, reusable pieces",Web Development,Frontend
"Fill in the blank: ______ refers to ""a concept describing how elements are structured with content, padding, border, and margin"".",the CSS box model,a CSS reset stylesheet,CSS transform,a breakpoint (in responsive design),A,"the CSS box model refers to: a concept describing how elements are structured with content, padding, border, and margin",Web Development,CSS
Which statement correctly describes a JavaScript variable?,"a function that waits for a specific event, such as a click, and executes code in response",a reusable piece of code that can be exported from one file and imported into another,"a runtime environment that allows JavaScript to be executed outside a web browser, often used for server-side development",a named container used to store data values that can change during script execution,D,"By definition, a JavaScript variable is: a named container used to store data values that can change during script execution",Web Development,JavaScript
"Fill in the blank: ______ refers to ""an HTML tag used to indicate the preferred version of a web page when duplicate content exists"".",the <img> tag,the DOCTYPE declaration,a canonical URL tag,an anchor tag (<a>),C,a canonical URL tag refers to: an HTML tag used to indicate the preferred version of a web page when duplicate content exists,Web Development,HTML
What is a POST request?,an HTTP method used to update an existing resource on a server with new data,"an HTTP method used to send data to a server, often to create a new resource",a technique used to control the number of requests a client can make to an API within a given time period,a security vulnerability that allows attackers to inject malicious scripts into web pages viewed by other users,B,"a POST request is: an HTTP method used to send data to a server, often to create a new resource",Web Development,Backend
What is CORS (Cross-Origin Resource Sharing)?,a technique used to control the number of requests a client can make to an API within a given time period,a widely used server-side scripting language designed for web development,a browser security feature that controls how resources can be requested from a different domain than the one serving the page,"a server that sits in front of web servers, forwarding client requests and often providing load balancing or caching",C,CORS (Cross-Origin Resource Sharing) is: a browser security feature that controls how resources can be requested from a different domain than the one serving the page,Web Development,Backend
"Which term matches this description: ""a technique of attaching a single event listener to a parent element to manage events for its child elements""?",a JavaScript event listener,strict mode (in JavaScript),event delegation (in JavaScript),the DOM (Document Object Model),C,The description matches event delegation (in JavaScript): a technique of attaching a single event listener to a parent element to manage events for its child elements,Web Development,JavaScript
"Which term matches this description: ""a method of comparing two versions of a web page to determine which performs better with users""?",browser developer tools,A/B testing (in web development),browser caching (of static assets),a URL (Uniform Resource Locator),B,The description matches A/B testing (in web development): a method of comparing two versions of a web page to determine which performs better with users,Web Development,General Web Development
"Which term matches this description: ""a property that allows elements to be visually manipulated, such as rotated, scaled, or translated""?",CSS (Cascading Style Sheets),CSS specificity,web font loading,CSS transform,D,"The description matches CSS transform: a property that allows elements to be visually manipulated, such as rotated, scaled, or translated",Web Development,CSS
Which CSS property is used for setting the text colour of an element?,font-family,color,position,border,B,'color' is used for setting the text colour of an element.,Web Development,CSS Properties
"Which term matches this description: ""commonly placed in the root directory of a website and linked in the HTML <head> section""?",a meta description tag,a viewport meta tag,semantic HTML,a favicon file's typical location,D,The description matches a favicon file's typical location: commonly placed in the root directory of a website and linked in the HTML <head> section,Web Development,HTML
What is GraphQL?,an open standard authorization protocol that allows applications to access user data from other services without sharing passwords,a query language for APIs that allows clients to request exactly the data they need,"the practice of building the server-side logic, databases, and application architecture behind a website",a three-digit code returned by a server indicating the result of a client's request,B,GraphQL is: a query language for APIs that allows clients to request exactly the data they need,Web Development,Backend
What is the <body> tag?,"a component of a web page defined by an opening tag, content, and a closing tag",modern websites often provide multiple favicon sizes and formats for different devices and browsers,an HTML element that contains the visible content of a web page,a set of attributes used to make web content more accessible to people using assistive technologies,C,the <body> tag is: an HTML element that contains the visible content of a web page,Web Development,HTML
"Which term matches this description: ""a widely used server-side scripting language designed for web development""?",a reverse proxy,middleware (in web development),the User-Agent HTTP header,PHP (in web development),D,The description matches PHP (in web development): a widely used server-side scripting language designed for web development,Web Development,Backend
Which CSS property is used for specifying whether an element is visible or hidden while still occupying space?,line-height,font-family,visibility,background-color,C,'visibility' is used for specifying whether an element is visible or hidden while still occupying space.,Web Development,CSS Properties
Which statement correctly describes the difference between margin and padding?,the mechanism by which certain CSS property values are passed down from a parent element to its children,"margin creates space outside an element's border, while padding creates space inside it, between content and border","a concept describing how elements are structured with content, padding, border, and margin",a CSS preprocessor that adds features like variables and nesting to standard CSS,B,"By definition, the difference between margin and padding is: margin creates space outside an element's border, while padding creates space inside it, between content and border",Web Development,CSS
What is the purpose of the CSS property 'background-color'?,setting the horizontal alignment of text within an element,controlling the stacking order of overlapping elements,setting the size of the text within an element,setting the background colour of an element,D,The 'background-color' CSS property is used for setting the background colour of an element.,Web Development,CSS Properties
"Fill in the blank: ______ refers to ""a CSS layout module designed to arrange items within a container efficiently, even with dynamic sizes"".",normalize.css,Flexbox,CSS variables (custom properties),web font loading,B,"Flexbox refers to: a CSS layout module designed to arrange items within a container efficiently, even with dynamic sizes",Web Development,CSS
"Which term matches this description: ""the practice of automatically releasing code changes to a live website after passing automated tests""?",continuous deployment (in web projects),SEO (Search Engine Optimisation),a favicon's role in bookmarking,website hosting,A,The description matches continuous deployment (in web projects): the practice of automatically releasing code changes to a live website after passing automated tests,Web Development,General Web Development
What is web font loading?,a pattern used in CSS to select and style specific HTML elements,"the process of downloading and displaying custom typefaces on a website, which can affect page load performance",a stylesheet language used to describe the visual presentation of a document written in HTML,reusable values defined in CSS that can be referenced throughout a stylesheet using the var() function,B,"web font loading is: the process of downloading and displaying custom typefaces on a website, which can affect page load performance",Web Development,CSS
What is an HTML attribute?,a generic inline HTML container element used to style small portions of text or content,"descriptive text provided for an image, used by screen readers and displayed if the image fails to load",additional information provided within an HTML tag to modify an element's behaviour or appearance,an HTML element that contains the visible content of a web page,C,an HTML attribute is: additional information provided within an HTML tag to modify an element's behaviour or appearance,Web Development,HTML
What is Ruby on Rails?,an HTTP method used to update an existing resource on a server with new data,interfaces provided by a backend server that allow client applications to request and send data,"the practice of building the server-side logic, databases, and application architecture behind a website","a web application framework written in Ruby, known for its convention-over-configuration philosophy",D,"Ruby on Rails is: a web application framework written in Ruby, known for its convention-over-configuration philosophy",Web Development,Backend
Which CSS property is used for setting the horizontal alignment of text within an element?,border,display,color,text-align,D,'text-align' is used for setting the horizontal alignment of text within an element.,Web Development,CSS Properties
"Which term matches this description: ""an HTML tag used to control the layout and scaling of a web page on mobile devices""?",web semantics,a favicon's alternative formats,a favicon's browser tab display,a viewport meta tag,D,The description matches a viewport meta tag: an HTML tag used to control the layout and scaling of a web page on mobile devices,Web Development,HTML
What is an HTTP request?,a device or software that distributes incoming network traffic across multiple servers to ensure reliability,"a compact, URL-safe means of representing claims to be transferred between two parties, often used for authentication",a three-digit code returned by a server indicating the result of a client's request,"a message sent by a client to a server, requesting a specific action or resource",D,"an HTTP request is: a message sent by a client to a server, requesting a specific action or resource",Web Development,Backend
"Which term matches this description: ""meta tags that control how a web page's content appears when shared on social media platforms""?",the DOCTYPE declaration,HTML (HyperText Markup Language),web semantics,Open Graph tags,D,The description matches Open Graph tags: meta tags that control how a web page's content appears when shared on social media platforms,Web Development,HTML
Which statement correctly describes GraphQL?,a popular open-source web server known for its high performance and use as a reverse proxy,a query language for APIs that allows clients to request exactly the data they need,a way of storing information about a user's interaction with a website across multiple requests,an HTTP status code indicating that the requested resource could not be found on the server,B,"By definition, GraphQL is: a query language for APIs that allows clients to request exactly the data they need",Web Development,Backend
"Fill in the blank: ______ refers to ""an HTTP method used to send data to a server, often to create a new resource"".",middleware (in web development),cross-site request forgery (CSRF),a POST request,server-side rendering (SSR),C,"a POST request refers to: an HTTP method used to send data to a server, often to create a new resource",Web Development,Backend
"Fill in the blank: ______ refers to ""an HTML element used to create hyperlinks to other web pages or resources"".",the DOCTYPE declaration,an anchor tag (<a>),the <span> tag,the <body> tag,B,an anchor tag (<a>) refers to: an HTML element used to create hyperlinks to other web pages or resources,Web Development,HTML
"Which term matches this description: ""the standard markup language used to create and structure content on web pages""?",the <body> tag,HTML (HyperText Markup Language),the <span> tag,a favicon's alternative formats,B,The description matches HTML (HyperText Markup Language): the standard markup language used to create and structure content on web pages,Web Development,HTML
Which CSS property is used for controlling the stacking order of overlapping elements?,font-family,cursor,z-index,display,C,'z-index' is used for controlling the stacking order of overlapping elements.,Web Development,CSS Properties
"Which term matches this description: ""short for 'properties', data passed from a parent component to a child component in React""?",frontend development,a single-page application (SPA),props (in React),routing (in single-page applications),C,"The description matches props (in React): short for 'properties', data passed from a parent component to a child component in React",Web Development,Frontend
Which HTTP status code corresponds to: 'Too Many Requests'?,403,401,429,302,C,HTTP 429: Too Many Requests — the user has sent too many requests in a given time.,Web Development,HTTP Status Codes
What is responsive web design?,a stylesheet language used to describe the visual presentation of a document written in HTML,a design approach ensuring web pages render well across a variety of devices and screen sizes,the mechanism by which certain CSS property values are passed down from a parent element to its children,reusable values defined in CSS that can be referenced throughout a stylesheet using the var() function,B,responsive web design is: a design approach ensuring web pages render well across a variety of devices and screen sizes,Web Development,CSS
"Fill in the blank: ______ refers to ""an HTTP method used to update an existing resource on a server with new data"".",a client (in web development),the Content-Type HTTP header,Ruby on Rails,a PUT request,D,a PUT request refers to: an HTTP method used to update an existing resource on a server with new data,Web Development,Backend
"Which term matches this description: ""a browser tool used by developers to view logged messages, errors, and test code interactively""?",strict mode (in JavaScript),JSON (JavaScript Object Notation),the JavaScript console,destructuring (in JavaScript),C,"The description matches the JavaScript console: a browser tool used by developers to view logged messages, errors, and test code interactively",Web Development,JavaScript
What is a favicon.ico file's history?,an HTML element used to create hyperlinks to other web pages or resources,a generic HTML container element used to group and style content,"descriptive text provided for an image, used by screen readers and displayed if the image fails to load",one of the earliest standardised ways for websites to display a custom icon in browser tabs and bookmarks,D,a favicon.ico file's history is: one of the earliest standardised ways for websites to display a custom icon in browser tabs and bookmarks,Web Development,HTML
Which HTTP status code corresponds to: 'Unauthorized'?,408,504,400,401,D,HTTP 401: Unauthorized — authentication is required to access the requested resource.,Web Development,HTTP Status Codes
"Fill in the blank: ______ refers to ""a JavaScript array method that creates a new array containing only elements that pass a specified test"".",a JavaScript array method,the filter() array method,an arrow function (in JavaScript),JSON (JavaScript Object Notation),B,the filter() array method refers to: a JavaScript array method that creates a new array containing only elements that pass a specified test,Web Development,JavaScript
What is web page latency?,the percentage of visitors who navigate away from a website after viewing only one page,a popular open-source content management system used to build and manage websites,"the delay between a user's request and the server's response, affecting how fast a page loads",a developer skilled in both frontend and backend web development,C,"web page latency is: the delay between a user's request and the server's response, affecting how fast a page loads",Web Development,General Web Development
"Which term matches this description: ""a file used to store configuration variables, such as API keys, outside of a project's source code""?",a full-stack developer,a URL (Uniform Resource Locator),a dynamic website,an environment file (.env),D,"The description matches an environment file (.env): a file used to store configuration variables, such as API keys, outside of a project's source code",Web Development,General Web Development
"Fill in the blank: ______ refers to ""a generic HTML container element used to group and style content"".",an HTML element,a favicon's file placement convention,the <div> tag,a favicon's dimensions,C,the <div> tag refers to: a generic HTML container element used to group and style content,Web Development,HTML
"Fill in the blank: ______ refers to ""the practice of managing changes to an API over time by maintaining multiple versions for compatibility"".",the Content-Type HTTP header,PHP (in web development),API versioning,a server (in web development),C,API versioning refers to: the practice of managing changes to an API over time by maintaining multiple versions for compatibility,Web Development,Backend
Which CSS property is used for setting the space between an element's content and its border?,padding,visibility,overflow,text-align,A,'padding' is used for setting the space between an element's content and its border.,Web Development,CSS Properties
"Fill in the blank: ______ refers to ""a popular open-source web server known for its high performance and use as a reverse proxy"".",a web server,a RESTful API,Nginx,Django,C,Nginx refers to: a popular open-source web server known for its high performance and use as a reverse proxy,Web Development,Backend
Which statement correctly describes React?,"a reusable, self-contained piece of a user interface, often combining structure, style, and behaviour",a syntax extension for JavaScript that allows writing HTML-like code within React components,a popular JavaScript library developed by Meta for building user interfaces using reusable components,data managed within a component that can change over time and triggers a re-render when updated,C,"By definition, React is: a popular JavaScript library developed by Meta for building user interfaces using reusable components",Web Development,Frontend
What is localStorage (in web development)?,"built-in functions used to manipulate arrays, such as map(), filter(), and reduce()","a function that waits for a specific event, such as a click, and executes code in response",a named container used to store data values that can change during script execution,a web storage feature that allows data to be saved in a browser with no expiration time,D,localStorage (in web development) is: a web storage feature that allows data to be saved in a browser with no expiration time,Web Development,JavaScript
What does HTTP status code 401 mean?,Unauthorized — authentication is required to access the requested resource,Bad Request — the server could not understand the request due to invalid syntax,Found — the requested resource has been temporarily moved to a different URL,Not Modified — the resource has not changed since the last request,A,HTTP 401: Unauthorized — authentication is required to access the requested resource.,Web Development,HTTP Status Codes
"Fill in the blank: ______ refers to ""additional information provided within an HTML tag to modify an element's behaviour or appearance"".",a form element in HTML,a favicon.ico file's history,an HTML attribute,the <span> tag,C,an HTML attribute refers to: additional information provided within an HTML tag to modify an element's behaviour or appearance,Web Development,HTML
"Which term matches this description: ""the practice of building the server-side logic, databases, and application architecture behind a website""?",the User-Agent HTTP header,a web server,backend development,Node.js's Express framework,C,"The description matches backend development: the practice of building the server-side logic, databases, and application architecture behind a website",Web Development,Backend
"Which term matches this description: ""an HTTP method used to update an existing resource on a server with new data""?",a RESTful API,a PUT request,Ruby on Rails,Flask,B,The description matches a PUT request: an HTTP method used to update an existing resource on a server with new data,Web Development,Backend
Which CSS property is used for setting the boldness of text within an element?,padding,display,font-weight,border,C,'font-weight' is used for setting the boldness of text within an element.,Web Development,CSS Properties
What is frontend development?,a progressive JavaScript framework used for building user interfaces and single-page applications,"the practice of building the visual, user-facing parts of a website or web application","a software design approach where a user interface is built from small, independent, reusable pieces","a lightweight in-memory representation of the real DOM, used by frameworks like React to optimise updates",B,"frontend development is: the practice of building the visual, user-facing parts of a website or web application",Web Development,Frontend
Which statement correctly describes a favicon's typical file format?,"a testing environment that closely mirrors a live website, used to test changes before public release","commonly a .ico file, though modern browsers also support .png and .svg formats",the process of removing unnecessary characters from code to reduce file size without changing functionality,a web application that uses modern web technologies to deliver an app-like experience to users,B,"By definition, a favicon's typical file format is: commonly a .ico file, though modern browsers also support .png and .svg formats",Web Development,General Web Development
Which statement correctly describes web performance optimisation?,the practice of designing websites so they can be used effectively by people with disabilities,a web application that uses modern web technologies to deliver an app-like experience to users,techniques used to improve the loading speed and responsiveness of a website,a service that allows individuals or organisations to make their website accessible on the internet,C,"By definition, web performance optimisation is: techniques used to improve the loading speed and responsiveness of a website",Web Development,General Web Development
"Which term matches this description: ""a standalone web page designed for a specific marketing or advertising campaign, often with a single call to action""?",a landing page,website hosting,A/B testing (in web development),a favicon,A,"The description matches a landing page: a standalone web page designed for a specific marketing or advertising campaign, often with a single call to action",Web Development,General Web Development
"Fill in the blank: ______ refers to ""a web application that dynamically updates content on a single page without requiring full page reloads"".",React,a key prop (in React lists),a single-page application (SPA),routing (in single-page applications),C,a single-page application (SPA) refers to: a web application that dynamically updates content on a single page without requiring full page reloads,Web Development,Frontend
What is the purpose of the HTML tag <aside>?,defining introductory content or navigation links for a page or section,"defining content indirectly related to the main content, such as a sidebar",embedding an image into a page,creating a dropdown list of options,B,"The <aside> tag is used for defining content indirectly related to the main content, such as a sidebar.",Web Development,HTML Tags
"Which term matches this description: ""a feature that allows embedding expressions within strings using backticks and ${} syntax""?",template literals (in JavaScript),a JavaScript module,event bubbling (in JavaScript),a JavaScript array method,A,The description matches template literals (in JavaScript): a feature that allows embedding expressions within strings using backticks and ${} syntax,Web Development,JavaScript
What is a component (in frontend frameworks)?,"a React hook that allows functional components to perform side effects, such as data fetching","a reusable, self-contained piece of a user interface, often combining structure, style, and behaviour",a React hook that allows functional components to manage local state,a syntax extension for JavaScript that allows writing HTML-like code within React components,B,"a component (in frontend frameworks) is: a reusable, self-contained piece of a user interface, often combining structure, style, and behaviour",Web Development,Frontend
What is the purpose of the HTML tag <hr>?,"providing metadata about an HTML document, such as character encoding",inserting a horizontal rule (thematic break),"indicating text with strong importance, typically displayed in bold",creating an ordered (numbered) list,B,The <hr> tag is used for inserting a horizontal rule (thematic break).,Web Development,HTML Tags
"Which term matches this description: ""descriptive text provided for an image, used by screen readers and displayed if the image fails to load""?",an HTML attribute,alt text (in HTML images),web semantics,the <img> tag,B,"The description matches alt text (in HTML images): descriptive text provided for an image, used by screen readers and displayed if the image fails to load",Web Development,HTML
What is destructuring (in JavaScript)?,a syntax that allows unpacking values from arrays or properties from objects into distinct variables,an object representing the eventual completion or failure of an asynchronous operation,a named container used to store data values that can change during script execution,a JavaScript array method that creates a new array containing only elements that pass a specified test,A,destructuring (in JavaScript) is: a syntax that allows unpacking values from arrays or properties from objects into distinct variables,Web Development,JavaScript
What is a form element in HTML?,"a component of a web page defined by an opening tag, content, and a closing tag","an HTML component used to collect user input, such as text fields, checkboxes, or buttons","the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>","typically small, such as 16x16 or 32x32 pixels, designed to display clearly at small sizes",B,"a form element in HTML is: an HTML component used to collect user input, such as text fields, checkboxes, or buttons",Web Development,HTML
Which HTTP status code corresponds to: 'Service Unavailable'?,503,405,400,403,A,HTTP 503: Service Unavailable — the server is currently unable to handle the request.,Web Development,HTTP Status Codes
What is the purpose of the CSS property 'text-decoration'?,setting the transparency level of an element,setting the background colour of an element,"adding decorative lines to text, such as underline or strikethrough",setting the space between an element's content and its border,C,"The 'text-decoration' CSS property is used for adding decorative lines to text, such as underline or strikethrough.",Web Development,CSS Properties
"Which term matches this description: ""the process of downloading and displaying custom typefaces on a website, which can affect page load performance""?",mobile-first design,web font loading,a CSS animation,a CSS pseudo-element,B,"The description matches web font loading: the process of downloading and displaying custom typefaces on a website, which can affect page load performance",Web Development,CSS
"Which term matches this description: ""a utility-first CSS framework that provides low-level classes for building custom designs directly in HTML""?",the cascade (in CSS),CSS inheritance,a CSS selector,Tailwind CSS,D,The description matches Tailwind CSS: a utility-first CSS framework that provides low-level classes for building custom designs directly in HTML,Web Development,CSS
Which statement correctly describes CSS Grid?,a two-dimensional CSS layout system that allows for arranging content into rows and columns,"the visible area of a web page within a user's browser window, which varies by device","a popular open-source CSS framework used to build responsive, mobile-first websites","margin creates space outside an element's border, while padding creates space inside it, between content and border",A,"By definition, CSS Grid is: a two-dimensional CSS layout system that allows for arranging content into rows and columns",Web Development,CSS
Which statement correctly describes semantic HTML?,an HTML tag used to control the layout and scaling of a web page on mobile devices,"the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>",commonly placed in the root directory of a website and linked in the HTML <head> section,"typically small, such as 16x16 or 32x32 pixels, designed to display clearly at small sizes",B,"By definition, semantic HTML is: the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>",Web Development,HTML
What does HTTP status code 404 mean?,No Content — the request succeeded but there is no content to return,Request Timeout — the server timed out waiting for the request,Not Found — the requested resource could not be found on the server,Too Many Requests — the user has sent too many requests in a given time,C,HTTP 404: Not Found — the requested resource could not be found on the server.,Web Development,HTTP Status Codes
