Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
Which statement correctly describes an AI evaluation harness?,"a hypothetical form of AI with the ability to understand, learn, and apply intelligence across a wide range of tasks, similar to humans","a computing system inspired by biological neural networks, consisting of interconnected layers of nodes","a modelling error where a model learns the training data too well, including noise, reducing its ability to generalise",a software framework used to systematically test and score an AI model's performance on various tasks,D,"By definition, an AI evaluation harness is: a software framework used to systematically test and score an AI model's performance on various tasks",AI – Artificial Intelligence,AI Basics
Which statement correctly describes exploration vs exploitation (in RL)?,a machine learning model that has already been trained on a large dataset before being adapted for specific tasks,the trade-off between trying new actions to discover their effects and using known actions that yield high reward,"a mathematical function applied to a neuron's output in a neural network, introducing non-linearity",a standardised test used to evaluate and compare the performance of different AI models,B,"By definition, exploration vs exploitation (in RL) is: the trade-off between trying new actions to discover their effects and using known actions that yield high reward",AI – Artificial Intelligence,AI Basics
Which statement correctly describes a prompt (in Generative AI)?,the input text or instruction given to an AI model to guide the content it generates,"a tool that uses AI to help users draft, edit, or improve written content","AI systems capable of processing and generating multiple types of data, such as text, images, and audio together","a parameter that controls the randomness of a generative model's output, with higher values producing more varied text",A,"By definition, a prompt (in Generative AI) is: the input text or instruction given to an AI model to guide the content it generates",AI – Artificial Intelligence,Generative AI
"Which term matches this description: ""a field involving the design and creation of robots, often incorporating AI for perception and decision-making""?",robotics,an AI hackathon,an AI-powered spam filter,AI content moderation,A,"The description matches robotics: a field involving the design and creation of robots, often incorporating AI for perception and decision-making",AI – Artificial Intelligence,AI Applications
What is AlphaGo?,an AI program developed by DeepMind that defeated a world champion Go player in 2016,an IBM chess-playing computer that defeated world champion Garry Kasparov in 1997,"a period of reduced funding and interest in artificial intelligence research, occurring after periods of hype","often called the 'Nobel Prize of Computing', awarded annually for major contributions to computer science, including AI",A,AlphaGo is: an AI program developed by DeepMind that defeated a world champion Go player in 2016,AI – Artificial Intelligence,AI History
"Fill in the blank: ______ refers to ""a unit of text, such as a word or part of a word, used by language models to process and generate language"".",reinforcement learning from human feedback (RLHF),top-k sampling (in text generation),a token (in language models),grounding (in AI responses),C,"a token (in language models) refers to: a unit of text, such as a word or part of a word, used by language models to process and generate language",AI – Artificial Intelligence,Generative AI
"Which term matches this description: ""a mathematical framework used to model decision-making in situations where outcomes are partly random and partly controllable""?",Markov Decision Processes (MDPs),a decision boundary,a feedforward neural network,reinforcement learning,A,The description matches Markov Decision Processes (MDPs): a mathematical framework used to model decision-making in situations where outcomes are partly random and partly controllable,AI – Artificial Intelligence,AI Basics
What is the term 'artificial general intelligence' (AGI)?,the trade-off between trying new actions to discover their effects and using known actions that yield high reward,a hypothetical AI with the ability to understand and learn any intellectual task that a human can,a commonly used activation function that outputs zero for negative inputs and the input itself for positive inputs,"AI systems designed and trained for a specific task, such as facial recognition or voice assistants",B,the term 'artificial general intelligence' (AGI) is: a hypothetical AI with the ability to understand and learn any intellectual task that a human can,AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a reinforcement learning algorithm used to learn the value of actions in a given state without requiring a model of the environment""?",an AI model's benchmark score,Artificial Intelligence (AI),Q-learning,multi-agent systems,C,The description matches Q-learning: a reinforcement learning algorithm used to learn the value of actions in a given state without requiring a model of the environment,AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""an AI system developed by DeepMind that predicts the 3D structure of proteins from their amino acid sequences"".",computer-aided diagnosis (CAD),AlphaFold,optical character recognition (OCR),AI-driven personalisation,B,AlphaFold refers to: an AI system developed by DeepMind that predicts the 3D structure of proteins from their amino acid sequences,AI – Artificial Intelligence,AI Applications
"Which term matches this description: ""AI systems that suggest products, content, or services to users based on their preferences and behaviour""?",recommendation systems,optical character recognition (OCR),computer-aided diagnosis (CAD),question answering systems,A,"The description matches recommendation systems: AI systems that suggest products, content, or services to users based on their preferences and behaviour",AI – Artificial Intelligence,AI Applications
"Which term matches this description: ""the process of using large groups of people to annotate data used for training AI models""?",crowd-sourced data labelling,multi-agent systems,model quantisation,transfer learning,A,The description matches crowd-sourced data labelling: the process of using large groups of people to annotate data used for training AI models,AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""an AI approach that uses predefined if-then rules to make decisions, without learning from data"".",transfer learning,reinforcement learning,a rule-based system,an AI model's training data,C,"a rule-based system refers to: an AI approach that uses predefined if-then rules to make decisions, without learning from data",AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""a technique used to artificially expand a training dataset by creating modified versions of existing data"".",an ontology (in AI),data augmentation,an AI system's training pipeline,a feedforward neural network,B,data augmentation refers to: a technique used to artificially expand a training dataset by creating modified versions of existing data,AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""safety measures built into an AI system to prevent it from producing harmful or inappropriate outputs""?",an AI capability evaluation,an AI red team,an AI model's guardrails,an AI system's failure mode,C,The description matches an AI model's guardrails: safety measures built into an AI system to prevent it from producing harmful or inappropriate outputs,AI – Artificial Intelligence,AI Ethics
What is beam search (in text generation)?,a decoding strategy where the model chooses the next word from only the k most likely candidates,"a constraint on how much text a model can process at once, affecting its ability to handle long documents",a decoding algorithm that explores multiple possible sequences simultaneously to find a high-probability output,"AI capable of creating new content, such as text, images, or music, based on patterns learned from training data",C,beam search (in text generation) is: a decoding algorithm that explores multiple possible sequences simultaneously to find a high-probability output,AI – Artificial Intelligence,Generative AI
"Fill in the blank: ______ refers to ""numerical parameters within a neural network that are adjusted during training to improve accuracy"".",a neural network's weights,an AI system's training pipeline,an ontology (in AI),a TPU (Tensor Processing Unit),A,a neural network's weights refers to: numerical parameters within a neural network that are adjusted during training to improve accuracy,AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""an AI application that creates images from written text descriptions"".",text-to-image generation,chain-of-thought prompting,an AI model's system prompt,an AI content generation tool,A,text-to-image generation refers to: an AI application that creates images from written text descriptions,AI – Artificial Intelligence,Generative AI
"Which term matches this description: ""the use of AI to tailor content, products, or services to individual user preferences""?",an anomaly detection system,AI-driven personalisation,an AI-powered drug discovery platform,computer vision,B,"The description matches AI-driven personalisation: the use of AI to tailor content, products, or services to individual user preferences",AI – Artificial Intelligence,AI Applications
"Fill in the blank: ______ refers to ""testing conducted to determine what tasks an AI system is able to perform and how well it performs them"".",an AI capability evaluation,the alignment problem (in AI),an AI model's guardrails,responsible AI,A,an AI capability evaluation refers to: testing conducted to determine what tasks an AI system is able to perform and how well it performs them,AI – Artificial Intelligence,AI Ethics
Which statement correctly describes case-based reasoning?,an AI approach that solves new problems by referring to solutions used for similar problems in the past,"a neural network architecture that uses self-attention mechanisms, forming the basis of many modern language models",a structured collection of facts and rules used by an expert system or AI to make decisions,numerical parameters within a neural network that are adjusted during training to improve accuracy,A,"By definition, case-based reasoning is: an AI approach that solves new problems by referring to solutions used for similar problems in the past",AI – Artificial Intelligence,AI Basics
Which statement correctly describes a search algorithm (in AI)?,the number of predictions or tasks a model can process within a given time period,a ranking system that compares the performance of different AI models on specific benchmarks or tasks,a method used by AI systems to systematically explore possible solutions to find the best outcome,"a type of neural network where connections between nodes do not form cycles, with data flowing in one direction",C,"By definition, a search algorithm (in AI) is: a method used by AI systems to systematically explore possible solutions to find the best outcome",AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a formal representation of a set of concepts and the relationships between them within a specific domain""?",a validation set,an open-weights AI model,an ontology (in AI),Markov Decision Processes (MDPs),C,The description matches an ontology (in AI): a formal representation of a set of concepts and the relationships between them within a specific domain,AI – Artificial Intelligence,AI Basics
What is a sigmoid activation function?,an entity that perceives its environment and takes actions to achieve specific goals,"a configuration setting external to a model that governs the training process, such as learning rate",a numerical value indicating how certain a model is about a particular prediction or classification,"an activation function that maps input values to a range between 0 and 1, often used in binary classification",D,"a sigmoid activation function is: an activation function that maps input values to a range between 0 and 1, often used in binary classification",AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""the simulation of human intelligence processes by computer systems, including learning, reasoning, and self-correction"".",an embedding (in AI),underfitting,Artificial Intelligence (AI),an AI leaderboard,C,"Artificial Intelligence (AI) refers to: the simulation of human intelligence processes by computer systems, including learning, reasoning, and self-correction",AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a technique that reduces the precision of a model's numerical parameters to make it smaller and faster""?",an AI system's latency,model quantisation,a pretrained model,data augmentation,B,The description matches model quantisation: a technique that reduces the precision of a model's numerical parameters to make it smaller and faster,AI – Artificial Intelligence,AI Basics
What is AI in autonomous weapons systems?,"studying methods to ensure AI systems behave reliably, safely, and in accordance with human intentions",a structured process for identifying and evaluating potential harms an AI system could cause before deployment,a controversial application of AI in weapons capable of selecting and engaging targets without human intervention,AI systems designed to provide human-understandable explanations for their decisions and predictions,C,AI in autonomous weapons systems is: a controversial application of AI in weapons capable of selecting and engaging targets without human intervention,AI – Artificial Intelligence,AI Ethics
"Fill in the blank: ______ refers to ""the deployment of AI algorithms directly on local devices, rather than relying on cloud-based processing"".",DeepMind,edge AI,an AI recommendation engine's collaborative filtering,AI-driven personalisation,B,"edge AI refers to: the deployment of AI algorithms directly on local devices, rather than relying on cloud-based processing",AI – Artificial Intelligence,AI Applications
In which year did the following AI milestone occur: 'The first AI winter'?,1972,1966,1974,1982,C,'The first AI winter' occurred in 1974.,AI – Artificial Intelligence,AI History and Milestones
Which AI milestone is described as: 'the workshop where the term 'Artificial Intelligence' was first coined'?,ChatGPT released,GPT-3 released,The Dartmouth Conference,DALL-E released,C,"This describes 'The Dartmouth Conference', which occurred in 1956.",AI – Artificial Intelligence,AI History and Milestones
"Fill in the blank: ______ refers to ""a machine learning approach where a model learns to perform a task from only a small number of examples"".",General AI (Strong AI),crowd-sourced data labelling,the ReLU activation function,few-shot learning,D,few-shot learning refers to: a machine learning approach where a model learns to perform a task from only a small number of examples,AI – Artificial Intelligence,AI Basics
Which statement correctly describes a closed-source AI model?,"AI systems designed and trained for a specific task, such as facial recognition or voice assistants",an AI model whose underlying code and parameters are not publicly released,"a rule of thumb or shortcut strategy used to make problem-solving more efficient, though not always optimal","the simulation of human intelligence processes by computer systems, including learning, reasoning, and self-correction",B,"By definition, a closed-source AI model is: an AI model whose underlying code and parameters are not publicly released",AI – Artificial Intelligence,AI Basics
What is AI in finance?,"the application of AI for tasks such as algorithmic trading, credit scoring, and fraud detection","AI systems that suggest products, content, or services to users based on their preferences and behaviour","AI systems designed to play games, such as chess or Go, often using search algorithms and evaluation functions","the application of AI for tasks such as crop monitoring, yield prediction, and precision farming",A,"AI in finance is: the application of AI for tasks such as algorithmic trading, credit scoring, and fraud detection",AI – Artificial Intelligence,AI Applications
Which statement correctly describes data privacy in AI?,a philosophical thought experiment by John Searle questioning whether a machine can truly 'understand' language,a technique used to embed identifiable markers into AI-generated content to indicate its artificial origin,"concerns related to how personal data is collected, stored, and used by AI systems","research that has the potential for both beneficial and harmful applications, raising ethical considerations",C,"By definition, data privacy in AI is: concerns related to how personal data is collected, stored, and used by AI systems",AI – Artificial Intelligence,AI Ethics
Which statement correctly describes a test set?,a technique that reduces the precision of a model's numerical parameters to make it smaller and faster,"a subset of data used to evaluate a final model's performance, kept separate from training data",a standardised test used to evaluate and compare the performance of different AI models,a mathematical framework used to model decision-making in situations where outcomes are partly random and partly controllable,B,"By definition, a test set is: a subset of data used to evaluate a final model's performance, kept separate from training data",AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a field of study focused on understanding the internal mechanisms by which AI models produce their outputs""?",the alignment problem (in AI),interpretability research (in AI),dual-use AI research,an AI use policy,B,The description matches interpretability research (in AI): a field of study focused on understanding the internal mechanisms by which AI models produce their outputs,AI – Artificial Intelligence,AI Ethics
What is multimodal AI?,"AI systems capable of processing and generating multiple types of data, such as text, images, and audio together",a type of generative AI model often used to create images by gradually refining random noise into structured output,a decoding algorithm that explores multiple possible sequences simultaneously to find a high-probability output,the practice of designing effective inputs to guide an AI model toward producing a desired output,A,"multimodal AI is: AI systems capable of processing and generating multiple types of data, such as text, images, and audio together",AI – Artificial Intelligence,Generative AI
"Fill in the blank: ______ refers to ""a subset of data used to evaluate a final model's performance, kept separate from training data"".",transfer learning,General AI (Strong AI),an embedding (in AI),a test set,D,"a test set refers to: a subset of data used to evaluate a final model's performance, kept separate from training data",AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""concerns raised by some researchers about the long-term potential dangers of highly advanced or misaligned AI systems"".",a jailbreak (in AI safety),model interpretability,existential risk from AI,an AI compliance framework,C,existential risk from AI refers to: concerns raised by some researchers about the long-term potential dangers of highly advanced or misaligned AI systems,AI – Artificial Intelligence,AI Ethics
"Which term matches this description: ""an AI-based educational tool that adapts instruction to individual student needs and performance""?",a recommendation system's cold-start problem,computer vision,streaming output (in AI chat),an intelligent tutoring system,D,The description matches an intelligent tutoring system: an AI-based educational tool that adapts instruction to individual student needs and performance,AI – Artificial Intelligence,AI Applications
Which statement correctly describes the Chinese Room argument?,"issues related to fairness, transparency, privacy, and accountability in the design and use of AI systems",a philosophical thought experiment by John Searle questioning whether a machine can truly 'understand' language,a systematic evaluation of an AI system to identify unfair treatment of particular groups in its outputs or decisions,the practice of proactively testing an AI model for vulnerabilities or harmful behaviours before deployment,B,"By definition, the Chinese Room argument is: a philosophical thought experiment by John Searle questioning whether a machine can truly 'understand' language",AI – Artificial Intelligence,AI Ethics
What is crowd-sourced data labelling?,the process of using large groups of people to annotate data used for training AI models,"AI systems designed and trained for a specific task, such as facial recognition or voice assistants",a strategy that defines the actions an agent takes based on the current state of its environment,a function that defines the goal of an intelligent agent by assigning value to different outcomes,A,crowd-sourced data labelling is: the process of using large groups of people to annotate data used for training AI models,AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a document that provides transparency about a machine learning model's intended use, performance, and limitations""?",an AI audit,an AI use policy,an AI model card,constitutional AI,C,"The description matches an AI model card: a document that provides transparency about a machine learning model's intended use, performance, and limitations",AI – Artificial Intelligence,AI Ethics
"Which term matches this description: ""vehicles equipped with AI systems that allow them to operate with little or no human intervention""?",autonomous vehicles,an anomaly detection system,tokenisation (in NLP),an AI hackathon,A,The description matches autonomous vehicles: vehicles equipped with AI systems that allow them to operate with little or no human intervention,AI – Artificial Intelligence,AI Applications
Which statement correctly describes reinforcement learning?,a type of machine learning where an agent learns to make decisions by receiving rewards or penalties from its environment,"a type of neural network designed to recognise patterns in sequences of data, such as text or time series","a modelling error where a model learns the training data too well, including noise, reducing its ability to generalise","a subset of data used to evaluate a final model's performance, kept separate from training data",A,"By definition, reinforcement learning is: a type of machine learning where an agent learns to make decisions by receiving rewards or penalties from its environment",AI – Artificial Intelligence,AI Basics
What is an AI model card?,concerns raised by some researchers about the long-term potential dangers of highly advanced or misaligned AI systems,testing conducted to determine what tasks an AI system is able to perform and how well it performs them,"a document that provides transparency about a machine learning model's intended use, performance, and limitations","a description of AI models, especially deep learning models, whose internal decision-making processes are difficult to interpret",C,"an AI model card is: a document that provides transparency about a machine learning model's intended use, performance, and limitations",AI – Artificial Intelligence,AI Ethics
"Fill in the blank: ______ refers to ""a mathematical function applied to a neuron's output in a neural network, introducing non-linearity"".",a feedforward neural network,an activation function,exploration vs exploitation (in RL),an open-weights AI model,B,"an activation function refers to: a mathematical function applied to a neuron's output in a neural network, introducing non-linearity",AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""a tool that uses AI to help users draft, edit, or improve written content"".",the generator (in a GAN),an AI model's system prompt,hallucination (in AI),an AI writing assistant,D,"an AI writing assistant refers to: a tool that uses AI to help users draft, edit, or improve written content",AI – Artificial Intelligence,Generative AI
Which statement correctly describes an AI compute cluster?,"a group of interconnected computers, often equipped with GPUs, used to train large AI models",a standardised test used to evaluate and compare the performance of different AI models,the number of predictions or tasks a model can process within a given time period,a table used to evaluate the performance of a classification model by comparing predicted and actual outcomes,A,"By definition, an AI compute cluster is: a group of interconnected computers, often equipped with GPUs, used to train large AI models",AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""a decoding algorithm that explores multiple possible sequences simultaneously to find a high-probability output"".",a token (in language models),beam search (in text generation),a variational autoencoder (VAE),chain-of-thought prompting,B,beam search (in text generation) refers to: a decoding algorithm that explores multiple possible sequences simultaneously to find a high-probability output,AI – Artificial Intelligence,Generative AI
What is an intelligent agent?,"a group of interconnected computers, often equipped with GPUs, used to train large AI models",an entity that perceives its environment and takes actions to achieve specific goals,"a subset of data used to evaluate a final model's performance, kept separate from training data",the trade-off between trying new actions to discover their effects and using known actions that yield high reward,B,an intelligent agent is: an entity that perceives its environment and takes actions to achieve specific goals,AI – Artificial Intelligence,AI Basics
Which statement correctly describes reinforcement learning from human feedback (RLHF)?,an AI technique that synthesises a person's voice based on samples of their speech,a technique used to fine-tune AI models based on human preferences and feedback,how accurately a model can understand and carry out the specific instructions given in a prompt,"software that uses generative AI to automatically produce written, visual, or audio content",B,"By definition, reinforcement learning from human feedback (RLHF) is: a technique used to fine-tune AI models based on human preferences and feedback",AI – Artificial Intelligence,Generative AI
Which statement correctly describes Yann LeCun?,"a computer scientist known for his contributions to deep learning, sharing the 2018 Turing Award","the co-founder and CEO of DeepMind, known for leading the development of AlphaGo",a computer scientist known for his foundational work on convolutional neural networks,first coined by John McCarthy in 1956 at the Dartmouth Conference,C,"By definition, Yann LeCun is: a computer scientist known for his foundational work on convolutional neural networks",AI – Artificial Intelligence,AI History
What is robotics?,a technique that makes recommendations based on the preferences of similar users,"an NLP technique that assigns grammatical categories, such as noun or verb, to each word in a sentence","a field involving the design and creation of robots, often incorporating AI for perception and decision-making",an AI research and deployment company known for developing models such as GPT and DALL-E,C,"robotics is: a field involving the design and creation of robots, often incorporating AI for perception and decision-making",AI – Artificial Intelligence,AI Applications
What is the Dartmouth Conference?,"a computer scientist known for his contributions to deep learning, sharing the 2018 Turing Award",an IBM chess-playing computer that defeated world champion Garry Kasparov in 1997,an AI program developed by DeepMind that defeated a world champion Go player in 2016,a 1956 workshop widely considered the founding event of artificial intelligence as a field,D,the Dartmouth Conference is: a 1956 workshop widely considered the founding event of artificial intelligence as a field,AI – Artificial Intelligence,AI History
"Fill in the blank: ______ refers to ""a configuration setting external to a model that governs the training process, such as learning rate"".",a hyperparameter,the attention mechanism,an open-weights AI model,Q-learning,A,"a hyperparameter refers to: a configuration setting external to a model that governs the training process, such as learning rate",AI – Artificial Intelligence,AI Basics
What is existential risk from AI?,concerns raised by some researchers about the long-term potential dangers of highly advanced or misaligned AI systems,"a documented record of an event where an AI system caused or nearly caused harm, used to improve future safety",an attempt to manipulate an AI model into bypassing its built-in safety restrictions,"documentation describing an AI model's capabilities, limitations, and safety evaluations for a specific deployment",A,existential risk from AI is: concerns raised by some researchers about the long-term potential dangers of highly advanced or misaligned AI systems,AI – Artificial Intelligence,AI Ethics
"Which term matches this description: ""a software application that uses AI to simulate conversation with human users, often via text or voice""?",a chatbot,part-of-speech tagging,OpenAI,federated learning,A,"The description matches a chatbot: a software application that uses AI to simulate conversation with human users, often via text or voice",AI – Artificial Intelligence,AI Applications
"Which term matches this description: ""a database designed to store and efficiently search high-dimensional embeddings, often used with AI applications""?",a convolutional neural network (CNN),a vector database,an AI benchmark,few-shot learning,B,"The description matches a vector database: a database designed to store and efficiently search high-dimensional embeddings, often used with AI applications",AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""a group of interconnected computers, often equipped with GPUs, used to train large AI models"".",an AI model checkpoint,an AI compute cluster,an activation function,a transformer model,B,"an AI compute cluster refers to: a group of interconnected computers, often equipped with GPUs, used to train large AI models",AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""an AI application that automatically translates text or speech from one language to another""?",federated learning,machine translation,an AI recommendation engine's collaborative filtering,IBM Watson,B,The description matches machine translation: an AI application that automatically translates text or speech from one language to another,AI – Artificial Intelligence,AI Applications
Which statement correctly describes swarm intelligence?,an AI model whose underlying code and parameters are not publicly released,"a metric used to measure how similar two vectors are, commonly used in NLP and recommendation systems","a field of AI inspired by the collective behaviour of decentralised systems, such as ant colonies or bird flocks","a mathematical function applied to a neuron's output in a neural network, introducing non-linearity",C,"By definition, swarm intelligence is: a field of AI inspired by the collective behaviour of decentralised systems, such as ant colonies or bird flocks",AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a technique that makes recommendations based on the properties of items a user has liked before""?",named entity recognition (NER),AI in supply chain management,an AI recommendation engine's content-based filtering,a robotic process automation (RPA) tool,C,The description matches an AI recommendation engine's content-based filtering: a technique that makes recommendations based on the properties of items a user has liked before,AI – Artificial Intelligence,AI Applications
What is a foundation model?,"a tool that uses AI to help users draft, edit, or improve written content",a type of generative AI model often used to create images by gradually refining random noise into structured output,an AI application that creates images from written text descriptions,a large AI model trained on broad data that can be adapted to a wide range of downstream tasks,D,a foundation model is: a large AI model trained on broad data that can be adapted to a wide range of downstream tasks,AI – Artificial Intelligence,Generative AI
Which statement correctly describes AI in weather forecasting?,"an AI technology that converts different types of documents, such as scanned images, into editable text",an AI application that identifies or verifies a person's identity using their facial features,the use of AI models to analyse atmospheric data and improve the accuracy of weather predictions,"Google's AI-powered virtual assistant, available on smartphones and smart home devices",C,"By definition, AI in weather forecasting is: the use of AI models to analyse atmospheric data and improve the accuracy of weather predictions",AI – Artificial Intelligence,AI Applications
"Fill in the blank: ______ refers to ""a constraint on how much text a model can process at once, affecting its ability to handle long documents"".",grounding (in AI responses),a variational autoencoder (VAE),an AI model's context length limitation,text-to-image generation,C,"an AI model's context length limitation refers to: a constraint on how much text a model can process at once, affecting its ability to handle long documents",AI – Artificial Intelligence,Generative AI
Which statement correctly describes an AI compliance framework?,a structured set of standards and processes an organisation follows to ensure its AI systems meet legal and ethical requirements,"the frameworks, policies, and practices used to guide the responsible development and deployment of AI technologies","documentation describing an AI model's capabilities, limitations, and safety evaluations for a specific deployment","a document that provides transparency about a machine learning model's intended use, performance, and limitations",A,"By definition, an AI compliance framework is: a structured set of standards and processes an organisation follows to ensure its AI systems meet legal and ethical requirements",AI – Artificial Intelligence,AI Ethics
"Fill in the blank: ______ refers to ""a computer scientist known for his contributions to deep learning, sharing the 2018 Turing Award"".",Yann LeCun,the term 'Artificial Intelligence',Yoshua Bengio,an AI winter,C,"Yoshua Bengio refers to: a computer scientist known for his contributions to deep learning, sharing the 2018 Turing Award",AI – Artificial Intelligence,AI History
What is an AI system's latency?,"a numerical representation of data, such as words or images, that captures semantic relationships in a lower-dimensional space",the time delay between a user's input and the AI system's response,an optimisation algorithm used to minimise a loss function by iteratively adjusting model parameters,a table used to evaluate the performance of a classification model by comparing predicted and actual outcomes,B,an AI system's latency is: the time delay between a user's input and the AI system's response,AI – Artificial Intelligence,AI Basics
Which statement correctly describes an AI system's failure mode?,"documentation describing an AI model's capabilities, limitations, and safety evaluations for a specific deployment","a specific way in which an AI system can behave incorrectly or produce unintended, harmful outcomes","an independent review of an AI system to assess its fairness, accuracy, safety, and compliance with regulations",a structured set of standards and processes an organisation follows to ensure its AI systems meet legal and ethical requirements,B,"By definition, an AI system's failure mode is: a specific way in which an AI system can behave incorrectly or produce unintended, harmful outcomes",AI – Artificial Intelligence,AI Ethics
"Which term matches this description: ""an AI-powered application that performs tasks or services for a user based on commands, such as Siri or Alexa""?",Alexa,semantic search,recommendation systems,a virtual assistant,D,"The description matches a virtual assistant: an AI-powered application that performs tasks or services for a user based on commands, such as Siri or Alexa",AI – Artificial Intelligence,AI Applications
What is significant about 'The first AI winter'?,a deep learning model that significantly advanced computer vision through convolutional neural networks,a period of reduced funding and interest in AI research due to unmet expectations,the workshop where the term 'Artificial Intelligence' was first coined,a large language model by OpenAI that demonstrated advanced natural language generation capabilities,B,'The first AI winter' (1974) is significant because it was a period of reduced funding and interest in AI research due to unmet expectations.,AI – Artificial Intelligence,AI History and Milestones
"Which term matches this description: ""the component of a GAN responsible for distinguishing between real and generated data""?",the generator (in a GAN),a token (in language models),the discriminator (in a GAN),supervised fine-tuning (SFT),C,The description matches the discriminator (in a GAN): the component of a GAN responsible for distinguishing between real and generated data,AI – Artificial Intelligence,Generative AI
"Which term matches this description: ""a type of neural network especially effective for processing grid-like data such as images""?",a policy (in reinforcement learning),a convolutional neural network (CNN),overfitting,an autoencoder,B,The description matches a convolutional neural network (CNN): a type of neural network especially effective for processing grid-like data such as images,AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""the large collection of text or data used to train a language model"".",a Generative AI system,an AI's training corpus,a Generative Adversarial Network (GAN),a token (in language models),B,an AI's training corpus refers to: the large collection of text or data used to train a language model,AI – Artificial Intelligence,Generative AI
"Fill in the blank: ______ refers to ""a search heuristic inspired by natural selection, used to generate optimal solutions by evolving candidate solutions"".",the attention mechanism,a genetic algorithm,an activation function,a vector database,B,"a genetic algorithm refers to: a search heuristic inspired by natural selection, used to generate optimal solutions by evolving candidate solutions",AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""an AI model that condenses long documents into shorter summaries while retaining key information""?",game-playing AI,a text summarisation model,an AI-generated caption,computer vision,B,The description matches a text summarisation model: an AI model that condenses long documents into shorter summaries while retaining key information,AI – Artificial Intelligence,AI Applications
"Fill in the blank: ______ refers to ""a subset of data used to tune a model's hyperparameters and evaluate performance during training"".",cosine similarity,symbolic AI,a validation set,expert systems,C,a validation set refers to: a subset of data used to tune a model's hyperparameters and evaluate performance during training,AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a controversial application of AI in weapons capable of selecting and engaging targets without human intervention""?",algorithmic bias,an AI-generated deepfake,an AI use policy,AI in autonomous weapons systems,D,The description matches AI in autonomous weapons systems: a controversial application of AI in weapons capable of selecting and engaging targets without human intervention,AI – Artificial Intelligence,AI Ethics
What is an AI model checkpoint?,a saved snapshot of a model's parameters at a specific point during training,"a technique for assessing how a model's results generalise, by partitioning data into multiple training/testing splits",a machine learning technique that combines predictions from multiple models to improve accuracy,a hyperparameter that controls how much a model's weights are adjusted during each training step,A,an AI model checkpoint is: a saved snapshot of a model's parameters at a specific point during training,AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a standardised test used to evaluate and compare the performance of different AI models""?",an epoch (in training),an open-weights AI model,an AI benchmark,an activation function,C,The description matches an AI benchmark: a standardised test used to evaluate and compare the performance of different AI models,AI – Artificial Intelligence,AI Basics
Which statement correctly describes an AI agent's reward function?,a function that defines the goal of an intelligent agent by assigning value to different outcomes,a saved snapshot of a model's parameters at a specific point during training,"an AI approach that uses predefined if-then rules to make decisions, without learning from data",a technique used to reduce the number of input variables in a dataset while preserving important information,A,"By definition, an AI agent's reward function is: a function that defines the goal of an intelligent agent by assigning value to different outcomes",AI – Artificial Intelligence,AI Basics
"Which term matches this description: ""a subset of data used to tune a model's hyperparameters and evaluate performance during training""?",crowd-sourced data labelling,a neural network,a validation set,cosine similarity,C,The description matches a validation set: a subset of data used to tune a model's hyperparameters and evaluate performance during training,AI – Artificial Intelligence,AI Basics
"Fill in the blank: ______ refers to ""a British mathematician and computer scientist often regarded as the father of theoretical computer science and artificial intelligence"".",Yann LeCun,Alan Turing,Geoffrey Hinton,the Dartmouth Conference,B,Alan Turing refers to: a British mathematician and computer scientist often regarded as the father of theoretical computer science and artificial intelligence,AI – Artificial Intelligence,AI History
Which statement correctly describes a Large Language Model (LLM)?,"software that uses generative AI to automatically produce written, visual, or audio content",the practice of basing an AI model's output on verifiable external sources rather than only its internal training knowledge,an AI model trained on vast amounts of text data to understand and generate human-like language,"instructions given to an AI model before user interaction begins, shaping its behaviour and tone",C,"By definition, a Large Language Model (LLM) is: an AI model trained on vast amounts of text data to understand and generate human-like language",AI – Artificial Intelligence,Generative AI
