Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Find the average of these numbers: 98, 52, 86, 95, 58, 65, 87, 19.",65,67,70,73,C,"Sum = 560, Count = 8, Average = 560/8 = 70.",Aptitude,Averages
A shopkeeper buys an item for ₹3047 and sells it at a 50% loss. What is the selling price?,1473,1603,1523,1503,C,Loss amount = 50% of 3047 = ₹1524. Selling price = 3047 - 1524 = ₹1523.,Aptitude,Profit and Loss
"Two numbers are in the ratio 5:2. If their sum is 35, find the larger number.",25,30,15,10,A,Total parts = 5+2 = 7. Each part = 35/7 = 5. Larger number = 5 × 5 = 25.,Aptitude,Ratios
What is the LCM (Least Common Multiple) of 2 and 16?,12,16,18,15,B,"LCM(2,16) = (2×16)/HCF(2,16) = 16.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹3777 and sells it at a 20% loss. What is the selling price?,3042,3022,3072,3052,B,Loss amount = 20% of 3777 = ₹755. Selling price = 3777 - 755 = ₹3022.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹4588 and sells it at a 25% profit. What is the selling price?,5735,5685,5705,5655,A,Profit amount = 25% of 4588 = ₹1147. Selling price = 4588 + 1147 = ₹5735.,Aptitude,Profit and Loss
Find the Compound Interest on ₹5755 at 10% per annum for 3 years (compounded annually).,2005,1955,2055,1905,D,Amount = P(1+R/100)^T = 5755(1+10/100)^3 ≈ ₹7660. CI = Amount − P = ₹1905.,Aptitude,Compound Interest
"A can complete a piece of work in 7 days and B can complete it in 20 days. Working together, how many days will they take (rounded to 2 decimal places)?",5.19,3.19,4.69,7.19,A,Combined rate = 1/7 + 1/20. Time together = (7×20)/(7+20) = 5.19 days.,Aptitude,Time and Work
A quantity of 454 is increased by 15%. What is the new value?,542,517,502,522,D,"15% of 454 = 68. Since it increased, new value = 454 + 68 = 522.",Aptitude,Percentage
"Two numbers are in the ratio 3:8. If their sum is 121, find the larger number.",103,85,88,98,C,Total parts = 3+8 = 11. Each part = 121/11 = 11. Larger number = 8 × 11 = 88.,Aptitude,Ratios
Find the Simple Interest on ₹42863 at 8% per annum for 6 years.,20374,20874,20574,20624,C,SI = (P × R × T)/100 = (42863 × 8 × 6)/100 = ₹20574.,Aptitude,Simple Interest
A shopkeeper buys an item for ₹219 and sells it at a 20% profit. What is the selling price?,213,343,263,293,C,Profit amount = 20% of 219 = ₹44. Selling price = 219 + 44 = ₹263.,Aptitude,Profit and Loss
Find the Simple Interest on ₹47697 at 9% per annum for 6 years.,25856,25756,25956,25706,B,SI = (P × R × T)/100 = (47697 × 9 × 6)/100 = ₹25756.,Aptitude,Simple Interest
A vehicle covers 760 km in 10 hours. What is its speed?,76,81,74,71,A,Distance = Speed × Time = 76 × 10 = 760 km. So the answer is 76 km/h.,Aptitude,Time and Distance
"Two numbers are in the ratio 6:11. If their sum is 136, find the larger number.",93,78,88,98,C,Total parts = 6+11 = 17. Each part = 136/17 = 8. Larger number = 11 × 8 = 88.,Aptitude,Ratios
A vehicle travels at 67 km/h for 6 hours. What distance does it cover?,404,402,405,401,B,Distance = Speed × Time = 67 × 6 = 402 km. So the answer is 402 km.,Aptitude,Time and Distance
A quantity of 168 is decreased by 25%. What is the new value?,146,126,121,136,B,"25% of 168 = 42. Since it decreased, new value = 168 - 42 = 126.",Aptitude,Percentage
Find the Compound Interest on ₹5228 at 5% per annum for 2 years (compounded annually).,556,586,536,516,C,Amount = P(1+R/100)^T = 5228(1+5/100)^2 ≈ ₹5764. CI = Amount − P = ₹536.,Aptitude,Compound Interest
A vehicle travels at 51 km/h for 1 hours. What distance does it cover?,49,51,48,56,B,Distance = Speed × Time = 51 × 1 = 51 km. So the answer is 51 km.,Aptitude,Time and Distance
"Two numbers are in the ratio 6:7. If their sum is 78, find the larger number.",27,42,52,57,B,Total parts = 6+7 = 13. Each part = 78/13 = 6. Larger number = 7 × 6 = 42.,Aptitude,Ratios
"Find the average of these numbers: 79, 51, 100, 15, 30, 39, 92.",58,61,56,53,A,"Sum = 406, Count = 7, Average = 406/7 = 58.",Aptitude,Averages
A quantity of 165 is decreased by 40%. What is the new value?,79,119,99,84,C,"40% of 165 = 66. Since it decreased, new value = 165 - 66 = 99.",Aptitude,Percentage
A quantity of 477 is decreased by 25%. What is the new value?,348,358,343,368,B,"25% of 477 = 119. Since it decreased, new value = 477 - 119 = 358.",Aptitude,Percentage
"Two numbers are in the ratio 8:6. If their sum is 238, find the larger number.",139,146,136,133,C,Total parts = 8+6 = 14. Each part = 238/14 = 17. Larger number = 8 × 17 = 136.,Aptitude,Ratios
A shopkeeper buys an item for ₹3976 and sells it at a 30% profit. What is the selling price?,5169,5089,5219,5249,A,Profit amount = 30% of 3976 = ₹1193. Selling price = 3976 + 1193 = ₹5169.,Aptitude,Profit and Loss
Find the Simple Interest on ₹28070 at 9% per annum for 4 years.,10105,10305,10405,10205,A,SI = (P × R × T)/100 = (28070 × 9 × 4)/100 = ₹10105.,Aptitude,Simple Interest
"Find the average of these numbers: 39, 89, 73, 36, 74, 31.",57,60,59,54,A,"Sum = 342, Count = 6, Average = 342/6 = 57.",Aptitude,Averages
A vehicle travels at 87 km/h for 5 hours. What distance does it cover?,435,436,432,434,A,Distance = Speed × Time = 87 × 5 = 435 km. So the answer is 435 km.,Aptitude,Time and Distance
"Find the average of these numbers: 85, 64, 91.",81,79,82,80,D,"Sum = 240, Count = 3, Average = 240/3 = 80.",Aptitude,Averages
"Find the average of these numbers: 68, 12, 57, 60, 14, 28, 20.",32,42,37,39,C,"Sum = 259, Count = 7, Average = 259/7 = 37.",Aptitude,Averages
A shopkeeper buys an item for ₹4573 and sells it at a 20% loss. What is the selling price?,3628,3688,3658,3738,C,Loss amount = 20% of 4573 = ₹915. Selling price = 4573 - 915 = ₹3658.,Aptitude,Profit and Loss
A vehicle covers 82 km in 1 hours. What is its speed?,87,83,79,82,D,Distance = Speed × Time = 82 × 1 = 82 km. So the answer is 82 km/h.,Aptitude,Time and Distance
A shopkeeper buys an item for ₹1128 and sells it at a 20% profit. What is the selling price?,1354,1384,1274,1304,A,Profit amount = 20% of 1128 = ₹226. Selling price = 1128 + 226 = ₹1354.,Aptitude,Profit and Loss
Find the Simple Interest on ₹28344 at 7% per annum for 5 years.,9620,9720,9920,9870,C,SI = (P × R × T)/100 = (28344 × 7 × 5)/100 = ₹9920.,Aptitude,Simple Interest
A shopkeeper buys an item for ₹1871 and sells it at a 40% profit. What is the selling price?,2599,2669,2619,2539,C,Profit amount = 40% of 1871 = ₹748. Selling price = 1871 + 748 = ₹2619.,Aptitude,Profit and Loss
A vehicle covers 115 km in 5 hours. What is its speed?,28,26,22,23,D,Distance = Speed × Time = 23 × 5 = 115 km. So the answer is 23 km/h.,Aptitude,Time and Distance
A vehicle covers 660 km in 6 hours. What is its speed?,110,105,113,108,A,Distance = Speed × Time = 110 × 6 = 660 km. So the answer is 110 km/h.,Aptitude,Time and Distance
Find the Compound Interest on ₹15120 at 5% per annum for 2 years (compounded annually).,1570,1550,1450,1700,B,Amount = P(1+R/100)^T = 15120(1+5/100)^2 ≈ ₹16670. CI = Amount − P = ₹1550.,Aptitude,Compound Interest
What is the LCM (Least Common Multiple) of 30 and 16?,238,241,240,239,C,"LCM(30,16) = (30×16)/HCF(30,16) = 240.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹1552 and sells it at a 15% profit. What is the selling price?,1785,1755,1705,1805,A,Profit amount = 15% of 1552 = ₹233. Selling price = 1552 + 233 = ₹1785.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹1133 and sells it at a 15% profit. What is the selling price?,1303,1253,1353,1323,A,Profit amount = 15% of 1133 = ₹170. Selling price = 1133 + 170 = ₹1303.,Aptitude,Profit and Loss
What is the LCM (Least Common Multiple) of 7 and 21?,21,22,25,17,A,"LCM(7,21) = (7×21)/HCF(7,21) = 21.",Aptitude,LCM and HCF
A quantity of 351 is decreased by 40%. What is the new value?,191,226,221,211,D,"40% of 351 = 140. Since it decreased, new value = 351 - 140 = 211.",Aptitude,Percentage
Find the Compound Interest on ₹13676 at 20% per annum for 3 years (compounded annually).,9956,9806,10056,10006,A,Amount = P(1+R/100)^T = 13676(1+20/100)^3 ≈ ₹23632. CI = Amount − P = ₹9956.,Aptitude,Compound Interest
Find the Compound Interest on ₹9485 at 20% per annum for 3 years (compounded annually).,6905,7055,6885,6755,A,Amount = P(1+R/100)^T = 9485(1+20/100)^3 ≈ ₹16390. CI = Amount − P = ₹6905.,Aptitude,Compound Interest
"Find the average of these numbers: 40, 64, 64, 35, 55, 76, 65, 65.",58,60,57,55,A,"Sum = 464, Count = 8, Average = 464/8 = 58.",Aptitude,Averages
A vehicle covers 304 km at a speed of 38 km/h. How long does it take?,11,5,13,8,D,Distance = Speed × Time = 38 × 8 = 304 km. So the answer is 8 hours.,Aptitude,Time and Distance
What is the HCF (Highest Common Factor) of 37 and 88?,5,1,2,3,B,"HCF(37,88) = 1.",Aptitude,LCM and HCF
"Find the average of these numbers: 19, 42, 47.",34,41,39,36,D,"Sum = 108, Count = 3, Average = 108/3 = 36.",Aptitude,Averages
Find the Simple Interest on ₹21311 at 8% per annum for 1 years.,1905,1705,1605,1405,B,SI = (P × R × T)/100 = (21311 × 8 × 1)/100 = ₹1705.,Aptitude,Simple Interest
A shopkeeper buys an item for ₹4998 and sells it at a 40% loss. What is the selling price?,3019,3029,2999,3049,C,Loss amount = 40% of 4998 = ₹1999. Selling price = 4998 - 1999 = ₹2999.,Aptitude,Profit and Loss
"Find the average of these numbers: 21, 73, 97, 96, 43.",66,63,69,71,A,"Sum = 330, Count = 5, Average = 330/5 = 66.",Aptitude,Averages
A quantity of 659 is increased by 5%. What is the new value?,687,712,677,692,D,"5% of 659 = 33. Since it increased, new value = 659 + 33 = 692.",Aptitude,Percentage
A vehicle covers 498 km in 6 hours. What is its speed?,81,83,82,80,B,Distance = Speed × Time = 83 × 6 = 498 km. So the answer is 83 km/h.,Aptitude,Time and Distance
Find the Compound Interest on ₹2427 at 10% per annum for 2 years (compounded annually).,510,610,490,560,A,Amount = P(1+R/100)^T = 2427(1+10/100)^2 ≈ ₹2937. CI = Amount − P = ₹510.,Aptitude,Compound Interest
"A can complete a piece of work in 7 days and B can complete it in 14 days. Working together, how many days will they take (rounded to 2 decimal places)?",4.17,2.67,6.17,4.67,D,Combined rate = 1/7 + 1/14. Time together = (7×14)/(7+14) = 4.67 days.,Aptitude,Time and Work
What is the HCF (Highest Common Factor) of 59 and 77?,2,4,3,1,D,"HCF(59,77) = 1.",Aptitude,LCM and HCF
A quantity of 710 is increased by 12%. What is the new value?,780,810,795,800,C,"12% of 710 = 85. Since it increased, new value = 710 + 85 = 795.",Aptitude,Percentage
Find the Compound Interest on ₹8049 at 5% per annum for 3 years (compounded annually).,1249,1269,1319,1419,B,Amount = P(1+R/100)^T = 8049(1+5/100)^3 ≈ ₹9318. CI = Amount − P = ₹1269.,Aptitude,Compound Interest
Find the Simple Interest on ₹35466 at 8% per annum for 5 years.,14186,14236,14136,14286,A,SI = (P × R × T)/100 = (35466 × 8 × 5)/100 = ₹14186.,Aptitude,Simple Interest
Find the Simple Interest on ₹46309 at 10% per annum for 1 years.,4931,4531,4431,4631,D,SI = (P × R × T)/100 = (46309 × 10 × 1)/100 = ₹4631.,Aptitude,Simple Interest
What is the LCM (Least Common Multiple) of 10 and 17?,170,174,169,167,A,"LCM(10,17) = (10×17)/HCF(10,17) = 170.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹2958 and sells it at a 20% loss. What is the selling price?,2366,2386,2336,2346,A,Loss amount = 20% of 2958 = ₹592. Selling price = 2958 - 592 = ₹2366.,Aptitude,Profit and Loss
"Find the average of these numbers: 96, 24, 57, 61, 51, 83.",59,65,61,62,D,"Sum = 372, Count = 6, Average = 372/6 = 62.",Aptitude,Averages
A quantity of 82 is decreased by 30%. What is the new value?,57,37,52,72,A,"30% of 82 = 25. Since it decreased, new value = 82 - 25 = 57.",Aptitude,Percentage
"Find the average of these numbers: 48, 11, 90, 89, 44, 41, 56, 29.",54,51,48,52,B,"Sum = 408, Count = 8, Average = 408/8 = 51.",Aptitude,Averages
Is 715 divisible by 5?,Cannot say,Only sometimes,Yes,No,C,"715 ÷ 5 leaves remainder 0, so the answer is Yes.",Aptitude,Divisibility
"A can complete a piece of work in 18 days and B can complete it in 17 days. Working together, how many days will they take (rounded to 2 decimal places)?",9.74,8.74,6.74,9.24,B,Combined rate = 1/18 + 1/17. Time together = (18×17)/(18+17) = 8.74 days.,Aptitude,Time and Work
Find the Compound Interest on ₹10471 at 5% per annum for 2 years (compounded annually).,1123,1173,1093,1073,D,Amount = P(1+R/100)^T = 10471(1+5/100)^2 ≈ ₹11544. CI = Amount − P = ₹1073.,Aptitude,Compound Interest
"A can complete a piece of work in 20 days and B can complete it in 17 days. Working together, how many days will they take (rounded to 2 decimal places)?",7.69,7.19,10.69,9.19,D,Combined rate = 1/20 + 1/17. Time together = (20×17)/(20+17) = 9.19 days.,Aptitude,Time and Work
A quantity of 587 is increased by 40%. What is the new value?,817,802,822,832,C,"40% of 587 = 235. Since it increased, new value = 587 + 235 = 822.",Aptitude,Percentage
"Two numbers are in the ratio 3:7. If their sum is 100, find the larger number.",80,60,70,67,C,Total parts = 3+7 = 10. Each part = 100/10 = 10. Larger number = 7 × 10 = 70.,Aptitude,Ratios
What is the LCM (Least Common Multiple) of 15 and 27?,131,132,138,135,D,"LCM(15,27) = (15×27)/HCF(15,27) = 135.",Aptitude,LCM and HCF
"Two numbers are in the ratio 10:11. If their sum is 147, find the larger number.",74,72,77,62,C,Total parts = 10+11 = 21. Each part = 147/21 = 7. Larger number = 11 × 7 = 77.,Aptitude,Ratios
A shopkeeper buys an item for ₹4564 and sells it at a 50% profit. What is the selling price?,6796,6826,6816,6846,D,Profit amount = 50% of 4564 = ₹2282. Selling price = 4564 + 2282 = ₹6846.,Aptitude,Profit and Loss
What is the HCF (Highest Common Factor) of 89 and 59?,1,5,2,3,A,"HCF(89,59) = 1.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹969 and sells it at a 50% profit. What is the selling price?,1433,1503,1453,1373,C,Profit amount = 50% of 969 = ₹484. Selling price = 969 + 484 = ₹1453.,Aptitude,Profit and Loss
"Find the average of these numbers: 58, 81, 77.",70,69,67,72,D,"Sum = 216, Count = 3, Average = 216/3 = 72.",Aptitude,Averages
A shopkeeper buys an item for ₹462 and sells it at a 25% profit. What is the selling price?,578,598,658,608,A,Profit amount = 25% of 462 = ₹116. Selling price = 462 + 116 = ₹578.,Aptitude,Profit and Loss
Find the Simple Interest on ₹11296 at 8% per annum for 6 years.,5622,5222,5422,5372,C,SI = (P × R × T)/100 = (11296 × 8 × 6)/100 = ₹5422.,Aptitude,Simple Interest
A vehicle travels at 89 km/h for 6 hours. What distance does it cover?,535,536,532,534,D,Distance = Speed × Time = 89 × 6 = 534 km. So the answer is 534 km.,Aptitude,Time and Distance
"Two numbers are in the ratio 2:8. If their sum is 190, find the larger number.",147,162,155,152,D,Total parts = 2+8 = 10. Each part = 190/10 = 19. Larger number = 8 × 19 = 152.,Aptitude,Ratios
Find the Simple Interest on ₹22213 at 8% per annum for 1 years.,1977,1777,1477,1827,B,SI = (P × R × T)/100 = (22213 × 8 × 1)/100 = ₹1777.,Aptitude,Simple Interest
A shopkeeper buys an item for ₹263 and sells it at a 25% profit. What is the selling price?,379,279,329,309,C,Profit amount = 25% of 263 = ₹66. Selling price = 263 + 66 = ₹329.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹3251 and sells it at a 50% profit. What is the selling price?,4877,4927,4957,4827,A,Profit amount = 50% of 3251 = ₹1626. Selling price = 3251 + 1626 = ₹4877.,Aptitude,Profit and Loss
A quantity of 784 is increased by 50%. What is the new value?,1166,1176,1181,1186,B,"50% of 784 = 392. Since it increased, new value = 784 + 392 = 1176.",Aptitude,Percentage
What is the LCM (Least Common Multiple) of 7 and 19?,133,136,132,131,A,"LCM(7,19) = (7×19)/HCF(7,19) = 133.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹655 and sells it at a 15% loss. What is the selling price?,637,477,557,507,C,Loss amount = 15% of 655 = ₹98. Selling price = 655 - 98 = ₹557.,Aptitude,Profit and Loss
Find the Simple Interest on ₹15292 at 6% per annum for 3 years.,2453,2553,2803,2753,D,SI = (P × R × T)/100 = (15292 × 6 × 3)/100 = ₹2753.,Aptitude,Simple Interest
What is the HCF (Highest Common Factor) of 37 and 87?,5,7.0,1,2,C,"HCF(37,87) = 1.",Aptitude,LCM and HCF
"A can complete a piece of work in 13 days and B can complete it in 20 days. Working together, how many days will they take (rounded to 2 decimal places)?",7.88,8.38,5.88,9.38,A,Combined rate = 1/13 + 1/20. Time together = (13×20)/(13+20) = 7.88 days.,Aptitude,Time and Work
A vehicle covers 280 km in 8 hours. What is its speed?,34,37,30,35,D,Distance = Speed × Time = 35 × 8 = 280 km. So the answer is 35 km/h.,Aptitude,Time and Distance
A quantity of 649 is increased by 15%. What is the new value?,741,746,751,736,B,"15% of 649 = 97. Since it increased, new value = 649 + 97 = 746.",Aptitude,Percentage
"Two numbers are in the ratio 7:8. If their sum is 60, find the larger number.",29,32,17,47,B,Total parts = 7+8 = 15. Each part = 60/15 = 4. Larger number = 8 × 4 = 32.,Aptitude,Ratios
A shopkeeper buys an item for ₹3551 and sells it at a 50% profit. What is the selling price?,5297,5247,5327,5277,C,Profit amount = 50% of 3551 = ₹1776. Selling price = 3551 + 1776 = ₹5327.,Aptitude,Profit and Loss
"Find the average of these numbers: 82, 70, 69, 12, 97.",71,61,66,67,C,"Sum = 330, Count = 5, Average = 330/5 = 66.",Aptitude,Averages
A shopkeeper buys an item for ₹2706 and sells it at a 5% loss. What is the selling price?,2591,2521,2571,2651,C,Loss amount = 5% of 2706 = ₹135. Selling price = 2706 - 135 = ₹2571.,Aptitude,Profit and Loss
"Find the average of these numbers: 29, 32, 17.",26,28,31,23,A,"Sum = 78, Count = 3, Average = 78/3 = 26.",Aptitude,Averages
A shopkeeper buys an item for ₹4399 and sells it at a 30% loss. What is the selling price?,2999,3159,3049,3079,D,Loss amount = 30% of 4399 = ₹1320. Selling price = 4399 - 1320 = ₹3079.,Aptitude,Profit and Loss
Find the Compound Interest on ₹15057 at 10% per annum for 3 years (compounded annually).,5084,4984,4834,4934,B,Amount = P(1+R/100)^T = 15057(1+10/100)^3 ≈ ₹20041. CI = Amount − P = ₹4984.,Aptitude,Compound Interest
"Two numbers are in the ratio 4:3. If their sum is 56, find the larger number.",32,42,37,35,A,Total parts = 4+3 = 7. Each part = 56/7 = 8. Larger number = 4 × 8 = 32.,Aptitude,Ratios
"Two numbers are in the ratio 9:7. If their sum is 320, find the larger number.",177,165,170,180,D,Total parts = 9+7 = 16. Each part = 320/16 = 20. Larger number = 9 × 20 = 180.,Aptitude,Ratios
Find the Compound Interest on ₹18575 at 10% per annum for 3 years (compounded annually).,6248,6128,6198,6148,D,Amount = P(1+R/100)^T = 18575(1+10/100)^3 ≈ ₹24723. CI = Amount − P = ₹6148.,Aptitude,Compound Interest
A vehicle covers 672 km in 6 hours. What is its speed?,110,113,114,112,D,Distance = Speed × Time = 112 × 6 = 672 km. So the answer is 112 km/h.,Aptitude,Time and Distance
What is the HCF (Highest Common Factor) of 48 and 93?,7,3,4,5,B,"HCF(48,93) = 3.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹3619 and sells it at a 10% loss. What is the selling price?,3177,3257,3337,3227,B,Loss amount = 10% of 3619 = ₹362. Selling price = 3619 - 362 = ₹3257.,Aptitude,Profit and Loss
"Two numbers are in the ratio 2:6. If their sum is 40, find the larger number.",25,45,15,30,D,Total parts = 2+6 = 8. Each part = 40/8 = 5. Larger number = 6 × 5 = 30.,Aptitude,Ratios
"Find the average of these numbers: 57, 47, 34, 49, 19, 31, 35, 64.",43,39,37,42,D,"Sum = 336, Count = 8, Average = 336/8 = 42.",Aptitude,Averages
What is the HCF (Highest Common Factor) of 24 and 95?,4,1,5,2,B,"HCF(24,95) = 1.",Aptitude,LCM and HCF
Find the Compound Interest on ₹3112 at 10% per annum for 2 years (compounded annually).,604,754,654,634,C,Amount = P(1+R/100)^T = 3112(1+10/100)^2 ≈ ₹3766. CI = Amount − P = ₹654.,Aptitude,Compound Interest
What is the HCF (Highest Common Factor) of 66 and 39?,7,10.0,3,6,C,"HCF(66,39) = 3.",Aptitude,LCM and HCF
Find the Simple Interest on ₹5483 at 4% per annum for 1 years.,219,169,419,519,A,SI = (P × R × T)/100 = (5483 × 4 × 1)/100 = ₹219.,Aptitude,Simple Interest
Find the Compound Interest on ₹16754 at 5% per annum for 2 years (compounded annually).,1717,1697,1767,1737,A,Amount = P(1+R/100)^T = 16754(1+5/100)^2 ≈ ₹18471. CI = Amount − P = ₹1717.,Aptitude,Compound Interest
A shopkeeper buys an item for ₹3404 and sells it at a 50% profit. What is the selling price?,5086,5076,5106,5126,C,Profit amount = 50% of 3404 = ₹1702. Selling price = 3404 + 1702 = ₹5106.,Aptitude,Profit and Loss
Find the Compound Interest on ₹9263 at 10% per annum for 2 years (compounded annually).,2045,1925,1895,1945,D,Amount = P(1+R/100)^T = 9263(1+10/100)^2 ≈ ₹11208. CI = Amount − P = ₹1945.,Aptitude,Compound Interest
"Two numbers are in the ratio 4:12. If their sum is 256, find the larger number.",177,202,192,182,C,Total parts = 4+12 = 16. Each part = 256/16 = 16. Larger number = 12 × 16 = 192.,Aptitude,Ratios
"Find the average of these numbers: 16, 66, 99, 26, 33, 12.",42,41,39,37,A,"Sum = 252, Count = 6, Average = 252/6 = 42.",Aptitude,Averages
Is 158 divisible by 2?,Cannot say,No,Only sometimes,Yes,D,"158 ÷ 2 leaves remainder 0, so the answer is Yes.",Aptitude,Divisibility
A quantity of 547 is increased by 50%. What is the new value?,801,831,811,821,D,"50% of 547 = 274. Since it increased, new value = 547 + 274 = 821.",Aptitude,Percentage
"Find the average of these numbers: 36, 75, 16, 63, 70.",50,52,54,53,B,"Sum = 260, Count = 5, Average = 260/5 = 52.",Aptitude,Averages
Find the Simple Interest on ₹49969 at 12% per annum for 1 years.,6196,5796,6096,5996,D,SI = (P × R × T)/100 = (49969 × 12 × 1)/100 = ₹5996.,Aptitude,Simple Interest
A vehicle covers 384 km in 8 hours. What is its speed?,47,50,48,43,C,Distance = Speed × Time = 48 × 8 = 384 km. So the answer is 48 km/h.,Aptitude,Time and Distance
A quantity of 289 is decreased by 12%. What is the new value?,249,254,234,264,B,"12% of 289 = 35. Since it decreased, new value = 289 - 35 = 254.",Aptitude,Percentage
Is 578 divisible by 5?,Cannot say,Only sometimes,Yes,No,D,"578 ÷ 5 leaves remainder 3, so the answer is No.",Aptitude,Divisibility
"Two numbers are in the ratio 8:2. If their sum is 140, find the larger number.",117,112,115,107,B,Total parts = 8+2 = 10. Each part = 140/10 = 14. Larger number = 8 × 14 = 112.,Aptitude,Ratios
A quantity of 509 is increased by 50%. What is the new value?,763,758,768,778,A,"50% of 509 = 254. Since it increased, new value = 509 + 254 = 763.",Aptitude,Percentage
Find the Simple Interest on ₹46845 at 8% per annum for 1 years.,4048,3948,3748,3698,C,SI = (P × R × T)/100 = (46845 × 8 × 1)/100 = ₹3748.,Aptitude,Simple Interest
"Find the average of these numbers: 60, 65, 72, 52, 63, 36.",61,56,58,63,C,"Sum = 348, Count = 6, Average = 348/6 = 58.",Aptitude,Averages
A shopkeeper buys an item for ₹3316 and sells it at a 50% profit. What is the selling price?,5024,4944,4974,4894,C,Profit amount = 50% of 3316 = ₹1658. Selling price = 3316 + 1658 = ₹4974.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹2986 and sells it at a 20% loss. What is the selling price?,2419,2469,2339,2389,D,Loss amount = 20% of 2986 = ₹597. Selling price = 2986 - 597 = ₹2389.,Aptitude,Profit and Loss
A quantity of 293 is decreased by 30%. What is the new value?,225,210,205,190,C,"30% of 293 = 88. Since it decreased, new value = 293 - 88 = 205.",Aptitude,Percentage
"Two numbers are in the ratio 12:8. If their sum is 100, find the larger number.",75,50,60,65,C,Total parts = 12+8 = 20. Each part = 100/20 = 5. Larger number = 12 × 5 = 60.,Aptitude,Ratios
"A can complete a piece of work in 19 days and B can complete it in 13 days. Working together, how many days will they take (rounded to 2 decimal places)?",5.72,8.22,7.72,6.22,C,Combined rate = 1/19 + 1/13. Time together = (19×13)/(19+13) = 7.72 days.,Aptitude,Time and Work
"Two numbers are in the ratio 11:5. If their sum is 96, find the larger number.",81,71,66,61,C,Total parts = 11+5 = 16. Each part = 96/16 = 6. Larger number = 11 × 6 = 66.,Aptitude,Ratios
What is the LCM (Least Common Multiple) of 6 and 29?,177,174,172,173,B,"LCM(6,29) = (6×29)/HCF(6,29) = 174.",Aptitude,LCM and HCF
A quantity of 653 is decreased by 20%. What is the new value?,532,512,537,522,D,"20% of 653 = 131. Since it decreased, new value = 653 - 131 = 522.",Aptitude,Percentage
A shopkeeper buys an item for ₹1222 and sells it at a 5% loss. What is the selling price?,1161,1181,1141,1191,A,Loss amount = 5% of 1222 = ₹61. Selling price = 1222 - 61 = ₹1161.,Aptitude,Profit and Loss
A quantity of 740 is decreased by 12%. What is the new value?,636,661,651,666,C,"12% of 740 = 89. Since it decreased, new value = 740 - 89 = 651.",Aptitude,Percentage
A shopkeeper buys an item for ₹3495 and sells it at a 40% profit. What is the selling price?,4943,4893,4913,4813,B,Profit amount = 40% of 3495 = ₹1398. Selling price = 3495 + 1398 = ₹4893.,Aptitude,Profit and Loss
"A can complete a piece of work in 16 days and B can complete it in 17 days. Working together, how many days will they take (rounded to 2 decimal places)?",8.24,9.74,10.24,8.74,A,Combined rate = 1/16 + 1/17. Time together = (16×17)/(16+17) = 8.24 days.,Aptitude,Time and Work
"A can complete a piece of work in 5 days and B can complete it in 7 days. Working together, how many days will they take (rounded to 2 decimal places)?",4.42,2.92,0.92,3.92,B,Combined rate = 1/5 + 1/7. Time together = (5×7)/(5+7) = 2.92 days.,Aptitude,Time and Work
"A can complete a piece of work in 14 days and B can complete it in 11 days. Working together, how many days will they take (rounded to 2 decimal places)?",7.16,6.16,7.66,6.66,B,Combined rate = 1/14 + 1/11. Time together = (14×11)/(14+11) = 6.16 days.,Aptitude,Time and Work
Find the Compound Interest on ₹16541 at 5% per annum for 3 years (compounded annually).,2627,2607,2457,2587,B,Amount = P(1+R/100)^T = 16541(1+5/100)^3 ≈ ₹19148. CI = Amount − P = ₹2607.,Aptitude,Compound Interest
"Two numbers are in the ratio 9:5. If their sum is 42, find the larger number.",30,22,27,24,C,Total parts = 9+5 = 14. Each part = 42/14 = 3. Larger number = 9 × 3 = 27.,Aptitude,Ratios
"Two numbers are in the ratio 2:5. If their sum is 105, find the larger number.",60,65,80,75,D,Total parts = 2+5 = 7. Each part = 105/7 = 15. Larger number = 5 × 15 = 75.,Aptitude,Ratios
Find the Simple Interest on ₹49937 at 7% per annum for 1 years.,3296,3546,3496,3446,C,SI = (P × R × T)/100 = (49937 × 7 × 1)/100 = ₹3496.,Aptitude,Simple Interest
Find the Compound Interest on ₹5211 at 10% per annum for 3 years (compounded annually).,1825,1745,1725,1775,C,Amount = P(1+R/100)^T = 5211(1+10/100)^3 ≈ ₹6936. CI = Amount − P = ₹1725.,Aptitude,Compound Interest
Find the Compound Interest on ₹9657 at 20% per annum for 2 years (compounded annually).,4149,4269,4249,4229,C,Amount = P(1+R/100)^T = 9657(1+20/100)^2 ≈ ₹13906. CI = Amount − P = ₹4249.,Aptitude,Compound Interest
What is the LCM (Least Common Multiple) of 26 and 10?,127,128,131,130,D,"LCM(26,10) = (26×10)/HCF(26,10) = 130.",Aptitude,LCM and HCF
