Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
Which article correctly precedes the word 'one-eyed pirate'?,a,no article,the,an,A,"'one-eyed pirate' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Choose the word that is similar in meaning to 'answer':,grave,hazardous,reply,radiant,C,'reply' is similar in meaning to 'answer'.,English Subjects,Synonyms
'create' is a synonym of which word?,careful,make,perfect,right,B,'create' is similar in meaning to 'make'.,English Subjects,Synonyms
Which word is a antonym of 'gather'?,slow,scatter,foolish,defend,B,'scatter' is opposite in meaning to 'gather'.,English Subjects,Antonyms
'leap' is a synonym of which word?,jump,beautiful,expensive,clean,A,'leap' is similar in meaning to 'jump'.,English Subjects,Synonyms
Which word is opposite in meaning to 'false'?,true,push,arrive,full,A,'true' is opposite in meaning to 'false'.,English Subjects,Antonyms
Choose the correct article to fill the blank: '___ vase',an,the,no article,a,D,"'vase' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Choose the word that is similar in meaning to 'rude':,fearless,observe,impolite,assist,C,'impolite' is similar in meaning to 'rude'.,English Subjects,Synonyms
Which word is similar in meaning to 'impolite'?,find,serious,rude,big,C,'rude' is similar in meaning to 'impolite'.,English Subjects,Synonyms
Which word is a synonym of 'talk'?,display,weightless,converse,disapprove,C,'converse' is similar in meaning to 'talk'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'beautiful':,slender,gorgeous,display,fearless,B,'gorgeous' is similar in meaning to 'beautiful'.,English Subjects,Synonyms
'renowned' is a synonym of which word?,famous,common,expensive,sad,A,'renowned' is similar in meaning to 'famous'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'remember':,decrease,forget,false,exclude,B,'forget' is opposite in meaning to 'remember'.,English Subjects,Antonyms
'rude' is a antonym of which word?,polite,permit,praise,brave,A,'rude' is opposite in meaning to 'polite'.,English Subjects,Antonyms
Which statement correctly describes a transitive verb?,"a verb that requires a direct object to complete its meaning, e.g. 'She reads a book.'","a word that names a person, place, thing, or idea","a word that shows the relationship between a noun/pronoun and other words in a sentence, such as in, on, or under","a word or phrase that expresses strong emotion, such as 'Wow!' or 'Ouch!'",A,"By definition, a transitive verb is: a verb that requires a direct object to complete its meaning, e.g. 'She reads a book.'",English Subjects,Parts of Speech
Which word is opposite in meaning to 'end'?,up,full,begin,agree,C,'begin' is opposite in meaning to 'end'.,English Subjects,Antonyms
"Fill in the blank: ______ refers to ""a verb tense used for actions completed at an unspecified time before now, e.g. 'She has walked to school.'"".",the present continuous tense,the simple present tense,the present perfect tense,the past perfect tense,C,"the present perfect tense refers to: a verb tense used for actions completed at an unspecified time before now, e.g. 'She has walked to school.'",English Subjects,Tenses
What is the present continuous tense?,"a verb tense used to describe completed actions in the past, e.g. 'She walked to school.'","a verb tense used for actions that were ongoing in the past, e.g. 'She was walking to school.'","a verb tense used to describe habitual actions or general facts, e.g. 'She walks to school.'","a verb tense used for actions happening right now, e.g. 'She is walking to school.'",D,"the present continuous tense is: a verb tense used for actions happening right now, e.g. 'She is walking to school.'",English Subjects,Tenses
Choose the word that is similar in meaning to 'give':,discover,donate,incorrect,enjoy,B,'donate' is similar in meaning to 'give'.,English Subjects,Synonyms
Choose the correct article to fill the blank: '___ factory',no article,the,an,a,D,"'factory' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Which word is opposite in meaning to 'disagree'?,brave,win,agree,safe,C,'agree' is opposite in meaning to 'disagree'.,English Subjects,Antonyms
Choose the word that is similar in meaning to 'hate':,incorrect,courteous,detest,flawless,C,'detest' is similar in meaning to 'hate'.,English Subjects,Synonyms
'harsh' is a synonym of which word?,ask,perfect,angry,cruel,D,'harsh' is similar in meaning to 'cruel'.,English Subjects,Synonyms
Choose the correct article to fill the blank: '___ nest',a,the,an,no article,A,"'nest' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Which word is similar in meaning to 'grave'?,serious,narrow,build,slow,A,'serious' is similar in meaning to 'grave'.,English Subjects,Synonyms
"Fill in the blank: ______ refers to ""a word that is pronounced the same as another word but has a different meaning or spelling, e.g. 'flower' and 'flour'"".",an interjection,the past perfect tense,alliteration,a homophone,D,"a homophone refers to: a word that is pronounced the same as another word but has a different meaning or spelling, e.g. 'flower' and 'flour'",English Subjects,Vocabulary
Choose the word that is similar in meaning to 'start':,weightless,inquire,discover,initiate,D,'initiate' is similar in meaning to 'start'.,English Subjects,Synonyms
Which word is a synonym of 'dishonest'?,slender,deceitful,quick,injure,B,'deceitful' is similar in meaning to 'dishonest'.,English Subjects,Synonyms
"Fill in the blank: ______ refers to ""a sentence made of two or more independent clauses joined by a conjunction"".",a simple sentence,a complex sentence,a clause,a compound sentence,D,a compound sentence refers to: a sentence made of two or more independent clauses joined by a conjunction,English Subjects,Sentence Structure
'down' is a antonym of which word?,laugh,heavy,safe,up,D,'down' is opposite in meaning to 'up'.,English Subjects,Antonyms
What is a verb?,"a word that expresses an action, occurrence, or state of being","a noun that names a specific person, place, or thing and begins with a capital letter","a noun that cannot be counted and typically has no plural form, such as 'water' or 'information'","a word that names a person, place, thing, or idea",A,"a verb is: a word that expresses an action, occurrence, or state of being",English Subjects,Parts of Speech
'rough' is a antonym of which word?,optimist,smooth,generous,day,B,'rough' is opposite in meaning to 'smooth'.,English Subjects,Antonyms
Which article correctly precedes the word 'mountain'?,no article,the,a,an,C,"'mountain' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
'courageous' is a synonym of which word?,brave,careless,low,thin,A,'courageous' is similar in meaning to 'brave'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'left':,fake,dangerous,right,poor,C,'right' is opposite in meaning to 'left'.,English Subjects,Antonyms
Which word is similar in meaning to 'assist'?,rare,calm,help,polite,C,'help' is similar in meaning to 'assist'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'nervous':,anxious,hazardous,frigid,wealthy,A,'anxious' is similar in meaning to 'nervous'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'polite':,rude,defend,cowardly,destroy,A,'rude' is opposite in meaning to 'polite'.,English Subjects,Antonyms
Choose the correct article to fill the blank: '___ event',the,an,a,no article,B,"'event' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Choose the word that is similar in meaning to 'clean':,distant,powerful,spotless,conclude,C,'spotless' is similar in meaning to 'clean'.,English Subjects,Synonyms
Which word is a antonym of 'day'?,modern,night,rude,right,B,'night' is opposite in meaning to 'day'.,English Subjects,Antonyms
Which word is a synonym of 'famous'?,scorching,peaceful,feeble,renowned,D,'renowned' is similar in meaning to 'famous'.,English Subjects,Synonyms
Which statement correctly describes a phrase?,a sentence with one independent clause and at least one dependent clause,a group of related words that does not contain a subject and verb pair,a sentence with only one independent clause,"the person, place, or thing that performs the action of the verb",B,"By definition, a phrase is: a group of related words that does not contain a subject and verb pair",English Subjects,Sentence Structure
Choose the word that is similar in meaning to 'funny':,halt,impoverished,sluggish,hilarious,D,'hilarious' is similar in meaning to 'funny'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'love':,hate,narrow,reject,light,A,'hate' is opposite in meaning to 'love'.,English Subjects,Antonyms
Which word is similar in meaning to 'flawless'?,help,loud,perfect,high,C,'perfect' is similar in meaning to 'flawless'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'arrive':,right,empty,depart,pull,C,'depart' is opposite in meaning to 'arrive'.,English Subjects,Antonyms
'halt' is a synonym of which word?,slow,old,stop,strong,C,'halt' is similar in meaning to 'stop'.,English Subjects,Synonyms
"Which verb form correctly completes the sentence: ""I ___ lunch when you called.""?",will eat,have eaten,was eating,eat,C,"The sentence requires the Past Continuous form: 'was eating'. Full sentence: ""I was eating lunch when you called.""",English Subjects,Tenses
"Fill in the blank: ______ refers to ""a verb that requires a direct object to complete its meaning, e.g. 'She reads a book.'"".",a transitive verb,a collective noun,an adjective,an uncountable noun,A,"a transitive verb refers to: a verb that requires a direct object to complete its meaning, e.g. 'She reads a book.'",English Subjects,Parts of Speech
Which word is a antonym of 'give'?,pull,poor,take,exclude,C,'take' is opposite in meaning to 'give'.,English Subjects,Antonyms
Choose the correct article to fill the blank: '___ one-eyed pirate',a,no article,an,the,A,"'one-eyed pirate' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Choose the word that is similar in meaning to 'slow':,sluggish,quick,weep,flawless,A,'sluggish' is similar in meaning to 'slow'.,English Subjects,Synonyms
'forbid' is a antonym of which word?,wet,loud,permit,accept,C,'forbid' is opposite in meaning to 'permit'.,English Subjects,Antonyms
Choose the word that is similar in meaning to 'laugh':,near,genuine,chuckle,disapprove,C,'chuckle' is similar in meaning to 'laugh'.,English Subjects,Synonyms
Which word is a synonym of 'useless'?,deceitful,worthless,joyful,commence,B,'worthless' is similar in meaning to 'useless'.,English Subjects,Synonyms
'timid' is a synonym of which word?,real,shy,show,thick,B,'timid' is similar in meaning to 'shy'.,English Subjects,Synonyms
'joyful' is a synonym of which word?,important,keep,nervous,happy,D,'joyful' is similar in meaning to 'happy'.,English Subjects,Synonyms
Which word is a synonym of 'strong'?,silent,harsh,retain,powerful,D,'powerful' is similar in meaning to 'strong'.,English Subjects,Synonyms
Choose the correct article to fill the blank: '___ idea',a,an,the,no article,B,"'idea' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
What is an adjective?,"a word used in place of a noun, such as he, she, it, or they","a noun that names a specific person, place, or thing and begins with a capital letter","a noun that names a general person, place, or thing",a word that describes or modifies a noun,D,an adjective is: a word that describes or modifies a noun,English Subjects,Parts of Speech
Which word is similar in meaning to 'cautious'?,expensive,serious,slow,careful,D,'careful' is similar in meaning to 'cautious'.,English Subjects,Synonyms
'reply' is a synonym of which word?,answer,cheap,old,far,A,'reply' is similar in meaning to 'answer'.,English Subjects,Synonyms
'furious' is a synonym of which word?,hot,rare,angry,begin,C,'furious' is similar in meaning to 'angry'.,English Subjects,Synonyms
'shallow' is a synonym of which word?,dirty,quiet,careless,low,D,'shallow' is similar in meaning to 'low'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'optimist':,innocent,export,low,pessimist,D,'pessimist' is opposite in meaning to 'optimist'.,English Subjects,Antonyms
Choose the word that is opposite in meaning to 'light':,sad,hate,forget,dark,D,'dark' is opposite in meaning to 'light'.,English Subjects,Antonyms
"Which term matches this description: ""a verb tense used to describe habitual actions or general facts, e.g. 'She walks to school.'""?",the past perfect tense,the simple past tense,the simple present tense,the past continuous tense,C,"The description matches the simple present tense: a verb tense used to describe habitual actions or general facts, e.g. 'She walks to school.'",English Subjects,Tenses
Which word is a synonym of 'lose'?,misplace,wealthy,renowned,courageous,A,'misplace' is similar in meaning to 'lose'.,English Subjects,Synonyms
'defeat' is a antonym of which word?,victory,push,rich,ancient,A,'defeat' is opposite in meaning to 'victory'.,English Subjects,Antonyms
Which word is similar in meaning to 'grab'?,fake,slow,happy,take,D,'take' is similar in meaning to 'grab'.,English Subjects,Synonyms
Choose the correct article to fill the blank: '___ mango',an,a,no article,the,B,"'mango' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Choose the word that is similar in meaning to 'hurt':,sorrowful,frigid,quick,injure,D,'injure' is similar in meaning to 'hurt'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'gather':,fail,scatter,stingy,shrink,B,'scatter' is opposite in meaning to 'gather'.,English Subjects,Antonyms
Which word is a synonym of 'new'?,correct,modern,hazardous,slender,B,'modern' is similar in meaning to 'new'.,English Subjects,Synonyms
Which word is a synonym of 'stupid'?,foolish,peaceful,vacant,slim,A,'foolish' is similar in meaning to 'stupid'.,English Subjects,Synonyms
Which word is a synonym of 'dangerous'?,discover,shallow,distant,hazardous,D,'hazardous' is similar in meaning to 'dangerous'.,English Subjects,Synonyms
'arrogant' is a antonym of which word?,clean,humble,accept,generous,B,'arrogant' is opposite in meaning to 'humble'.,English Subjects,Antonyms
Choose the word that is similar in meaning to 'careful':,counterfeit,joyful,cautious,weightless,C,'cautious' is similar in meaning to 'careful'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'begin':,innocent,end,fake,decrease,B,'end' is opposite in meaning to 'begin'.,English Subjects,Antonyms
Choose the word that is similar in meaning to 'jump':,foolish,leap,broad,shatter,B,'leap' is similar in meaning to 'jump'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'build':,construct,discover,filthy,stroll,A,'construct' is similar in meaning to 'build'.,English Subjects,Synonyms
Which word is similar in meaning to 'scorching'?,easy,hot,help,small,B,'hot' is similar in meaning to 'scorching'.,English Subjects,Synonyms
"Fill in the blank: ______ refers to ""a word that expresses an action, occurrence, or state of being"".",a verb,a countable noun,a conjunction,an article,A,"a verb refers to: a word that expresses an action, occurrence, or state of being",English Subjects,Parts of Speech
Which statement correctly describes a subject in a sentence?,a sentence with one independent clause and at least one dependent clause,the part of a sentence that contains the verb and gives information about the subject,"the person, place, or thing that performs the action of the verb",a group of related words that does not contain a subject and verb pair,C,"By definition, a subject in a sentence is: the person, place, or thing that performs the action of the verb",English Subjects,Sentence Structure
'minor' is a antonym of which word?,open,early,interior,major,D,'minor' is opposite in meaning to 'major'.,English Subjects,Antonyms
'discover' is a synonym of which word?,find,wrong,look,dislike,A,'discover' is similar in meaning to 'find'.,English Subjects,Synonyms
Which statement correctly describes an uncountable noun?,"a word that shows the relationship between a noun/pronoun and other words in a sentence, such as in, on, or under","a noun that cannot be counted and typically has no plural form, such as 'water' or 'information'",a word that describes or modifies a noun,"a noun that names a general person, place, or thing",B,"By definition, an uncountable noun is: a noun that cannot be counted and typically has no plural form, such as 'water' or 'information'",English Subjects,Parts of Speech
Which word is a antonym of 'remember'?,dark,forget,modern,dirty,B,'forget' is opposite in meaning to 'remember'.,English Subjects,Antonyms
Which article correctly precedes the word 'MBA graduate'?,an,a,no article,the,A,"'MBA graduate' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Which word is opposite in meaning to 'depart'?,arrive,big,raise,full,A,'arrive' is opposite in meaning to 'depart'.,English Subjects,Antonyms
'significant' is a synonym of which word?,stop,important,like,rare,B,'significant' is similar in meaning to 'important'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'make':,create,large,uncommon,slim,A,'create' is similar in meaning to 'make'.,English Subjects,Synonyms
"Identify the correctly completed sentence's tense: ""She walks to the market every day."" — which tense is used?",Simple Present,Present Continuous,Past Perfect,Present Perfect,A,"The sentence ""She walks to the market every day."" is written in the Simple Present tense.",English Subjects,Tenses
Choose the word that is opposite in meaning to 'wet':,dry,modern,arrogant,soft,A,'dry' is opposite in meaning to 'wet'.,English Subjects,Antonyms
'impolite' is a synonym of which word?,hot,strong,rude,begin,C,'impolite' is similar in meaning to 'rude'.,English Subjects,Synonyms
Which article correctly precedes the word 'table'?,the,no article,an,a,D,"'table' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
What is the simple present tense?,"a verb tense used for actions completed before another past action, e.g. 'She had walked to school before it rained.'","a verb tense used for actions that were ongoing in the past, e.g. 'She was walking to school.'","a verb tense used to describe actions that will happen, e.g. 'She will walk to school.'","a verb tense used to describe habitual actions or general facts, e.g. 'She walks to school.'",D,"the simple present tense is: a verb tense used to describe habitual actions or general facts, e.g. 'She walks to school.'",English Subjects,Tenses
What is an indirect (reported) speech sentence?,"a verb that does not require a direct object, e.g. 'She sleeps.'","a word that expresses an action, occurrence, or state of being","a phrase whose meaning cannot be understood from the individual words, e.g. 'break the ice'",a sentence that reports what someone said without using their exact words,D,an indirect (reported) speech sentence is: a sentence that reports what someone said without using their exact words,English Subjects,Speech
Choose the word that is similar in meaning to 'common':,ordinary,weep,distant,shatter,A,'ordinary' is similar in meaning to 'common'.,English Subjects,Synonyms
"Which verb form correctly completes the sentence: ""By the time we arrived, the movie ___.""?",has started,starts,had started,started,C,"The sentence requires the Past Perfect form: 'had started'. Full sentence: ""By the time we arrived, the movie had started.""",English Subjects,Tenses
Which statement correctly describes alliteration?,a word that is spelled and/or pronounced the same as another word but has a different meaning,a word that has the same or nearly the same meaning as another word,"a noun that names a specific person, place, or thing and begins with a capital letter","the repetition of the same initial consonant sound in nearby words, e.g. 'she sells seashells'",D,"By definition, alliteration is: the repetition of the same initial consonant sound in nearby words, e.g. 'she sells seashells'",English Subjects,Literary Devices
'dark' is a antonym of which word?,early,raise,include,light,D,'dark' is opposite in meaning to 'light'.,English Subjects,Antonyms
Which word is similar in meaning to 'accurate'?,true,difficult,far,cruel,A,'true' is similar in meaning to 'accurate'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'safe':,dangerous,light,sell,hate,A,'dangerous' is opposite in meaning to 'safe'.,English Subjects,Antonyms
Which word is a antonym of 'increase'?,quiet,sad,decrease,night,C,'decrease' is opposite in meaning to 'increase'.,English Subjects,Antonyms
Which word is a antonym of 'rich'?,dark,end,soft,poor,D,'poor' is opposite in meaning to 'rich'.,English Subjects,Antonyms
Choose the correct article to fill the blank: '___ computer',no article,an,the,a,D,"'computer' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Choose the word that is similar in meaning to 'strong':,shallow,powerful,sorrowful,flawless,B,'powerful' is similar in meaning to 'strong'.,English Subjects,Synonyms
"Which term matches this description: ""a word that shows the relationship between a noun/pronoun and other words in a sentence, such as in, on, or under""?",a common noun,an adjective,a preposition,a pronoun,C,"The description matches a preposition: a word that shows the relationship between a noun/pronoun and other words in a sentence, such as in, on, or under",English Subjects,Parts of Speech
Which word is a synonym of 'empty'?,observe,stroll,vacant,initiate,C,'vacant' is similar in meaning to 'empty'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'begin':,leap,correct,feeble,commence,D,'commence' is similar in meaning to 'begin'.,English Subjects,Synonyms
Which article correctly precedes the word 'apple'?,the,an,no article,a,B,"'apple' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
What is a modal verb?,"a word or phrase that expresses strong emotion, such as 'Wow!' or 'Ouch!'","an auxiliary verb that expresses necessity, possibility, or ability, such as can, could, must, or should","a verb that does not require a direct object, e.g. 'She sleeps.'",a noun that can be counted and has both singular and plural forms,B,"a modal verb is: an auxiliary verb that expresses necessity, possibility, or ability, such as can, could, must, or should",English Subjects,Parts of Speech
Choose the word that is similar in meaning to 'empty':,conclude,vacant,deceitful,powerful,B,'vacant' is similar in meaning to 'empty'.,English Subjects,Synonyms
"Which term matches this description: ""a word that modifies a verb, adjective, or another adverb, often describing how, when, or where""?",an adverb,a countable noun,an interjection,a conjunction,A,"The description matches an adverb: a word that modifies a verb, adjective, or another adverb, often describing how, when, or where",English Subjects,Parts of Speech
Choose the word that is similar in meaning to 'low':,shallow,observe,incorrect,broad,A,'shallow' is similar in meaning to 'low'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'easy':,stroll,antique,untrue,simple,D,'simple' is similar in meaning to 'easy'.,English Subjects,Synonyms
Which word is a synonym of 'dirty'?,distant,filthy,dash,gentle,B,'filthy' is similar in meaning to 'dirty'.,English Subjects,Synonyms
"Fill in the blank: ______ refers to ""a verb tense used to describe habitual actions or general facts, e.g. 'She walks to school.'"".",the simple past tense,the present perfect tense,the simple present tense,the past perfect tense,C,"the simple present tense refers to: a verb tense used to describe habitual actions or general facts, e.g. 'She walks to school.'",English Subjects,Tenses
"Complete the sentence correctly: ""They ___ football yesterday.""",are playing,will play,played,play,C,"The sentence requires the Simple Past form: 'played'. Full sentence: ""They played football yesterday.""",English Subjects,Tenses
What is a collective noun?,"a word used in place of a noun, such as he, she, it, or they","a noun that cannot be counted and typically has no plural form, such as 'water' or 'information'","a noun that refers to a group of people or things, such as 'team' or 'flock'","a verb that requires a direct object to complete its meaning, e.g. 'She reads a book.'",C,"a collective noun is: a noun that refers to a group of people or things, such as 'team' or 'flock'",English Subjects,Parts of Speech
"Which term matches this description: ""a word (a, an, the) used before a noun to specify definiteness""?",a common noun,a modal verb,a preposition,an article,D,"The description matches an article: a word (a, an, the) used before a noun to specify definiteness",English Subjects,Parts of Speech
Choose the word that is similar in meaning to 'wide':,broad,beneficial,worthless,deceitful,A,'broad' is similar in meaning to 'wide'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'cruel':,large,challenging,harsh,commence,C,'harsh' is similar in meaning to 'cruel'.,English Subjects,Synonyms
Which word is similar in meaning to 'massive'?,heavy,slow,honest,thick,A,'heavy' is similar in meaning to 'massive'.,English Subjects,Synonyms
Which word is similar in meaning to 'donate'?,give,start,dirty,walk,A,'give' is similar in meaning to 'donate'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'increase':,old,dry,decrease,fake,C,'decrease' is opposite in meaning to 'increase'.,English Subjects,Antonyms
What is a countable noun?,a noun that can be counted and has both singular and plural forms,"a verb that does not require a direct object, e.g. 'She sleeps.'","a word that expresses an action, occurrence, or state of being","a noun that names a specific person, place, or thing and begins with a capital letter",A,a countable noun is: a noun that can be counted and has both singular and plural forms,English Subjects,Parts of Speech
'challenging' is a synonym of which word?,dangerous,difficult,show,ancient,B,'challenging' is similar in meaning to 'difficult'.,English Subjects,Synonyms
"Which verb form correctly completes the sentence: ""They ___ dinner when the power went out.""?",have,will have,had,were having,D,"The sentence requires the Past Continuous form: 'were having'. Full sentence: ""They were having dinner when the power went out.""",English Subjects,Tenses
"Identify the correctly completed sentence's tense: ""She had written the letter before he arrived."" — which tense is used?",Present Continuous,Simple Present,Past Continuous,Past Perfect,D,"The sentence ""She had written the letter before he arrived."" is written in the Past Perfect tense.",English Subjects,Tenses
'genuine' is a synonym of which word?,real,nervous,serious,smart,A,'genuine' is similar in meaning to 'real'.,English Subjects,Synonyms
'take' is a antonym of which word?,open,advance,brave,give,D,'take' is opposite in meaning to 'give'.,English Subjects,Antonyms
Which word is opposite in meaning to 'pull'?,push,attack,major,day,A,'push' is opposite in meaning to 'pull'.,English Subjects,Antonyms
Which word is a antonym of 'strong'?,complex,weak,right,dry,B,'weak' is opposite in meaning to 'strong'.,English Subjects,Antonyms
Which word is similar in meaning to 'counterfeit'?,common,fake,stupid,slow,B,'fake' is similar in meaning to 'counterfeit'.,English Subjects,Synonyms
What is a homophone?,"a word that is pronounced the same as another word but has a different meaning or spelling, e.g. 'flower' and 'flour'","a verb tense used to describe completed actions in the past, e.g. 'She walked to school.'","a noun that refers to a group of people or things, such as 'team' or 'flock'","an auxiliary verb that expresses necessity, possibility, or ability, such as can, could, must, or should",A,"a homophone is: a word that is pronounced the same as another word but has a different meaning or spelling, e.g. 'flower' and 'flour'",English Subjects,Vocabulary
Choose the word that is similar in meaning to 'shy':,ordinary,timid,silent,deceitful,B,'timid' is similar in meaning to 'shy'.,English Subjects,Synonyms
"Which term matches this description: ""a sentence in which the subject receives the action, e.g. 'The mouse was chased by the cat.'""?",a passive voice sentence,a homonym,the present continuous tense,a noun,A,"The description matches a passive voice sentence: a sentence in which the subject receives the action, e.g. 'The mouse was chased by the cat.'",English Subjects,Voice
What is personification?,"a figure of speech giving human qualities to non-human things, e.g. 'The wind whispered'",the part of a sentence that contains the verb and gives information about the subject,"a word or phrase that expresses strong emotion, such as 'Wow!' or 'Ouch!'","a sentence in which the subject performs the action, e.g. 'The cat chased the mouse.'",A,"personification is: a figure of speech giving human qualities to non-human things, e.g. 'The wind whispered'",English Subjects,Literary Devices
'intelligent' is a synonym of which word?,easy,stupid,useless,smart,D,'intelligent' is similar in meaning to 'smart'.,English Subjects,Synonyms
"Fill in the blank: ______ refers to ""a figure of speech that compares two things using 'like' or 'as', e.g. 'as brave as a lion'"".",a modal verb,a countable noun,the present continuous tense,a simile,D,"a simile refers to: a figure of speech that compares two things using 'like' or 'as', e.g. 'as brave as a lion'",English Subjects,Literary Devices
What is alliteration?,"the person, place, or thing that performs the action of the verb","a noun that names a general person, place, or thing","a verb tense used for actions happening right now, e.g. 'She is walking to school.'","the repetition of the same initial consonant sound in nearby words, e.g. 'she sells seashells'",D,"alliteration is: the repetition of the same initial consonant sound in nearby words, e.g. 'she sells seashells'",English Subjects,Literary Devices
Which word is a synonym of 'full'?,complete,construct,ancient,quick,A,'complete' is similar in meaning to 'full'.,English Subjects,Synonyms
Which word is opposite in meaning to 'private'?,strong,day,public,wide,C,'public' is opposite in meaning to 'private'.,English Subjects,Antonyms
Which article correctly precedes the word 'kite'?,the,no article,an,a,D,"'kite' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Which word is a synonym of 'show'?,noisy,feeble,halt,display,D,'display' is similar in meaning to 'show'.,English Subjects,Synonyms
Which word is a synonym of 'beautiful'?,harsh,chuckle,foolish,gorgeous,D,'gorgeous' is similar in meaning to 'beautiful'.,English Subjects,Synonyms
'purchase' is a synonym of which word?,useful,run,difficult,buy,D,'purchase' is similar in meaning to 'buy'.,English Subjects,Synonyms
"Which term matches this description: ""a verb tense used to describe completed actions in the past, e.g. 'She walked to school.'""?",the simple past tense,the present perfect tense,the past continuous tense,the present continuous tense,A,"The description matches the simple past tense: a verb tense used to describe completed actions in the past, e.g. 'She walked to school.'",English Subjects,Tenses
Which article correctly precedes the word 'elephant'?,a,the,an,no article,C,"'elephant' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Which word is opposite in meaning to 'sad'?,genuine,young,happy,optimist,C,'happy' is opposite in meaning to 'sad'.,English Subjects,Antonyms
Choose the word that is similar in meaning to 'find':,peaceful,hazardous,discover,weep,C,'discover' is similar in meaning to 'find'.,English Subjects,Synonyms
Which word is a synonym of 'wrong'?,sluggish,dim,incorrect,shatter,C,'incorrect' is similar in meaning to 'wrong'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'major':,defend,minor,dry,down,B,'minor' is opposite in meaning to 'major'.,English Subjects,Antonyms
Choose the word that is opposite in meaning to 'big':,small,closed,dirty,decrease,A,'small' is opposite in meaning to 'big'.,English Subjects,Antonyms
Choose the word that is similar in meaning to 'narrow':,slim,frigid,cunning,assist,A,'slim' is similar in meaning to 'narrow'.,English Subjects,Synonyms
Which statement correctly describes a homonym?,"a noun that cannot be counted and typically has no plural form, such as 'water' or 'information'",a sentence with only one independent clause,"a noun that names a specific person, place, or thing and begins with a capital letter",a word that is spelled and/or pronounced the same as another word but has a different meaning,D,"By definition, a homonym is: a word that is spelled and/or pronounced the same as another word but has a different meaning",English Subjects,Vocabulary
Which word is a antonym of 'up'?,down,retreat,forget,take,A,'down' is opposite in meaning to 'up'.,English Subjects,Antonyms
Which word is similar in meaning to 'broad'?,wide,dislike,narrow,dark,A,'wide' is similar in meaning to 'broad'.,English Subjects,Synonyms
Which word is a synonym of 'clever'?,sorrowful,reply,cunning,display,C,'cunning' is similar in meaning to 'clever'.,English Subjects,Synonyms
'scorching' is a synonym of which word?,high,expensive,hot,make,C,'scorching' is similar in meaning to 'hot'.,English Subjects,Synonyms
'deceitful' is a synonym of which word?,dishonest,clean,talk,build,A,'deceitful' is similar in meaning to 'dishonest'.,English Subjects,Synonyms
'anxious' is a synonym of which word?,real,nervous,polite,fast,B,'anxious' is similar in meaning to 'nervous'.,English Subjects,Synonyms
"Fill in the blank: ______ refers to ""a group of related words that does not contain a subject and verb pair"".",a subject in a sentence,a clause,a complex sentence,a phrase,D,a phrase refers to: a group of related words that does not contain a subject and verb pair,English Subjects,Sentence Structure
Which word is a synonym of 'cruel'?,filthy,retain,harsh,cunning,C,'harsh' is similar in meaning to 'cruel'.,English Subjects,Synonyms
"Fill in the blank: ______ refers to ""a sentence that reports what someone said without using their exact words"".",the simple past tense,a conjunction,an indirect (reported) speech sentence,a common noun,C,an indirect (reported) speech sentence refers to: a sentence that reports what someone said without using their exact words,English Subjects,Speech
Which word is similar in meaning to 'inquire'?,useful,ask,cry,poor,B,'ask' is similar in meaning to 'inquire'.,English Subjects,Synonyms
'tiny' is a synonym of which word?,end,nervous,serious,small,D,'tiny' is similar in meaning to 'small'.,English Subjects,Synonyms
