Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
What is the Space Race?,the British Prime Minister who led the United Kingdom through most of World War II,the Cold War-era competition between the USA and USSR to achieve spaceflight milestones,the movement and legal process that ended the legal institution of slavery in various countries during the 18th and 19th centuries,the British monarch whose long reign (1837-1901) is associated with significant industrial and colonial expansion,B,the Space Race is: the Cold War-era competition between the USA and USSR to achieve spaceflight milestones,History,Modern History
What is the Simon Commission?,"a British commission sent to India in 1928 to review constitutional reforms, boycotted for having no Indian members",an Indian revolutionary executed by the British at a young age for his role in the independence movement,an Indian soldier whose actions are often considered to have sparked the 1857 rebellion against British rule,"a controversial administrative division of the Bengal Presidency by the British, later reversed in 1911",A,"the Simon Commission is: a British commission sent to India in 1928 to review constitutional reforms, boycotted for having no Indian members",History,Indian History
"Fill in the blank: ______ refers to ""a land revenue system introduced by the British in Bengal, fixing revenue rates paid by zamindars"".",the partition riots of 1947,the Permanent Settlement,Sardar Vallabhbhai Patel,the term 'Purna Swaraj',B,"the Permanent Settlement refers to: a land revenue system introduced by the British in Bengal, fixing revenue rates paid by zamindars",History,Indian History
What is The Indian Rebellion of 1857?,"the event marking the collapse of the barrier dividing East and West Berlin, symbolising the end of the Cold War","a major uprising against British East India Company rule, also called the First War of Independence",a series of revolutions that led to the collapse of the Russian Empire and the rise of the Soviet Union,the document by which the thirteen American colonies declared independence from Britain,B,"The Indian Rebellion of 1857 refers to: a major uprising against British East India Company rule, also called the First War of Independence.",History,Indian History
Which statement correctly describes the Marshall Plan?,"the 1919 treaty that formally ended World War I, imposing heavy penalties on Germany",a US programme providing economic aid to help rebuild Western European economies after World War II,a 1955 conference of Asian and African states promoting economic and cultural cooperation and opposing colonialism,"the last leader of the Soviet Union, known for his policies of glasnost and perestroika",B,"By definition, the Marshall Plan is: a US programme providing economic aid to help rebuild Western European economies after World War II",History,Modern History
In which year did The Crusades take place (approximately)?,1095,1045,1145,1075,A,The Crusades took place in approximately 1095.,History,Medieval History
What is the Harappan seals?,"a South Indian empire known for its patronage of art and architecture, with its capital at Hampi","artefacts from the Indus Valley Civilisation featuring inscriptions and animal motifs, still not fully deciphered",a powerful South Indian dynasty known for its naval power and administrative innovations,"a Carthaginian general famous for leading his army, including war elephants, across the Alps to invade Italy",B,"the Harappan seals is: artefacts from the Indus Valley Civilisation featuring inscriptions and animal motifs, still not fully deciphered",History,Ancient History
"Which term matches this description: ""a Chinese dynasty known for expanding trade along the Silk Road and advancing science and culture""?",the ancient Egyptian civilisation,Alexander the Great,the ancient city of Pataliputra,the Han Dynasty,D,The description matches the Han Dynasty: a Chinese dynasty known for expanding trade along the Silk Road and advancing science and culture,History,Ancient History
"Which term matches this description: ""a group of states not formally aligned with or against any major power bloc during the Cold War, co-founded by India""?",Tipu Sultan,Benito Mussolini,the Non-Aligned Movement,Adolf Hitler,C,"The description matches the Non-Aligned Movement: a group of states not formally aligned with or against any major power bloc during the Cold War, co-founded by India",History,Modern History
What is the League of Nations?,an Italian explorer whose voyages across the Atlantic led to European awareness of the Americas,the ruler of the Kingdom of Mysore known for his resistance against British expansion in India,"an international organisation founded after World War I to maintain world peace, later succeeded by the United Nations","the leader of the Soviet Union from the mid-1920s until 1953, known for his totalitarian rule",C,"the League of Nations is: an international organisation founded after World War I to maintain world peace, later succeeded by the United Nations",History,Modern History
What is the Non-Aligned Movement's founders?,a system of institutionalised racial segregation that existed in South Africa until the early 1990s,"a 1945 meeting between the leaders of the US, UK, and Soviet Union to plan the post-war reorganisation of Europe",a period during which European powers explored and colonised previously unknown parts of the world,"co-founded by leaders including Jawaharlal Nehru of India, Josip Broz Tito of Yugoslavia, and Gamal Abdel Nasser of Egypt",D,"the Non-Aligned Movement's founders is: co-founded by leaders including Jawaharlal Nehru of India, Josip Broz Tito of Yugoslavia, and Gamal Abdel Nasser of Egypt",History,Modern History
"Which term matches this description: ""the founder of the Maurya Empire, one of the largest empires in ancient Indian history""?",Chandragupta Maurya,Subhas Chandra Bose,Dr. Manmohan Singh,Maharaja Ranjit Singh,A,"The description matches Chandragupta Maurya: the founder of the Maurya Empire, one of the largest empires in ancient Indian history",History,Indian History
What is Mangal Pandey?,an Indian nationalist leader who formed the Indian National Army to fight against British rule,"an ancient Indian teacher, philosopher, and strategist who authored the Arthashastra and mentored Chandragupta Maurya",a British Viceroy of India known for the controversial 1905 partition of Bengal,an Indian soldier whose actions are often considered to have sparked the 1857 rebellion against British rule,D,Mangal Pandey is: an Indian soldier whose actions are often considered to have sparked the 1857 rebellion against British rule,History,Indian History
What is the Vietnam War?,"a prolonged conflict in Vietnam involving US intervention, ending in 1975 with communist victory",the first President of the United States and commander of the Continental Army during the American Revolutionary War,the genocide of six million European Jews and millions of others by Nazi Germany during World War II,"the 1944 Allied invasion of Normandy, France, a major turning point in the campaign to liberate Western Europe in World War II",A,"the Vietnam War is: a prolonged conflict in Vietnam involving US intervention, ending in 1975 with communist victory",History,Modern History
What is decolonisation?,"the process by which colonies gained independence from European colonial powers, especially after World War II",the US President during the 1980s known for his role in the later stages of the Cold War,a series of conflicts between the Kingdom of Mysore and the British East India Company,the Cold War-era competition between the USA and USSR to achieve spaceflight milestones,A,"decolonisation is: the process by which colonies gained independence from European colonial powers, especially after World War II",History,Modern History
Which statement correctly describes Rajiv Gandhi?,a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers,"India's Prime Minister from 1984 to 1989, known for promoting technology and telecommunications reforms","held on 26 January 1950, marking the enforcement of the Constitution of India",a principle of nonviolence central to Gandhi's philosophy and several Indian religious traditions,B,"By definition, Rajiv Gandhi is: India's Prime Minister from 1984 to 1989, known for promoting technology and telecommunications reforms",History,Indian History
Which statement correctly describes the Hellenistic period?,a powerful South Indian dynasty known for its naval power and administrative innovations,"the period following Alexander the Great's conquests, marked by the spread of Greek culture across Asia and Africa",built over centuries by various Chinese dynasties to protect against invasions from the north,a Gupta emperor whose reign is considered part of the golden age of ancient India,B,"By definition, the Hellenistic period is: the period following Alexander the Great's conquests, marked by the spread of Greek culture across Asia and Africa",History,Ancient History
"Which term matches this description: ""a period of renewed interest in art, science, and classical learning that began in Italy and spread across Europe""?",the Renaissance,Genghis Khan,the Knights Templar,Charlemagne,A,"The description matches the Renaissance: a period of renewed interest in art, science, and classical learning that began in Italy and spread across Europe",History,Medieval History
Which event happened closest to the year 1919?,India's Independence,The establishment of the Mughal Empire,The Jallianwala Bagh massacre,World War I,C,The Jallianwala Bagh massacre occurred in approximately 1919.,History,Indian History
What is the Delhi Sultanate?,"the founder of Sikhism, born in the 15th century in the Punjab region",a series of Muslim dynasties that ruled large parts of India from the 13th to 16th centuries,a 15th-century Indian mystic poet whose verses emphasised unity between Hindu and Muslim traditions,a hierarchical system involving daimyo lords and samurai warriors,B,the Delhi Sultanate is: a series of Muslim dynasties that ruled large parts of India from the 13th to 16th centuries,History,Medieval History
"Which term matches this description: ""an Indian freedom fighter, part of the 'Lal Bal Pal' trio, who died from injuries sustained during a protest""?",Lala Lajpat Rai,the 1971 Indo-Pak War,the British Raj,the Government of India Act 1858,A,"The description matches Lala Lajpat Rai: an Indian freedom fighter, part of the 'Lal Bal Pal' trio, who died from injuries sustained during a protest",History,Indian History
"Which historical event is described as: ""the document by which the thirteen American colonies declared independence from Britain""?",The fall of the Western Roman Empire,The signing of the Indian Constitution,The American Declaration of Independence,The Jallianwala Bagh massacre,C,This describes The American Declaration of Independence: the document by which the thirteen American colonies declared independence from Britain.,History,Modern History
"Which historical event is described as: ""the traditional founding date of the city of Rome, according to Roman legend""?",The beginning of the Renaissance,The founding of the United Nations,The founding of Rome,The reign of Akbar,C,"This describes The founding of Rome: the traditional founding date of the city of Rome, according to Roman legend.",History,Ancient History
What is Julius Caesar?,"a South American civilisation known for Machu Picchu and an extensive road network, conquered by the Spanish",a Roman general and statesman who played a critical role in the transformation of the Roman Republic into the Roman Empire,"an ancient network of trade routes connecting East and West, facilitating trade between China, India, and Europe","the period following Alexander the Great's conquests, marked by the spread of Greek culture across Asia and Africa",B,Julius Caesar is: a Roman general and statesman who played a critical role in the transformation of the Roman Republic into the Roman Empire,History,Ancient History
"Which historical event is described as: ""a religious movement initiated by Martin Luther that led to a major split within Christianity""?",The partition of India,The Protestant Reformation,The fall of the Berlin Wall,The American Civil War,B,This describes The Protestant Reformation: a religious movement initiated by Martin Luther that led to a major split within Christianity.,History,Medieval History
"Which term matches this description: ""the Indian Prime Minister who initiated major economic liberalisation reforms in 1991""?",the Permanent Settlement,the Simon Commission,Akbar the Great,P.V. Narasimha Rao,D,The description matches P.V. Narasimha Rao: the Indian Prime Minister who initiated major economic liberalisation reforms in 1991,History,Indian History
What is the Qin Dynasty?,the dynasty that first unified China and began construction of the Great Wall,an ancient Chinese philosopher whose teachings on morality and relationships shaped East Asian culture,a Chinese dynasty known for expanding trade along the Silk Road and advancing science and culture,an ancient Greek philosopher considered one of the founders of Western philosophy,A,the Qin Dynasty is: the dynasty that first unified China and began construction of the Great Wall,History,Ancient History
"Which historical event is described as: ""a period of major industrialization and innovation that began in Britain and transformed manufacturing""?",The Dandi Salt March,The voyage of Christopher Columbus,The Quit India Movement,The Industrial Revolution,D,This describes The Industrial Revolution: a period of major industrialization and innovation that began in Britain and transformed manufacturing.,History,Modern History
"Fill in the blank: ______ refers to ""a medieval European social and economic system based on land ownership and obligations between lords and vassals"".",the Domesday Book,the Delhi Sultanate,the Great Schism,feudalism,D,feudalism refers to: a medieval European social and economic system based on land ownership and obligations between lords and vassals,History,Medieval History
"Fill in the blank: ______ refers to ""an ancient Chinese philosopher whose teachings on morality and relationships shaped East Asian culture"".",the Vedic period,Mohenjo-daro,the Sangam period,Confucius,D,Confucius refers to: an ancient Chinese philosopher whose teachings on morality and relationships shaped East Asian culture,History,Ancient History
What is Socrates?,built over centuries by various Chinese dynasties to protect against invasions from the north,a Roman general and statesman who played a critical role in the transformation of the Roman Republic into the Roman Empire,an ancient Greek philosopher considered one of the founders of Western philosophy,"an ancient network of trade routes connecting East and West, facilitating trade between China, India, and Europe",C,Socrates is: an ancient Greek philosopher considered one of the founders of Western philosophy,History,Ancient History
"Fill in the blank: ______ refers to ""a 1962 border war fought between India and China in the Himalayan region"".",the Sino-Indian War,the Ryotwari system,the Swadeshi Movement,the Ahmedabad Mill Strike,A,the Sino-Indian War refers to: a 1962 border war fought between India and China in the Himalayan region,History,Indian History
What is Jawaharlal Nehru?,"India's first Prime Minister, who served from 1947 until his death in 1964",a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers,the British Act of Parliament that partitioned British India and granted independence to India and Pakistan,"India's first female Prime Minister, who served two terms and was known for major political decisions including the Emergency",A,"Jawaharlal Nehru is: India's first Prime Minister, who served from 1947 until his death in 1964",History,Indian History
What is Chandragupta II?,"the capital of the Maurya and Gupta empires, located near modern-day Patna",a Gupta emperor whose reign is considered part of the golden age of ancient India,"an ancient Mesoamerican civilisation known for advanced writing, astronomy, and calendar systems","one of the world's earliest civilisations, known for the pyramids, hieroglyphics, and pharaohs",B,Chandragupta II is: a Gupta emperor whose reign is considered part of the golden age of ancient India,History,Ancient History
"Which term matches this description: ""a period of geopolitical tension between the United States and the Soviet Union, roughly from 1947 to 1991""?",Otto von Bismarck,the United Nations' founding,the Cold War,the Potsdam Conference,C,"The description matches the Cold War: a period of geopolitical tension between the United States and the Soviet Union, roughly from 1947 to 1991",History,Modern History
"Which term matches this description: ""an ancient Greek philosopher considered one of the founders of Western philosophy""?",Julius Caesar,Harappa,Socrates,the Trojan War,C,The description matches Socrates: an ancient Greek philosopher considered one of the founders of Western philosophy,History,Ancient History
What is The Russian Revolution?,"the conclusion of a prolonged conflict in Vietnam, ending with the fall of Saigon",Johannes Gutenberg's invention that revolutionised the spread of information across Europe,"the date the Constituent Assembly adopted India's Constitution, which came into effect on 26 January 1950",a series of revolutions that led to the collapse of the Russian Empire and the rise of the Soviet Union,D,The Russian Revolution refers to: a series of revolutions that led to the collapse of the Russian Empire and the rise of the Soviet Union.,History,Modern History
"Which historical event is described as: ""the event marking the end of ancient Rome's rule in Western Europe""?",The fall of the Western Roman Empire,The Chinese Communist Revolution,The unification of Italy,The fall of the Berlin Wall,A,This describes The fall of the Western Roman Empire: the event marking the end of ancient Rome's rule in Western Europe.,History,Ancient History
"Which term matches this description: ""a military force formed by Subhas Chandra Bose to fight for India's independence, allied with Japan during WWII""?",the British Raj,the Mughal Empire,the Ryotwari system,the Indian National Army (INA),D,"The description matches the Indian National Army (INA): a military force formed by Subhas Chandra Bose to fight for India's independence, allied with Japan during WWII",History,Indian History
"Which term matches this description: ""a 1945 British proposal to reconstitute India's Executive Council with Indian leaders, discussed at the Simla Conference""?",Indira Gandhi,the Round Table Conferences,the Civil Disobedience Movement,the Wavell Plan,D,"The description matches the Wavell Plan: a 1945 British proposal to reconstitute India's Executive Council with Indian leaders, discussed at the Simla Conference",History,Indian History
"Which term matches this description: ""a decisive 1764 battle that strengthened British East India Company control over Bengal, Bihar, and Odisha""?",the Mughal Empire,the Simla Agreement,Indira Gandhi,the Battle of Buxar,D,"The description matches the Battle of Buxar: a decisive 1764 battle that strengthened British East India Company control over Bengal, Bihar, and Odisha",History,Indian History
"Which term matches this description: ""a medieval Christian military order founded to protect pilgrims travelling to the Holy Land""?",the Knights Templar,the medieval feudal system in Japan,the printing revolution's effect,the Bhakti movement,A,The description matches the Knights Templar: a medieval Christian military order founded to protect pilgrims travelling to the Holy Land,History,Medieval History
In which year did World War II take place (approximately)?,1939,1959,1919,1934,A,World War II took place in approximately 1939.,History,Modern History
What is The founding of the Maurya Empire?,"an ancient Indian empire often referred to as the 'Golden Age' of India, known for advances in science and arts",a mass civil disobedience movement launched by Mahatma Gandhi demanding an end to British rule,the division of British India into the independent nations of India and Pakistan,"the establishment of one of the largest empires in ancient India, founded by Chandragupta Maurya",D,"The founding of the Maurya Empire refers to: the establishment of one of the largest empires in ancient India, founded by Chandragupta Maurya.",History,Ancient History
Which statement correctly describes the Rigveda?,"one of the two major ancient Sanskrit epics of India, centred on the Kurukshetra War","the oldest of the four Vedas, a collection of ancient Sanskrit hymns central to Hindu tradition",an ancient stone slab that helped scholars decipher Egyptian hieroglyphics,"an ancient Indian poet and playwright, celebrated as one of the greatest writers in Sanskrit literature",B,"By definition, the Rigveda is: the oldest of the four Vedas, a collection of ancient Sanskrit hymns central to Hindu tradition",History,Ancient History
What is the Inca Empire?,"one of the two major ancient Sanskrit epics of India, telling the story of Prince Rama","one of the earliest known written law codes, created in ancient Babylon","the oldest of the four Vedas, a collection of ancient Sanskrit hymns central to Hindu tradition","a South American civilisation known for Machu Picchu and an extensive road network, conquered by the Spanish",D,"the Inca Empire is: a South American civilisation known for Machu Picchu and an extensive road network, conquered by the Spanish",History,Ancient History
"Fill in the blank: ______ refers to ""an international organisation founded after World War I to maintain world peace, later succeeded by the United Nations"".",Mao Zedong,the Treaty of Versailles,the Age of Exploration,the League of Nations,D,"the League of Nations refers to: an international organisation founded after World War I to maintain world peace, later succeeded by the United Nations",History,Modern History
"Fill in the blank: ______ refers to ""Mandela became South Africa's first Black president in 1994, ending decades of apartheid"".",the United Nations' founding,Nelson Mandela's presidency,the Space Race,the Truman Doctrine,B,"Nelson Mandela's presidency refers to: Mandela became South Africa's first Black president in 1994, ending decades of apartheid",History,Modern History
What is the Kheda Satyagraha?,a 1918 movement led by Gandhi in Gujarat supporting farmers against high taxes during a famine,a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers,a 1962 border war fought between India and China in the Himalayan region,"a land revenue system introduced by the British in Bengal, fixing revenue rates paid by zamindars",A,the Kheda Satyagraha is: a 1918 movement led by Gandhi in Gujarat supporting farmers against high taxes during a famine,History,Indian History
Which statement correctly describes the Space Race?,"a barrier that divided East and West Berlin from 1961 to 1989, symbolising the Cold War divide","an international organisation founded after World War I to maintain world peace, later succeeded by the United Nations",a 1948–49 operation in which the Western Allies supplied West Berlin by air after a Soviet blockade,the Cold War-era competition between the USA and USSR to achieve spaceflight milestones,D,"By definition, the Space Race is: the Cold War-era competition between the USA and USSR to achieve spaceflight milestones",History,Modern History
Which event happened closest to the year -2560?,The construction of the Great Pyramid of Giza,The unification of Italy,The Gupta Empire,The dissolution of the Soviet Union,A,The construction of the Great Pyramid of Giza occurred in approximately -2560.,History,Ancient History
What is The unification of Italy?,"a war fought between the northern and southern United States, largely over slavery and states' rights",the document by which the thirteen American colonies declared independence from Britain,the political and social movement that consolidated the states of the Italian peninsula into a single nation,"the date the Constituent Assembly adopted India's Constitution, which came into effect on 26 January 1950",C,The unification of Italy refers to: the political and social movement that consolidated the states of the Italian peninsula into a single nation.,History,Modern History
"Fill in the blank: ______ refers to ""held on 26 January 1950, marking the enforcement of the Constitution of India"".",Gopal Krishna Gokhale,the East India Company's dissolution,Akbar the Great,the first Indian Republic Day celebration,D,"the first Indian Republic Day celebration refers to: held on 26 January 1950, marking the enforcement of the Constitution of India",History,Indian History
What is the printing revolution's effect?,"enabled the mass production of books, greatly increasing literacy and the spread of ideas across Europe","the founder of Sikhism, born in the 15th century in the Punjab region",a medieval king who united much of Western Europe and was crowned Holy Roman Emperor in 800 AD,a German theologian whose 95 Theses in 1517 sparked the Protestant Reformation,A,"the printing revolution's effect is: enabled the mass production of books, greatly increasing literacy and the spread of ideas across Europe",History,Medieval History
"Which term matches this description: ""a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers""?",the Panchsheel Agreement,the Ahmedabad Mill Strike,the Lahore Session of 1929,Warren Hastings,B,The description matches the Ahmedabad Mill Strike: a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers,History,Indian History
Which statement correctly describes the Non-Aligned Movement's founders?,"primarily drafted by Thomas Jefferson, one of the founding fathers of the United States","co-founded by leaders including Jawaharlal Nehru of India, Josip Broz Tito of Yugoslavia, and Gamal Abdel Nasser of Egypt",the genocide of six million European Jews and millions of others by Nazi Germany during World War II,a French military leader who rose to power after the French Revolution and became Emperor of the French,B,"By definition, the Non-Aligned Movement's founders is: co-founded by leaders including Jawaharlal Nehru of India, Josip Broz Tito of Yugoslavia, and Gamal Abdel Nasser of Egypt",History,Modern History
What is The Chinese Communist Revolution?,the revolution that led to the establishment of the People's Republic of China under Mao Zedong,a decisive battle that established British East India Company rule in Bengal,"a major uprising against British East India Company rule, also called the First War of Independence","the reign of the Mughal emperor known for administrative reforms and religious tolerance, beginning in 1556",A,The Chinese Communist Revolution refers to: the revolution that led to the establishment of the People's Republic of China under Mao Zedong.,History,Modern History
Which statement correctly describes the Sepoy Mutiny's alternate name?,the Queen of Jhansi who led a major role in the Indian Rebellion of 1857 against British rule,"the founder of the Maratha Empire, known for his military tactics and administration","India's second Prime Minister, known for the slogan 'Jai Jawan Jai Kisan'",also known as the Indian Rebellion of 1857 or the First War of Indian Independence,D,"By definition, the Sepoy Mutiny's alternate name is: also known as the Indian Rebellion of 1857 or the First War of Indian Independence",History,Indian History
Which statement correctly describes the Chipko Movement?,a nonviolent social and environmental movement in India in the 1970s to protect forests from deforestation,a British colonial policy allowing annexation of princely states without a natural heir,"held on 26 January 1950, marking the enforcement of the Constitution of India",a Maratha general and Peshwa known for his military campaigns and undefeated record in battle,A,"By definition, the Chipko Movement is: a nonviolent social and environmental movement in India in the 1970s to protect forests from deforestation",History,Indian History
What is Cleopatra?,"an ancient Indian poet and playwright, celebrated as one of the greatest writers in Sanskrit literature",a Chinese dynasty known for expanding trade along the Silk Road and advancing science and culture,"the period following Alexander the Great's conquests, marked by the spread of Greek culture across Asia and Africa","the last active ruler of the Ptolemaic Kingdom of Egypt, known for her alliances with Roman leaders",D,"Cleopatra is: the last active ruler of the Ptolemaic Kingdom of Egypt, known for her alliances with Roman leaders",History,Ancient History
What is the Punic Wars?,"one of the world's earliest civilisations, known for the pyramids, hieroglyphics, and pharaohs","the period following Alexander the Great's conquests, marked by the spread of Greek culture across Asia and Africa",a series of wars fought between ancient Rome and Carthage,"a major city of the ancient Indus Valley Civilisation, known for its advanced drainage systems",C,the Punic Wars is: a series of wars fought between ancient Rome and Carthage,History,Ancient History
What is the Indo-Pakistani War of 1965?,"the last Viceroy of India, who oversaw the transfer of power and the partition in 1947","meaning 'complete self-rule', it was the resolution adopted by the Indian National Congress in 1929 demanding full independence",the chief architect of the Indian Constitution and a leader for social justice and rights of marginalised communities,a war fought between India and Pakistan primarily over the disputed region of Kashmir,D,the Indo-Pakistani War of 1965 is: a war fought between India and Pakistan primarily over the disputed region of Kashmir,History,Indian History
"Which term matches this description: ""one of the major cities of the ancient Indus Valley Civilisation, giving the civilisation its alternate name""?",the Indus Valley Civilisation,the Code of Hammurabi,Xuanzang,Harappa,D,"The description matches Harappa: one of the major cities of the ancient Indus Valley Civilisation, giving the civilisation its alternate name",History,Ancient History
Which event happened closest to the year 1914?,The Crusades,World War I,The Great Depression,The storming of the Bastille,B,World War I occurred in approximately 1914.,History,Modern History
"Which historical event is described as: ""a period of radical political and social upheaval in France that overthrew the monarchy""?",The founding of the United States,The French Revolution,The fall of the Berlin Wall,The English Civil War,B,This describes The French Revolution: a period of radical political and social upheaval in France that overthrew the monarchy.,History,Modern History
What is The Dandi Salt March?,the document by which the thirteen American colonies declared independence from Britain,the mission during which humans first landed on the Moon,the disaster in which the supposedly unsinkable ocean liner sank after hitting an iceberg,a nonviolent protest led by Mahatma Gandhi against the British salt tax,D,The Dandi Salt March refers to: a nonviolent protest led by Mahatma Gandhi against the British salt tax.,History,Indian History
What is The fall of the Berlin Wall?,a nonviolent protest led by Mahatma Gandhi against the British salt tax,the establishment of a major political party that later led India's independence movement,"the event marking the collapse of the barrier dividing East and West Berlin, symbolising the end of the Cold War",a period of radical political and social upheaval in France that overthrew the monarchy,C,"The fall of the Berlin Wall refers to: the event marking the collapse of the barrier dividing East and West Berlin, symbolising the end of the Cold War.",History,Modern History
Which statement correctly describes the term 'Purna Swaraj Day'?,"a philosophy of nonviolent resistance developed by Mahatma Gandhi, meaning 'truth-force'","26 January, commemorated annually before independence and later chosen as the date the Constitution came into force","a British commission sent to India in 1928 to review constitutional reforms, boycotted for having no Indian members",an act that provided for a federal structure and expanded provincial self-governance in British India,B,"By definition, the term 'Purna Swaraj Day' is: 26 January, commemorated annually before independence and later chosen as the date the Constitution came into force",History,Indian History
"Fill in the blank: ______ refers to ""the company's rule ended after the 1857 rebellion, with control transferred to the British Crown in 1858"".",the Chipko Movement,the East India Company's dissolution,the Cellular Jail,the founding of the Maratha Confederacy,B,"the East India Company's dissolution refers to: the company's rule ended after the 1857 rebellion, with control transferred to the British Crown in 1858",History,Indian History
"Which term matches this description: ""a set of major economic reforms launched in 1991 that opened up India's economy to global trade and investment""?",the economic liberalisation of India,the Amritsar Massacre's location,Rabindranath Tagore's Nobel Prize,the term 'Purna Swaraj Day',A,The description matches the economic liberalisation of India: a set of major economic reforms launched in 1991 that opened up India's economy to global trade and investment,History,Indian History
"Fill in the blank: ______ refers to ""a series of Muslim dynasties that ruled large parts of India from the 13th to 16th centuries"".",the Delhi Sultanate,the medieval guild system,the Vijayanagara ruler Krishnadevaraya,the Ottoman Empire,A,the Delhi Sultanate refers to: a series of Muslim dynasties that ruled large parts of India from the 13th to 16th centuries,History,Medieval History
What is the Truman Doctrine?,a US policy aimed at containing the spread of communism during the Cold War,rooted in post-WWII efforts to promote economic cooperation and prevent future conflict in Europe,the British Prime Minister who led the United Kingdom through most of World War II,the Cold War-era competition between the USA and USSR to achieve spaceflight milestones,A,the Truman Doctrine is: a US policy aimed at containing the spread of communism during the Cold War,History,Modern History
In which year did The storming of the Bastille take place (approximately)?,1769,1789,1794,1809,B,The storming of the Bastille took place in approximately 1789.,History,Modern History
What is the Suez Crisis?,a series of conflicts between the Kingdom of Mysore and the British East India Company,"a 1956 conflict triggered by Egypt's nationalisation of the Suez Canal, involving Britain, France, and Israel",the site of a 1941 surprise Japanese attack on a US naval base that brought the United States into World War II,"primarily drafted by Thomas Jefferson, one of the founding fathers of the United States",B,"the Suez Crisis is: a 1956 conflict triggered by Egypt's nationalisation of the Suez Canal, involving Britain, France, and Israel",History,Modern History
"Fill in the blank: ______ refers to ""India's first Prime Minister, who served from 1947 until his death in 1964"".",the Indo-Pakistani War of 1965,Warren Hastings,Jawaharlal Nehru,Akbar the Great,C,"Jawaharlal Nehru refers to: India's first Prime Minister, who served from 1947 until his death in 1964",History,Indian History
"Fill in the blank: ______ refers to ""artefacts from the Indus Valley Civilisation featuring inscriptions and animal motifs, still not fully deciphered"".",Fa-Hien (Faxian),the Harappan seals,Confucius,the Trojan War,B,"the Harappan seals refers to: artefacts from the Indus Valley Civilisation featuring inscriptions and animal motifs, still not fully deciphered",History,Ancient History
What is the doctrine of lapse?,a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers,a movement in India during World War I demanding self-government within the British Empire,the Queen of Jhansi who led a major role in the Indian Rebellion of 1857 against British rule,a British colonial policy allowing annexation of princely states without a natural heir,D,the doctrine of lapse is: a British colonial policy allowing annexation of princely states without a natural heir,History,Indian History
In which year did The fall of Constantinople take place (approximately)?,1443,1453,1448,1463,B,The fall of Constantinople took place in approximately 1453.,History,Medieval History
Which statement correctly describes the Amritsar Massacre's location?,a 1932 agreement between Mahatma Gandhi and Dr. B.R. Ambedkar regarding representation for the depressed classes in India,"Jallianwala Bagh, a public garden in Amritsar, Punjab, where the 1919 massacre took place","26 January, commemorated annually before independence and later chosen as the date the Constitution came into force",a 1962 border war fought between India and China in the Himalayan region,B,"By definition, the Amritsar Massacre's location is: Jallianwala Bagh, a public garden in Amritsar, Punjab, where the 1919 massacre took place",History,Indian History
What is the League of Nations' failure?,the Prussian statesman credited as the architect of German unification in 1871,"the 1944 Allied invasion of Normandy, France, a major turning point in the campaign to liberate Western Europe in World War II","its inability to prevent aggression by major powers, contributing to the outbreak of World War II",the ruler of the Kingdom of Mysore known for his resistance against British expansion in India,C,"the League of Nations' failure is: its inability to prevent aggression by major powers, contributing to the outbreak of World War II",History,Modern History
Which statement correctly describes the Indus Valley Civilisation?,"an ancient centre of learning in India, one of the world's first residential universities",a powerful South Indian dynasty known for its naval power and administrative innovations,"one of the earliest civilisations, located between the Tigris and Euphrates rivers, credited with inventing writing","an ancient civilisation that flourished in the northwestern regions of South Asia, known for advanced urban planning",D,"By definition, the Indus Valley Civilisation is: an ancient civilisation that flourished in the northwestern regions of South Asia, known for advanced urban planning",History,Ancient History
"Which term matches this description: ""a nonviolent social and environmental movement in India in the 1970s to protect forests from deforestation""?",the Sino-Indian War,Dr. B.R. Ambedkar,the Chipko Movement,Shivaji Maharaj,C,The description matches the Chipko Movement: a nonviolent social and environmental movement in India in the 1970s to protect forests from deforestation,History,Indian History
"Fill in the blank: ______ refers to ""a series of conflicts between the Kingdom of Mysore and the British East India Company"".",the United States Declaration of Independence's author,the League of Nations' failure,Vasco da Gama,the Anglo-Mysore Wars,D,the Anglo-Mysore Wars refers to: a series of conflicts between the Kingdom of Mysore and the British East India Company,History,Modern History
Which event happened closest to the year 1963?,The American Civil War,The signing of the Indian Constitution,The reign of Ashoka the Great,Martin Luther King Jr.'s 'I Have a Dream' speech,D,Martin Luther King Jr.'s 'I Have a Dream' speech occurred in approximately 1963.,History,Modern History
"Fill in the blank: ______ refers to ""an ancient Indian poet and playwright, celebrated as one of the greatest writers in Sanskrit literature"".",the Sangam period,Kalidasa,the Vedic period,Xuanzang,B,"Kalidasa refers to: an ancient Indian poet and playwright, celebrated as one of the greatest writers in Sanskrit literature",History,Ancient History
